Dependency=Geometry Building Type FPL	Dependency=Vintage FPL	Dependency=Location EPW	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
Single-Family Detached	1940-59s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.479335525	0.369363061	0.082766563	0.068534851	71674.18508
Single-Family Detached	1960-79s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.34174673	0.411808871	0.177830009	0.06861439	103074.8687
Single-Family Detached	1980-99s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.260740064	0.414593967	0.261706368	0.062959602	149392.8756
Single-Family Detached	2000-09s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.086181834	0.505300579	0.325016904	0.083500683	106156.5733
Single-Family Detached	<1940	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.319674102	0.502569816	0.096149056	0.081607026	21814.08423
Single-Family Detached	2010s	USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.226880048	0.276707913	0.257347677	0.239064362	10254.76551
Single-Family Detached	1940-59s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.414509347	0.39450879	0.128582387	0.062399476	1757.089458
Single-Family Detached	1960-79s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.337349324	0.434349563	0.137642824	0.090658289	3099.5275
Single-Family Detached	1980-99s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.265082514	0.493510619	0.156717852	0.084689015	3799.499313
Single-Family Detached	2000-09s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.176777327	0.508422121	0.214206569	0.100593984	1251.426594
Single-Family Detached	<1940	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.360679083	0.409275956	0.137873352	0.092171609	1122.359511
Single-Family Detached	2010s	USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.19084966	0.358857934	0.261752925	0.188539481	140.5754675
Single-Family Detached	1940-59s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.463129731	0.387073201	0.042500804	0.107296264	174144.7895
Single-Family Detached	1960-79s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.376051981	0.370712093	0.171692341	0.081543585	223526.9827
Single-Family Detached	1980-99s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.210646206	0.466056566	0.24091686	0.082380368	238872.3625
Single-Family Detached	2000-09s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.235348125	0.295444356	0.243794567	0.225412952	103424.0917
Single-Family Detached	<1940	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.265128615	0.164377891	0.111037542	0.459455952	20014.96555
Single-Family Detached	2010s	USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.222527666	0.288241265	0.257874836	0.231356233	6527.35044
Single-Family Detached	1940-59s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.473486364	0.325074835	0.117898681	0.08354012	212889.5587
Single-Family Detached	1960-79s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.423040642	0.375926243	0.132704181	0.068328934	451830.1691
Single-Family Detached	1980-99s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.297831983	0.381020884	0.240978274	0.080168859	651065.251
Single-Family Detached	2000-09s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.202568053	0.276763287	0.168768983	0.351899677	424026.7334
Single-Family Detached	<1940	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.235887621	0.373936406	0.225721667	0.164454306	46098.21384
Single-Family Detached	2010s	USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.174507481	0.236388479	0.223383503	0.365720537	36693.64191
Single-Family Detached	1940-59s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.483626286	0.391270323	0.08985237	0.035251021	42236.18041
Single-Family Detached	1960-79s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.355617144	0.461635146	0.119814727	0.062932984	80055.20827
Single-Family Detached	1980-99s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.257284507	0.492018452	0.166590287	0.084106755	84634.58153
Single-Family Detached	2000-09s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.169155165	0.505773105	0.213099718	0.111972012	49663.81738
Single-Family Detached	<1940	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.406080439	0.435884081	0.10383766	0.054197819	15735.23934
Single-Family Detached	2010s	USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.173072179	0.346575314	0.290364734	0.189987773	4927.900174
Single-Family Detached	1940-59s	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.489831941	0.36155658	0.055986354	0.092625126	47714.24224
Single-Family Detached	1960-79s	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.375304551	0.388075028	0.155893799	0.080726621	135070.8078
Single-Family Detached	1980-99s	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.212482145	0.491514945	0.209811469	0.086191442	226793.0394
Single-Family Detached	2000-09s	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.224324849	0.33977596	0.23527035	0.200628841	144217.3053
Single-Family Detached	<1940	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.344019783	0.216802388	0.103601844	0.335575986	8920.242131
Single-Family Detached	2010s	USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.230048129	0.277332291	0.262460511	0.230159069	6559.427591
Single-Family Detached	1940-59s	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.473696708	0.353766558	0.10419134	0.068345394	23867.931
Single-Family Detached	1960-79s	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.33756929	0.426974768	0.150404676	0.085051266	54128.33074
Single-Family Detached	1980-99s	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.240578556	0.440647124	0.185864472	0.132909848	87998.53559
Single-Family Detached	2000-09s	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.150805146	0.448619276	0.242814025	0.157761553	65325.45308
Single-Family Detached	<1940	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.359208169	0.402331678	0.133062825	0.105397328	13715.04448
Single-Family Detached	2010s	USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.14746535	0.345199925	0.249400444	0.257934281	2957.121609
Single-Family Detached	1940-59s	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.309179148	0.410177611	0.183741233	0.096902008	106704.3746
Single-Family Detached	1960-79s	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.212392012	0.428977805	0.215529494	0.143100689	264904.7824
Single-Family Detached	1980-99s	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.282352142	0.278236281	0.24163756	0.197774017	532679.3024
Single-Family Detached	2000-09s	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.12690334	0.302265189	0.304129759	0.266701712	346360.3066
Single-Family Detached	<1940	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.320997301	0.395239133	0.143355375	0.140408191	45641.08461
Single-Family Detached	2010s	USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.098237734	0.266345814	0.102400384	0.533016067	18082.46078
Single-Family Detached	1940-59s	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.386408088	0.250108961	0.186808334	0.176674618	25576.53152
Single-Family Detached	1960-79s	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.356281155	0.3770539	0.140453593	0.126211352	51411.55618
Single-Family Detached	1980-99s	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.162698985	0.598858311	0.125679606	0.112763099	51325.39024
Single-Family Detached	2000-09s	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.239012082	0.279321364	0.246960362	0.234706192	28322.77208
Single-Family Detached	<1940	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.290979967	0.395848494	0.164151148	0.14902039	10910.58698
Single-Family Detached	2010s	USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.243212918	0.258747422	0.252845279	0.245194382	5621.91698
Single-Family Detached	1940-59s	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.507445219	0.372290469	0.085029319	0.035234993	31815.02927
Single-Family Detached	1960-79s	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.350744167	0.457447715	0.129403132	0.062404986	54116.51348
Single-Family Detached	1980-99s	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.239302609	0.478214662	0.18691364	0.095569089	49120.95374
Single-Family Detached	2000-09s	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.163280011	0.495384377	0.221635732	0.11969988	29248.78711
Single-Family Detached	<1940	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.38183094	0.433899396	0.116320645	0.06794902	15666.57632
Single-Family Detached	2010s	USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.168143103	0.354147259	0.291456593	0.186253045	6153.746423
Single-Family Detached	1940-59s	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.512154726	0.370814998	0.082527208	0.034503068	35476.2735
Single-Family Detached	1960-79s	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.349631434	0.456681636	0.129759409	0.063927521	69960.30099
Single-Family Detached	1980-99s	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.239861819	0.483257268	0.18242897	0.094451943	66170.5345
Single-Family Detached	2000-09s	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.158454389	0.491127345	0.22898448	0.121433787	41204.41537
Single-Family Detached	<1940	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.381591782	0.442824923	0.109304396	0.066278899	16872.24366
Single-Family Detached	2010s	USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.168334043	0.371402931	0.293536682	0.166726344	3295.480196
Single-Family Detached	1940-59s	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.511500348	0.369590088	0.085264853	0.033644711	25656.13493
Single-Family Detached	1960-79s	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.358192034	0.462325267	0.119608891	0.059873808	45193.25172
Single-Family Detached	1980-99s	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.248087919	0.486073156	0.177235064	0.088603861	61379.11865
Single-Family Detached	2000-09s	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.163422979	0.495428961	0.223739263	0.117408797	51730.56822
Single-Family Detached	<1940	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.402703398	0.440598125	0.100027395	0.056671081	10430.09059
Single-Family Detached	2010s	USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.170745029	0.340734397	0.298593421	0.189927153	5380.830876
Single-Family Detached	1940-59s	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.361032574	0.413558929	0.121720628	0.103687869	50273.64762
Single-Family Detached	1960-79s	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.263377206	0.495780172	0.164084596	0.076758026	64991.78107
Single-Family Detached	1980-99s	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.231329036	0.299727328	0.264626106	0.20431753	47247.31692
Single-Family Detached	2000-09s	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.228140203	0.270769255	0.250898439	0.250192104	39152.75973
Single-Family Detached	<1940	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.334004144	0.386737455	0.134934828	0.144323574	73814.68024
Single-Family Detached	2010s	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.226197478	0.267079076	0.244667037	0.262056409	5826.480022
Single-Family Detached	1940-59s	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.478242273	0.376420755	0.091919029	0.053417944	28510.82867
Single-Family Detached	1960-79s	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.319178403	0.447221224	0.164964188	0.068636185	26930.75474
Single-Family Detached	1980-99s	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.181313772	0.425701992	0.285712583	0.107271653	10311.89943
Single-Family Detached	2000-09s	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.161939593	0.349836744	0.241066979	0.247156684	5485.261461
Single-Family Detached	<1940	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.396504908	0.438766584	0.104320035	0.060408473	40696.22276
Single-Family Detached	2010s	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.156233649	0.31900269	0.222336398	0.302427264	723.9586485
Single-Family Detached	1940-59s	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.473005664	0.377975337	0.087001017	0.062017982	15630.29322
Single-Family Detached	1960-79s	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.327246336	0.431132543	0.169833841	0.07178728	19879.70388
Single-Family Detached	1980-99s	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.179365099	0.440373762	0.26124853	0.119012608	10311.23008
Single-Family Detached	2000-09s	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.142963192	0.369239746	0.216813573	0.270983488	6055.493856
Single-Family Detached	<1940	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.41283699	0.42595986	0.10556087	0.05564228	28846.00811
Single-Family Detached	2010s	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.069809094	0.21749558	0.302670063	0.410025264	722.2675534
Single-Family Detached	1940-59s	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.484138202	0.380277236	0.086950656	0.048633906	41205.84259
Single-Family Detached	1960-79s	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.322029112	0.452133896	0.157952437	0.067884555	52793.14344
Single-Family Detached	1980-99s	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.164994873	0.434234285	0.290038247	0.110732596	26858.95489
Single-Family Detached	2000-09s	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.156672686	0.343812083	0.240550537	0.258964693	22609.99051
Single-Family Detached	<1940	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.404137635	0.433252233	0.10369913	0.058911002	57954.0939
Single-Family Detached	2010s	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.089960434	0.324322767	0.19835546	0.38736134	3640.230996
Single-Family Detached	1940-59s	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.55497165	0.330329904	0.07119053	0.043507916	24265.18604
Single-Family Detached	1960-79s	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.34662376	0.467287476	0.14478142	0.041307343	45719.73389
Single-Family Detached	1980-99s	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.225308503	0.523325124	0.172398993	0.07896738	64218.84046
Single-Family Detached	2000-09s	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.161291917	0.429302314	0.254409209	0.15499656	61682.63452
Single-Family Detached	<1940	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.470823427	0.359464697	0.095998812	0.073713064	14512.89094
Single-Family Detached	2010s	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.164814471	0.468267592	0.226364552	0.140553385	5815.140283
Single-Family Detached	1940-59s	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.534413406	0.340041104	0.082310244	0.043235246	24984.39712
Single-Family Detached	1960-79s	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.343566079	0.469723118	0.148266942	0.038443862	38102.87287
Single-Family Detached	1980-99s	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.213624862	0.497155133	0.19739301	0.091826996	30217.83469
Single-Family Detached	2000-09s	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.156937305	0.418766025	0.255456259	0.168840412	26705.25404
Single-Family Detached	<1940	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.467708471	0.35676105	0.0977388	0.07779168	19150.37994
Single-Family Detached	2010s	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.164851378	0.438649473	0.246485576	0.150013574	2673.555587
Single-Family Detached	1940-59s	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.440941387	0.371980332	0.118425852	0.068652429	459584.9397
Single-Family Detached	1960-79s	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.289175864	0.439156893	0.176626036	0.095041208	469586.2705
Single-Family Detached	1980-99s	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.100985842	0.363089538	0.32151091	0.214413709	345275.3418
Single-Family Detached	2000-09s	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.046699965	0.175362441	0.34842945	0.429508143	196180.8157
Single-Family Detached	<1940	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.34672327	0.375228644	0.190747915	0.087300171	290034.9836
Single-Family Detached	2010s	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.063027724	0.370470257	0.246287373	0.320214646	9565.898386
Single-Family Detached	1940-59s	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.428327344	0.282813648	0.170913975	0.117945033	59636.85044
Single-Family Detached	1960-79s	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.286787775	0.324470774	0.305627659	0.083113792	76722.00961
Single-Family Detached	1980-99s	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.158172089	0.50525502	0.219710875	0.116862016	35338.12969
Single-Family Detached	2000-09s	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.137442833	0.471759372	0.19737479	0.193423005	20873.70538
Single-Family Detached	<1940	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.410968808	0.391939088	0.117496684	0.079595419	84624.93046
Single-Family Detached	2010s	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.165033801	0.28096765	0.222512212	0.331486336	3115.276639
Single-Family Detached	1940-59s	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.411090037	0.339805655	0.138515767	0.110588541	68036.95353
Single-Family Detached	1960-79s	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.350042492	0.346797311	0.165082728	0.138077469	79994.62215
Single-Family Detached	1980-99s	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.174523345	0.423592939	0.235127991	0.166755726	42164.56723
Single-Family Detached	2000-09s	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.177196286	0.377402273	0.228522505	0.216878936	27161.24762
Single-Family Detached	<1940	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.407065524	0.369170395	0.147916236	0.075847845	77596.79457
Single-Family Detached	2010s	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.158007362	0.324839525	0.271704924	0.245448189	2954.691706
Single-Family Detached	1940-59s	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.427156198	0.353465422	0.124012266	0.095366114	52096.96488
Single-Family Detached	1960-79s	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.279679099	0.412575242	0.176514593	0.131231066	64065.65768
Single-Family Detached	1980-99s	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.133036566	0.526593782	0.199271253	0.141098399	47944.55575
Single-Family Detached	2000-09s	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.101019451	0.460516497	0.216162285	0.222301766	30366.43385
Single-Family Detached	<1940	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.340153543	0.38532021	0.17430946	0.100216787	54154.99872
Single-Family Detached	2010s	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.146811677	0.322630735	0.228650377	0.301907211	912.162276
Single-Family Detached	1940-59s	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.547245018	0.319886655	0.093066362	0.039801965	56588.22829
Single-Family Detached	1960-79s	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.348254973	0.449139928	0.140646942	0.061958156	65503.53421
Single-Family Detached	1980-99s	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.155526258	0.46920619	0.236545768	0.138721784	38365.80735
Single-Family Detached	2000-09s	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.145984912	0.463472269	0.21026464	0.180278179	20342.70512
Single-Family Detached	<1940	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.392176427	0.409610861	0.143486557	0.054726155	58502.52548
Single-Family Detached	2010s	USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.100591793	0.382556843	0.272473123	0.244378242	2144.634648
Single-Family Detached	1940-59s	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.470375995	0.347219887	0.110978938	0.07142518	94107.43831
Single-Family Detached	1960-79s	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.327968349	0.451559948	0.141785619	0.078686084	110230.625
Single-Family Detached	1980-99s	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.22646421	0.403332807	0.21896201	0.151240973	81308.69241
Single-Family Detached	2000-09s	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.151503936	0.476097169	0.205815205	0.16658369	41456.81653
Single-Family Detached	<1940	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.343319866	0.355112043	0.155604782	0.145963309	73670.75111
Single-Family Detached	2010s	USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.150002921	0.351392105	0.244512315	0.25409266	5359.571493
Single-Family Detached	1940-59s	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.464067785	0.289201862	0.143805348	0.102925005	65244.73171
Single-Family Detached	1960-79s	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.337803402	0.381606912	0.164708155	0.11588153	81966.8271
Single-Family Detached	1980-99s	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.160398772	0.521181927	0.185671386	0.132747915	66382.94605
Single-Family Detached	2000-09s	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.144215619	0.31883238	0.388274934	0.148677067	33864.03543
Single-Family Detached	<1940	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.365713913	0.401069796	0.156089754	0.077126537	82948.45336
Single-Family Detached	2010s	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.186013607	0.33879911	0.237374937	0.237812346	3874.183608
Single-Family Detached	1940-59s	USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	0.490998562	0.262607878	0.189578782	0.056814777	154148.9879
