Dependency=Location Region	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Central	Option=No	Option=Yes	Count	Weight
CR09	1990s	Propane	Only Cooling Shared	1	0	0	0
CR09	1990s	Propane	Only Heating Shared	1	0	0	0
CR09	2000s	Electricity	Both Shared	1	0	3	18294.02102
CR09	2000s	Electricity	Neither Shared	0.671309493	0.328690507	439	4140481.924
CR09	2000s	Electricity	Only Cooling Shared	1	0	1	6800.584171
CR09	2000s	Electricity	Only Heating Shared	1	0	3	36781.01241
CR09	2000s	Fuel Oil	Both Shared	1	0	0	0
CR09	2000s	Fuel Oil	Neither Shared	1	0	0	0
CR09	2000s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR09	2000s	Fuel Oil	Only Heating Shared	1	0	0	0
CR09	2000s	Natural Gas	Both Shared	1	0	0	0
CR09	2000s	Natural Gas	Neither Shared	0.892679088	0.107320912	194	2029350.344
CR09	2000s	Natural Gas	Only Cooling Shared	1	0	2	19704.22497
CR09	2000s	Natural Gas	Only Heating Shared	1	0	1	8218.568143
CR09	2000s	None	Both Shared	1	0	0	0
CR09	2000s	None	Neither Shared	0.947060502	0.052939498	22	175245.6735
CR09	2000s	None	Only Cooling Shared	1	0	1	8955.845943
CR09	2000s	None	Only Heating Shared	1	0	0	0
CR09	2000s	Other Fuel	Both Shared	1	0	0	0
CR09	2000s	Other Fuel	Neither Shared	0.695261607	0.304738393	6	113549.6296
CR09	2000s	Other Fuel	Only Cooling Shared	1	0	0	0
CR09	2000s	Other Fuel	Only Heating Shared	1	0	0	0
CR09	2000s	Propane	Both Shared	1	0	0	0
CR09	2000s	Propane	Neither Shared	0.780287688	0.219712312	15	224907.8458
CR09	2000s	Propane	Only Cooling Shared	1	0	0	0
CR09	2000s	Propane	Only Heating Shared	1	0	0	0
CR10	<1950	Electricity	Both Shared	1	0	0	0
CR10	<1950	Electricity	Neither Shared	0.224104238	0.775895762	3	24113.31597
CR10	<1950	Electricity	Only Cooling Shared	1	0	0	0
CR10	<1950	Electricity	Only Heating Shared	1	0	0	0
CR10	<1950	Fuel Oil	Both Shared	1	0	0	0
CR10	<1950	Fuel Oil	Neither Shared	1	0	0	0
CR10	<1950	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	<1950	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	<1950	Natural Gas	Both Shared	1	0	0	0
CR10	<1950	Natural Gas	Neither Shared	1	0	3	35918.42082
CR10	<1950	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	<1950	Natural Gas	Only Heating Shared	1	0	0	0
CR10	<1950	None	Both Shared	1	0	0	0
CR10	<1950	None	Neither Shared	1	0	0	0
CR10	<1950	None	Only Cooling Shared	1	0	0	0
CR10	<1950	None	Only Heating Shared	1	0	0	0
CR10	<1950	Other Fuel	Both Shared	1	0	0	0
CR10	<1950	Other Fuel	Neither Shared	1	0	1	23308.43211
CR10	<1950	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	<1950	Other Fuel	Only Heating Shared	1	0	0	0
CR10	<1950	Propane	Both Shared	1	0	0	0
CR10	<1950	Propane	Neither Shared	1	0	0	0
CR10	<1950	Propane	Only Cooling Shared	1	0	0	0
CR10	<1950	Propane	Only Heating Shared	1	0	0	0
CR10	1950s	Electricity	Both Shared	1	0	0	0
CR10	1950s	Electricity	Neither Shared	1	0	0	0
CR10	1950s	Electricity	Only Cooling Shared	1	0	0	0
CR10	1950s	Electricity	Only Heating Shared	1	0	0	0
CR10	1950s	Fuel Oil	Both Shared	1	0	0	0
CR10	1950s	Fuel Oil	Neither Shared	1	0	0	0
CR10	1950s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	1950s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	1950s	Natural Gas	Both Shared	1	0	0	0
CR10	1950s	Natural Gas	Neither Shared	0.896401237	0.103598763	17	204179.5688
CR10	1950s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	1950s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	1950s	None	Both Shared	1	0	0	0
CR10	1950s	None	Neither Shared	1	0	1	8040.368344
CR10	1950s	None	Only Cooling Shared	1	0	0	0
CR10	1950s	None	Only Heating Shared	1	0	0	0
CR10	1950s	Other Fuel	Both Shared	1	0	0	0
CR10	1950s	Other Fuel	Neither Shared	1	0	0	0
CR10	1950s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	1950s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	1950s	Propane	Both Shared	1	0	0	0
CR10	1950s	Propane	Neither Shared	1	0	0	0
CR10	1950s	Propane	Only Cooling Shared	1	0	0	0
CR10	1950s	Propane	Only Heating Shared	1	0	0	0
CR10	1960s	Electricity	Both Shared	1	0	0	0
CR10	1960s	Electricity	Neither Shared	0.740060786	0.259939214	12	120509.6861
CR10	1960s	Electricity	Only Cooling Shared	1	0	0	0
CR10	1960s	Electricity	Only Heating Shared	1	0	0	0
CR10	1960s	Fuel Oil	Both Shared	1	0	0	0
CR10	1960s	Fuel Oil	Neither Shared	1	0	0	0
CR10	1960s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	1960s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	1960s	Natural Gas	Both Shared	1	0	0	0
CR10	1960s	Natural Gas	Neither Shared	1	0	5	53259.54939
CR10	1960s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	1960s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	1960s	None	Both Shared	1	0	0	0
CR10	1960s	None	Neither Shared	1	0	1	12280.5895
CR10	1960s	None	Only Cooling Shared	1	0	0	0
CR10	1960s	None	Only Heating Shared	1	0	0	0
CR10	1960s	Other Fuel	Both Shared	1	0	0	0
CR10	1960s	Other Fuel	Neither Shared	1	0	0	0
CR10	1960s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	1960s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	1960s	Propane	Both Shared	1	0	0	0
CR10	1960s	Propane	Neither Shared	1	0	0	0
CR10	1960s	Propane	Only Cooling Shared	1	0	0	0
CR10	1960s	Propane	Only Heating Shared	1	0	0	0
CR10	1970s	Electricity	Both Shared	1	0	0	0
CR10	1970s	Electricity	Neither Shared	0.593322049	0.406677951	34	301127.8035
CR10	1970s	Electricity	Only Cooling Shared	1	0	0	0
CR10	1970s	Electricity	Only Heating Shared	1	0	0	0
CR10	1970s	Fuel Oil	Both Shared	1	0	0	0
CR10	1970s	Fuel Oil	Neither Shared	1	0	3	26365.4439
CR10	1970s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	1970s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	1970s	Natural Gas	Both Shared	1	0	0	0
CR10	1970s	Natural Gas	Neither Shared	0.902233688	0.097766312	37	409190.2287
CR10	1970s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	1970s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	1970s	None	Both Shared	1	0	0	0
CR10	1970s	None	Neither Shared	1	0	3	22906.19308
CR10	1970s	None	Only Cooling Shared	1	0	0	0
CR10	1970s	None	Only Heating Shared	1	0	0	0
CR10	1970s	Other Fuel	Both Shared	1	0	0	0
CR10	1970s	Other Fuel	Neither Shared	1	0	2	16209.97665
CR10	1970s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	1970s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	1970s	Propane	Both Shared	1	0	0	0
CR10	1970s	Propane	Neither Shared	1	0	2	19793.48526
CR10	1970s	Propane	Only Cooling Shared	1	0	0	0
CR10	1970s	Propane	Only Heating Shared	1	0	0	0
CR10	1980s	Electricity	Both Shared	1	0	0	0
CR10	1980s	Electricity	Neither Shared	0.667595488	0.332404512	40	449993.8607
CR10	1980s	Electricity	Only Cooling Shared	1	0	0	0
CR10	1980s	Electricity	Only Heating Shared	1	0	0	0
CR10	1980s	Fuel Oil	Both Shared	1	0	0	0
CR10	1980s	Fuel Oil	Neither Shared	1	0	0	0
CR10	1980s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	1980s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	1980s	Natural Gas	Both Shared	1	0	0	0
CR10	1980s	Natural Gas	Neither Shared	0.927965019	0.072034981	25	292938.1472
CR10	1980s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	1980s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	1980s	None	Both Shared	1	0	0	0
CR10	1980s	None	Neither Shared	1	0	0	0
CR10	1980s	None	Only Cooling Shared	1	0	0	0
CR10	1980s	None	Only Heating Shared	1	0	0	0
CR10	1980s	Other Fuel	Both Shared	1	0	0	0
CR10	1980s	Other Fuel	Neither Shared	0.740858957	0.259141043	4	34569.89176
CR10	1980s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	1980s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	1980s	Propane	Both Shared	1	0	0	0
CR10	1980s	Propane	Neither Shared	1	0	2	41133.62755
CR10	1980s	Propane	Only Cooling Shared	1	0	0	0
CR10	1980s	Propane	Only Heating Shared	1	0	0	0
CR10	1990s	Electricity	Both Shared	1	0	0	0
CR10	1990s	Electricity	Neither Shared	0.425516879	0.574483121	29	289690.1418
CR10	1990s	Electricity	Only Cooling Shared	1	0	1	9539.453943
CR10	1990s	Electricity	Only Heating Shared	1	0	1	9539.453943
CR10	1990s	Fuel Oil	Both Shared	1	0	0	0
CR10	1990s	Fuel Oil	Neither Shared	1	0	0	0
CR10	1990s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	1990s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	1990s	Natural Gas	Both Shared	1	0	0	0
CR10	1990s	Natural Gas	Neither Shared	0.937609848	0.062390152	45	501177.2093
CR10	1990s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	1990s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	1990s	None	Both Shared	1	0	0	0
CR10	1990s	None	Neither Shared	0.609739879	0.390260121	6	61924.2505
CR10	1990s	None	Only Cooling Shared	1	0	0	0
CR10	1990s	None	Only Heating Shared	1	0	0	0
CR10	1990s	Other Fuel	Both Shared	1	0	0	0
CR10	1990s	Other Fuel	Neither Shared	1	0	0	0
CR10	1990s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	1990s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	1990s	Propane	Both Shared	1	0	0	0
CR10	1990s	Propane	Neither Shared	1	0	7	99342.89833
CR10	1990s	Propane	Only Cooling Shared	1	0	0	0
CR10	1990s	Propane	Only Heating Shared	1	0	0	0
CR10	2000s	Electricity	Both Shared	1	0	0	0
CR10	2000s	Electricity	Neither Shared	0.549066684	0.450933316	35	356007.4262
CR10	2000s	Electricity	Only Cooling Shared	1	0	1	12519.07176
CR10	2000s	Electricity	Only Heating Shared	1	0	1	9539.45595
CR10	2000s	Fuel Oil	Both Shared	1	0	0	0
CR10	2000s	Fuel Oil	Neither Shared	1	0	0	0
CR10	2000s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR10	2000s	Fuel Oil	Only Heating Shared	1	0	0	0
CR10	2000s	Natural Gas	Both Shared	1	0	0	0
CR10	2000s	Natural Gas	Neither Shared	0.947554899	0.052445101	40	465835.1039
CR10	2000s	Natural Gas	Only Cooling Shared	1	0	0	0
CR10	2000s	Natural Gas	Only Heating Shared	1	0	0	0
CR10	2000s	None	Both Shared	1	0	0	0
CR10	2000s	None	Neither Shared	1	0	3	30979.04496
CR10	2000s	None	Only Cooling Shared	1	0	0	0
CR10	2000s	None	Only Heating Shared	1	0	0	0
CR10	2000s	Other Fuel	Both Shared	1	0	0	0
CR10	2000s	Other Fuel	Neither Shared	1	0	2	33003.01845
CR10	2000s	Other Fuel	Only Cooling Shared	1	0	0	0
CR10	2000s	Other Fuel	Only Heating Shared	1	0	0	0
CR10	2000s	Propane	Both Shared	1	0	0	0
CR10	2000s	Propane	Neither Shared	1	0	1	9748.881573
CR10	2000s	Propane	Only Cooling Shared	1	0	0	0
CR10	2000s	Propane	Only Heating Shared	1	0	0	0
CR11	<1950	Electricity	Both Shared	1	0	0	0
CR11	<1950	Electricity	Neither Shared	0.944767354	0.055232646	33	240169.0207
CR11	<1950	Electricity	Only Cooling Shared	1	0	0	0
CR11	<1950	Electricity	Only Heating Shared	1	0	2	17749.71696
CR11	<1950	Fuel Oil	Both Shared	1	0	0	0
CR11	<1950	Fuel Oil	Neither Shared	1	0	0	0
CR11	<1950	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	<1950	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	<1950	Natural Gas	Both Shared	1	0	1	11579.41104
CR11	<1950	Natural Gas	Neither Shared	0.978004308	0.021995692	129	1012451.253
CR11	<1950	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	<1950	Natural Gas	Only Heating Shared	1	0	6	50782.07568
CR11	<1950	None	Both Shared	1	0	0	0
CR11	<1950	None	Neither Shared	0.955104007	0.044895993	31	233688.6122
CR11	<1950	None	Only Cooling Shared	1	0	0	0
CR11	<1950	None	Only Heating Shared	1	0	0	0
CR11	<1950	Other Fuel	Both Shared	1	0	0	0
CR11	<1950	Other Fuel	Neither Shared	1	0	8	58175.16094
CR11	<1950	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	<1950	Other Fuel	Only Heating Shared	1	0	0	0
CR11	<1950	Propane	Both Shared	1	0	0	0
CR11	<1950	Propane	Neither Shared	1	0	2	13337.60149
CR11	<1950	Propane	Only Cooling Shared	1	0	0	0
CR11	<1950	Propane	Only Heating Shared	1	0	0	0
CR11	1950s	Electricity	Both Shared	1	0	0	0
CR11	1950s	Electricity	Neither Shared	0.932851934	0.067148066	45	328333.6786
CR11	1950s	Electricity	Only Cooling Shared	1	0	0	0
CR11	1950s	Electricity	Only Heating Shared	1	0	0	0
CR11	1950s	Fuel Oil	Both Shared	1	0	0	0
CR11	1950s	Fuel Oil	Neither Shared	1	0	0	0
CR11	1950s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	1950s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	1950s	Natural Gas	Both Shared	1	0	0	0
CR11	1950s	Natural Gas	Neither Shared	0.981988172	0.018011828	167	1284335.386
CR11	1950s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	1950s	Natural Gas	Only Heating Shared	1	0	1	10491.68364
CR11	1950s	None	Both Shared	1	0	0	0
CR11	1950s	None	Neither Shared	1	0	42	312615.3312
CR11	1950s	None	Only Cooling Shared	1	0	1	6466.420572
CR11	1950s	None	Only Heating Shared	1	0	0	0
CR11	1950s	Other Fuel	Both Shared	1	0	0	0
CR11	1950s	Other Fuel	Neither Shared	0.851591621	0.148408379	6	41820.5472
CR11	1950s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	1950s	Other Fuel	Only Heating Shared	1	0	0	0
CR11	1950s	Propane	Both Shared	1	0	0	0
CR11	1950s	Propane	Neither Shared	1	0	2	13302.59574
CR11	1950s	Propane	Only Cooling Shared	1	0	0	0
CR11	1950s	Propane	Only Heating Shared	1	0	0	0
CR11	1960s	Electricity	Both Shared	1	0	2	15832.85197
CR11	1960s	Electricity	Neither Shared	0.920434788	0.079565212	46	325395.968
CR11	1960s	Electricity	Only Cooling Shared	1	0	0	0
CR11	1960s	Electricity	Only Heating Shared	1	0	2	30898.4794
CR11	1960s	Fuel Oil	Both Shared	1	0	0	0
CR11	1960s	Fuel Oil	Neither Shared	1	0	0	0
CR11	1960s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	1960s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	1960s	Natural Gas	Both Shared	1	0	1	10491.68353
CR11	1960s	Natural Gas	Neither Shared	0.993996934	0.006003066	152	1194274.019
CR11	1960s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	1960s	Natural Gas	Only Heating Shared	1	0	4	34617.82583
CR11	1960s	None	Both Shared	1	0	0	0
CR11	1960s	None	Neither Shared	1	0	46	333572.0851
CR11	1960s	None	Only Cooling Shared	1	0	0	0
CR11	1960s	None	Only Heating Shared	1	0	0	0
CR11	1960s	Other Fuel	Both Shared	1	0	0	0
CR11	1960s	Other Fuel	Neither Shared	1	0	6	37928.18742
CR11	1960s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	1960s	Other Fuel	Only Heating Shared	1	0	1	9577.219525
CR11	1960s	Propane	Both Shared	1	0	0	0
CR11	1960s	Propane	Neither Shared	1	0	2	13344.12636
CR11	1960s	Propane	Only Cooling Shared	1	0	0	0
CR11	1960s	Propane	Only Heating Shared	1	0	0	0
CR11	1970s	Electricity	Both Shared	1	0	2	15832.85083
CR11	1970s	Electricity	Neither Shared	0.949294834	0.050705166	79	578186.9001
CR11	1970s	Electricity	Only Cooling Shared	1	0	0	0
CR11	1970s	Electricity	Only Heating Shared	1	0	1	8677.593597
CR11	1970s	Fuel Oil	Both Shared	1	0	0	0
CR11	1970s	Fuel Oil	Neither Shared	1	0	0	0
CR11	1970s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	1970s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	1970s	Natural Gas	Both Shared	1	0	0	0
CR11	1970s	Natural Gas	Neither Shared	0.96966458	0.03033542	163	1275521.637
CR11	1970s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	1970s	Natural Gas	Only Heating Shared	1	0	3	19060.14626
CR11	1970s	None	Both Shared	1	0	0	0
CR11	1970s	None	Neither Shared	0.975901334	0.024098666	55	435363.6393
CR11	1970s	None	Only Cooling Shared	1	0	0	0
CR11	1970s	None	Only Heating Shared	1	0	0	0
CR11	1970s	Other Fuel	Both Shared	1	0	0	0
CR11	1970s	Other Fuel	Neither Shared	0.893658241	0.106341759	18	124564.7856
CR11	1970s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	1970s	Other Fuel	Only Heating Shared	1	0	0	0
CR11	1970s	Propane	Both Shared	1	0	0	0
CR11	1970s	Propane	Neither Shared	1	0	8	61670.75495
CR11	1970s	Propane	Only Cooling Shared	1	0	1	7251.153576
CR11	1970s	Propane	Only Heating Shared	1	0	0	0
CR11	1980s	Electricity	Both Shared	1	0	0	0
CR11	1980s	Electricity	Neither Shared	0.856903298	0.143096702	58	438842.7088
CR11	1980s	Electricity	Only Cooling Shared	1	0	0	0
CR11	1980s	Electricity	Only Heating Shared	1	0	0	0
CR11	1980s	Fuel Oil	Both Shared	1	0	0	0
CR11	1980s	Fuel Oil	Neither Shared	1	0	0	0
CR11	1980s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	1980s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	1980s	Natural Gas	Both Shared	1	0	0	0
CR11	1980s	Natural Gas	Neither Shared	0.989707207	0.010292793	121	945940.035
CR11	1980s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	1980s	Natural Gas	Only Heating Shared	1	0	4	35850.016
CR11	1980s	None	Both Shared	1	0	0	0
CR11	1980s	None	Neither Shared	0.934507327	0.065492673	33	244214.9366
CR11	1980s	None	Only Cooling Shared	1	0	0	0
CR11	1980s	None	Only Heating Shared	1	0	0	0
CR11	1980s	Other Fuel	Both Shared	1	0	0	0
CR11	1980s	Other Fuel	Neither Shared	1	0	11	79867.59682
CR11	1980s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	1980s	Other Fuel	Only Heating Shared	1	0	0	0
CR11	1980s	Propane	Both Shared	1	0	0	0
CR11	1980s	Propane	Neither Shared	1	0	4	29425.82466
CR11	1980s	Propane	Only Cooling Shared	1	0	0	0
CR11	1980s	Propane	Only Heating Shared	1	0	1	7131.083409
CR11	1990s	Electricity	Both Shared	1	0	2	16418.20647
CR11	1990s	Electricity	Neither Shared	0.938940962	0.061059038	46	358768.7541
CR11	1990s	Electricity	Only Cooling Shared	1	0	0	0
CR11	1990s	Electricity	Only Heating Shared	1	0	0	0
CR11	1990s	Fuel Oil	Both Shared	1	0	0	0
CR11	1990s	Fuel Oil	Neither Shared	1	0	1	7206.602538
CR11	1990s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	1990s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	1990s	Natural Gas	Both Shared	1	0	0	0
CR11	1990s	Natural Gas	Neither Shared	0.988453504	0.011546496	105	754316.0285
CR11	1990s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	1990s	Natural Gas	Only Heating Shared	1	0	0	0
CR11	1990s	None	Both Shared	1	0	0	0
CR11	1990s	None	Neither Shared	1	0	11	96233.54588
CR11	1990s	None	Only Cooling Shared	1	0	0	0
CR11	1990s	None	Only Heating Shared	1	0	0	0
CR11	1990s	Other Fuel	Both Shared	1	0	0	0
CR11	1990s	Other Fuel	Neither Shared	1	0	2	14131.47085
CR11	1990s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	1990s	Other Fuel	Only Heating Shared	1	0	0	0
CR11	1990s	Propane	Both Shared	1	0	1	5806.699666
CR11	1990s	Propane	Neither Shared	1	0	9	64949.53039
CR11	1990s	Propane	Only Cooling Shared	1	0	0	0
CR11	1990s	Propane	Only Heating Shared	1	0	0	0
CR11	2000s	Electricity	Both Shared	1	0	0	0
CR11	2000s	Electricity	Neither Shared	0.834650838	0.165349162	29	207740.281
CR11	2000s	Electricity	Only Cooling Shared	1	0	1	7326.176394
CR11	2000s	Electricity	Only Heating Shared	1	0	1	7326.176135
CR11	2000s	Fuel Oil	Both Shared	1	0	0	0
CR11	2000s	Fuel Oil	Neither Shared	0	1	1	8016.830852
CR11	2000s	Fuel Oil	Only Cooling Shared	1	0	0	0
CR11	2000s	Fuel Oil	Only Heating Shared	1	0	0	0
CR11	2000s	Natural Gas	Both Shared	1	0	0	0
CR11	2000s	Natural Gas	Neither Shared	0.974253269	0.025746731	80	595528.9048
CR11	2000s	Natural Gas	Only Cooling Shared	1	0	0	0
CR11	2000s	Natural Gas	Only Heating Shared	1	0	0	0
CR11	2000s	None	Both Shared	1	0	0	0
CR11	2000s	None	Neither Shared	1	0	9	63484.64052
CR11	2000s	None	Only Cooling Shared	1	0	0	0
CR11	2000s	None	Only Heating Shared	1	0	0	0
CR11	2000s	Other Fuel	Both Shared	1	0	0	0
CR11	2000s	Other Fuel	Neither Shared	1	0	1	6206.51801
CR11	2000s	Other Fuel	Only Cooling Shared	1	0	0	0
CR11	2000s	Other Fuel	Only Heating Shared	1	0	0	0
CR11	2000s	Propane	Both Shared	1	0	0	0
CR11	2000s	Propane	Neither Shared	1	0	7	52798.03077
CR11	2000s	Propane	Only Cooling Shared	1	0	0	0
CR11	2000s	Propane	Only Heating Shared	1	0	0	0
