Column Type,Import From Raw,Publish In Full,Data Type,Timeseries Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_25..co2e_kg,out.propane.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Propane: Total,lb,out.total.lrmer_lowrecost_25__propane.co2e_kg,out.total.lrmer_lowrecost_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_25_total_lb,lb,out.emissions.total.lrmer_low_re_cost_25..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_25: Total,lb,out.total.lrmer_lowrecost_25.co2e_kg,out.total.lrmer_lowrecost_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_15..co2e_kg,out.electricity.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Electricity: Total,lb,out.total.lrmer_lowrecost_15__electricity.co2e_kg,out.total.lrmer_lowrecost_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_15..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Fuel Oil: Total,lb,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg,out.total.lrmer_lowrecost_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_15..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Natural Gas: Total,lb,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg,out.total.lrmer_lowrecost_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_15..co2e_kg,out.propane.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Propane: Total,lb,out.total.lrmer_lowrecost_15__propane.co2e_kg,out.total.lrmer_lowrecost_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_15_total_lb,lb,out.emissions.total.lrmer_low_re_cost_15..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECost_15: Total,lb,out.total.lrmer_lowrecost_15.co2e_kg,out.total.lrmer_lowrecost_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Electricity: Total,lb,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Fuel Oil: Total,lb,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Natural Gas: Total,lb,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.propane.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Propane: Total,lb,out.total.lrmer_lowrecosthighngprice_25__propane.co2e_kg,out.total.lrmer_lowrecosthighngprice_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_25_total_lb,lb,out.emissions.total.lrmer_low_re_cost_high_ng_price_25..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_25: Total,lb,out.total.lrmer_lowrecosthighngprice_25.co2e_kg,out.total.lrmer_lowrecosthighngprice_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.electricity.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_15: Electricity: Total,lb,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg,out.total.lrmer_lowrecosthighngprice_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.fuel_oil.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_15: Fuel Oil: Total,lb,out.total.lrmer_lowrecosthighngprice_15__fuel_oil.co2e_kg,out.total.lrmer_lowrecosthighngprice_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.natural_gas.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_15: Natural Gas: Total,lb,out.total.lrmer_lowrecosthighngprice_15__natural_gas.co2e_kg,out.total.lrmer_lowrecosthighngprice_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_15_propane_total_lb,lb,out.emissions.propane.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.propane.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_15: Propane: Total,lb,out.total.lrmer_lowrecosthighngprice_15__propane.co2e_kg,out.total.lrmer_lowrecosthighngprice_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_low_re_cost_high_ng_price_15_total_lb,lb,out.emissions.total.lrmer_low_re_cost_high_ng_price_15..co2e_kg,out.all_fuels.total.lrmer_low_re_cost_high_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_LowRECostHighNGPrice_15: Total,lb,out.total.lrmer_lowrecosthighngprice_15.co2e_kg,out.total.lrmer_lowrecosthighngprice_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_25_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_25: Electricity: Total,lb,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg,out.total.lrmer_highrecostlowngprice_25__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_25_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_25: Fuel Oil: Total,lb,out.total.lrmer_highrecostlowngprice_25__fuel_oil.co2e_kg,out.total.lrmer_highrecostlowngprice_25__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_25_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_25: Natural Gas: Total,lb,out.total.lrmer_highrecostlowngprice_25__natural_gas.co2e_kg,out.total.lrmer_highrecostlowngprice_25__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_25_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.propane.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_25: Propane: Total,lb,out.total.lrmer_highrecostlowngprice_25__propane.co2e_kg,out.total.lrmer_highrecostlowngprice_25__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_25_total_lb,lb,out.emissions.total.lrmer_high_re_cost_low_ng_price_25..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_25.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_25: Total,lb,out.total.lrmer_highrecostlowngprice_25.co2e_kg,out.total.lrmer_highrecostlowngprice_25.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_15_electricity_net_lb,lb,out.emissions.electricity.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.electricity.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_15: Electricity: Total,lb,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg,out.total.lrmer_highrecostlowngprice_15__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_15_fuel_oil_total_lb,lb,out.emissions.fuel_oil.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.fuel_oil.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_15: Fuel Oil: Total,lb,out.total.lrmer_highrecostlowngprice_15__fuel_oil.co2e_kg,out.total.lrmer_highrecostlowngprice_15__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_15_natural_gas_total_lb,lb,out.emissions.natural_gas.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.natural_gas.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_15: Natural Gas: Total,lb,out.total.lrmer_highrecostlowngprice_15__natural_gas.co2e_kg,out.total.lrmer_highrecostlowngprice_15__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_15_propane_total_lb,lb,out.emissions.propane.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.propane.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_15: Propane: Total,lb,out.total.lrmer_highrecostlowngprice_15__propane.co2e_kg,out.total.lrmer_highrecostlowngprice_15__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_lrmer_high_re_cost_low_ng_price_15_total_lb,lb,out.emissions.total.lrmer_high_re_cost_low_ng_price_15..co2e_kg,out.all_fuels.total.lrmer_high_re_cost_low_ng_price_15.co2e_kg,kg,0.45359237,Emissions: CO2e: LRMER_HighRECostLowNGPrice_15: Total,lb,out.total.lrmer_highrecostlowngprice_15.co2e_kg,out.total.lrmer_highrecostlowngprice_15.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_aer_high_re_cost_avg_electricity_net_lb,lb,out.emissions.electricity.aer_high_re_cost_avg..co2e_kg,out.electricity.total.aer_high_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECost_Avg: Electricity: Total,lb,out.total.aer_highrecost_avg__electricity.co2e_kg,out.total.aer_highrecost_avg__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_avg_fuel_oil_total_lb,lb,out.emissions.fuel_oil.aer_high_re_cost_avg..co2e_kg,out.fuel_oil.total.aer_high_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECost_Avg: Fuel Oil: Total,lb,out.total.aer_highrecost_avg__fuel_oil.co2e_kg,out.total.aer_highrecost_avg__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_avg_natural_gas_total_lb,lb,out.emissions.natural_gas.aer_high_re_cost_avg..co2e_kg,out.natural_gas.total.aer_high_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECost_Avg: Natural Gas: Total,lb,out.total.aer_highrecost_avg__natural_gas.co2e_kg,out.total.aer_highrecost_avg__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_avg_propane_total_lb,lb,out.emissions.propane.aer_high_re_cost_avg..co2e_kg,out.propane.total.aer_high_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECost_Avg: Propane: Total,lb,out.total.aer_highrecost_avg__propane.co2e_kg,out.total.aer_highrecost_avg__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_aer_high_re_cost_avg_total_lb,lb,out.emissions.total.aer_high_re_cost_avg..co2e_kg,out.all_fuels.total.aer_high_re_cost_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECost_Avg: Total,lb,out.total.aer_highrecost_avg.co2e_kg,out.total.aer_highrecost_avg.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_aer_high_re_cost_low_ng_price_avg_electricity_net_lb,lb,out.emissions.electricity.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.electricity.total.aer_high_re_cost_low_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECostLowNGPrice_Avg: Electricity: Total,lb,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg,out.total.aer_highrecostlowngprice_avg__electricity.co2e_kg,kg,0.45359237,"Scenario total emissions for Electricity only, includes any battery charging/discharging"
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_low_ng_price_avg_fuel_oil_total_lb,lb,out.emissions.fuel_oil.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.fuel_oil.total.aer_high_re_cost_low_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECostLowNGPrice_Avg: Fuel Oil: Total,lb,out.total.aer_highrecostlowngprice_avg__fuel_oil.co2e_kg,out.total.aer_highrecostlowngprice_avg__fuel_oil.co2e_kg,kg,0.45359237,Scenario emissions for Fuel Oil only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_low_ng_price_avg_natural_gas_total_lb,lb,out.emissions.natural_gas.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.natural_gas.total.aer_high_re_cost_low_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECostLowNGPrice_Avg: Natural Gas: Total,lb,out.total.aer_highrecostlowngprice_avg__natural_gas.co2e_kg,out.total.aer_highrecostlowngprice_avg__natural_gas.co2e_kg,kg,0.45359237,Scenario emissions for Natural Gas only
Output,yes,no,float,no,report_simulation_output.emissions_co_2_e_aer_high_re_cost_low_ng_price_avg_propane_total_lb,lb,out.emissions.propane.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.propane.total.aer_high_re_cost_low_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECostLowNGPrice_Avg: Propane: Total,lb,out.total.aer_highrecostlowngprice_avg__propane.co2e_kg,out.total.aer_highrecostlowngprice_avg__propane.co2e_kg,kg,0.45359237,Scenario emissions for Propane only
Output,yes,yes,float,yes,report_simulation_output.emissions_co_2_e_aer_high_re_cost_low_ng_price_avg_total_lb,lb,out.emissions.total.aer_high_re_cost_low_ng_price_avg..co2e_kg,out.all_fuels.total.aer_high_re_cost_low_ng_price_avg.co2e_kg,kg,0.45359237,Emissions: CO2e: AER_HighRECostLowNGPrice_Avg: Total,lb,out.total.aer_highrecostlowngprice_avg.co2e_kg,out.total.aer_highrecostlowngprice_avg.co2e_kg,kg,0.45359237,"Scenario total emissions, includes any battery charging/discharging"
