Dependency=clothes_dryer,Dependency=cooking_range,Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=hvac_cooling_type,Dependency=vintage,Dependency=water_heater_fuel_type,100,101-124,125,126-199,200,201+,<100
electricity,electricity,single-family attached,1500-1999,room air conditioner,1950s,non-electricity,0.516247,0.011996,0.08976,0.079376,0.243815,0.030432,0.028373
electricity,electricity,single-family attached,1500-1999,room air conditioner,1960s,electricity,0.082327,0.007024,0.015647,0.046477,0.805389,0.026522,0.016613
electricity,electricity,single-family attached,1500-1999,room air conditioner,1960s,non-electricity,0.70341,0.009455,0.041589,0.06256,0.136639,0.023985,0.022362
electricity,electricity,single-family attached,1500-1999,room air conditioner,1970s,electricity,0.05778,0.005585,0.006372,0.036956,0.859006,0.021089,0.01321
electricity,electricity,single-family attached,1500-1999,room air conditioner,1970s,non-electricity,0.671071,0.010219,0.023023,0.067619,0.177972,0.025925,0.02417
electricity,electricity,single-family attached,1500-1999,room air conditioner,1980s,electricity,0.087513,0.008691,0.028856,0.057504,0.764067,0.032815,0.020555
electricity,electricity,single-family attached,1500-1999,room air conditioner,1980s,non-electricity,0.687676,0.010759,0.070536,0.071187,0.107105,0.027292,0.025446
electricity,electricity,single-family attached,1500-1999,room air conditioner,1990s,electricity,0.037998,0.003673,0.010315,0.024304,0.901154,0.013869,0.008687
electricity,electricity,single-family attached,1500-1999,room air conditioner,1990s,non-electricity,0.588876,0.008968,0.049729,0.059337,0.249132,0.022749,0.02121
electricity,electricity,single-family attached,1500-1999,room air conditioner,2000s,electricity,0.019311,0.001867,0.004496,0.012352,0.95051,0.007049,0.004415
electricity,electricity,single-family attached,1500-1999,room air conditioner,2000s,non-electricity,0.467048,0.007112,0.033827,0.047061,0.410086,0.018043,0.016822
electricity,electricity,single-family attached,1500-1999,room air conditioner,2010s,electricity,0.025352,0.002451,0.006882,0.016215,0.934051,0.009253,0.005796
electricity,electricity,single-family attached,1500-1999,room air conditioner,2010s,non-electricity,0.515298,0.007847,0.043515,0.051923,0.342949,0.019907,0.01856
electricity,electricity,single-family attached,1500-1999,room air conditioner,<1940,electricity,0.019749,0.002531,0.007107,0.016745,0.938327,0.009556,0.005986
electricity,electricity,single-family attached,1500-1999,room air conditioner,<1940,non-electricity,0.452022,0.009126,0.050605,0.060382,0.383131,0.02315,0.021584
electricity,electricity,single-family attached,2000-2499,central air conditioner,1940s,electricity,0.032931,0.007465,0.017873,0.088448,0.807443,0.028186,0.017655
electricity,electricity,single-family attached,2000-2499,central air conditioner,1940s,non-electricity,0.354002,0.012642,0.059768,0.14979,0.361831,0.032069,0.029899
electricity,electricity,single-family attached,2000-2499,central air conditioner,1950s,electricity,0.036706,0.008633,0.02262,0.102297,0.776724,0.032599,0.020419
electricity,electricity,single-family attached,2000-2499,central air conditioner,1950s,non-electricity,0.366092,0.013565,0.07018,0.160735,0.322931,0.034413,0.032084
electricity,electricity,single-family attached,2000-2499,central air conditioner,1960s,electricity,0.076786,0.011836,0.01823,0.140241,0.680222,0.044691,0.027993
electricity,electricity,single-family attached,2000-2499,central air conditioner,1960s,non-electricity,0.521933,0.012674,0.038547,0.150177,0.21454,0.032152,0.029977
electricity,electricity,single-family attached,2000-2499,central air conditioner,1970s,electricity,0.06277,0.009675,0.007633,0.114643,0.745862,0.036533,0.022884
electricity,electricity,single-family attached,2000-2499,central air conditioner,1970s,non-electricity,0.50911,0.012363,0.019258,0.146487,0.25218,0.031362,0.02924
electricity,electricity,single-family attached,2000-2499,central air conditioner,1980s,electricity,0.088114,0.013953,0.032033,0.16533,0.614882,0.052686,0.033001
electricity,electricity,single-family attached,2000-2499,central air conditioner,1980s,non-electricity,0.54147,0.013508,0.061235,0.160058,0.157513,0.034268,0.031949
electricity,electricity,single-family attached,2000-2499,central air conditioner,1990s,electricity,0.043138,0.006649,0.012911,0.078786,0.817682,0.025107,0.015726
electricity,electricity,single-family attached,2000-2499,central air conditioner,1990s,non-electricity,0.43209,0.010493,0.040231,0.124326,0.341426,0.026618,0.024817
electricity,electricity,single-family attached,2000-2499,central air conditioner,2000s,electricity,0.022976,0.003541,0.005898,0.041963,0.903873,0.013372,0.008376
electricity,electricity,single-family attached,2000-2499,central air conditioner,2000s,non-electricity,0.317375,0.007707,0.025344,0.091319,0.520477,0.019551,0.018228
electricity,electricity,single-family attached,2000-2499,central air conditioner,2010s,electricity,0.029652,0.004571,0.008875,0.054157,0.874677,0.017258,0.01081
electricity,electricity,single-family attached,2000-2499,central air conditioner,2010s,non-electricity,0.361648,0.008782,0.033672,0.104058,0.448791,0.022278,0.020771
electricity,electricity,single-family attached,2000-2499,central air conditioner,<1940,electricity,0.02312,0.004724,0.009174,0.055979,0.877991,0.017839,0.011174
electricity,electricity,single-family attached,2000-2499,central air conditioner,<1940,non-electricity,0.305067,0.009821,0.037655,0.116368,0.482948,0.024914,0.023228
electricity,electricity,single-family attached,2000-2499,heat pump,1940s,electricity,0.030031,0.008873,0.021837,0.019858,0.839697,0.058716,0.020987
electricity,electricity,single-family attached,2000-2499,heat pump,1940s,non-electricity,0.349702,0.016279,0.079104,0.03643,0.407614,0.072369,0.038502
electricity,electricity,single-family attached,2000-2499,heat pump,1950s,electricity,0.033666,0.010322,0.027797,0.023099,0.812401,0.068301,0.024413
electricity,electricity,single-family attached,2000-2499,heat pump,1950s,non-electricity,0.363882,0.017576,0.09346,0.039333,0.366041,0.078137,0.041571
electricity,electricity,single-family attached,2000-2499,heat pump,1960s,electricity,0.072069,0.01448,0.022924,0.032406,0.728053,0.095819,0.034249
electricity,electricity,single-family attached,2000-2499,heat pump,1960s,non-electricity,0.530282,0.016786,0.052472,0.037565,0.248572,0.074623,0.039701
electricity,electricity,single-family attached,2000-2499,heat pump,1970s,electricity,0.058245,0.011703,0.009489,0.02619,0.789253,0.07744,0.02768
electricity,electricity,single-family attached,2000-2499,heat pump,1970s,non-electricity,0.51716,0.01637,0.02621,0.036635,0.29213,0.072776,0.038719
electricity,electricity,single-family attached,2000-2499,heat pump,1980s,electricity,0.104821,0.016848,0.039756,0.037705,0.649534,0.111487,0.039849
electricity,electricity,single-family attached,2000-2499,heat pump,1980s,non-electricity,0.613214,0.015528,0.072349,0.03475,0.158401,0.069032,0.036726
electricity,electricity,single-family attached,2000-2499,heat pump,1990s,electricity,0.039258,0.007888,0.015743,0.017652,0.848607,0.052196,0.018656
electricity,electricity,single-family attached,2000-2499,heat pump,1990s,non-electricity,0.426634,0.013505,0.053221,0.030222,0.384439,0.060037,0.031941
electricity,electricity,single-family attached,2000-2499,heat pump,2000s,electricity,0.02055,0.004129,0.007068,0.00924,0.921925,0.027322,0.009766
electricity,electricity,single-family attached,2000-2499,heat pump,2000s,non-electricity,0.303468,0.009606,0.032468,0.021497,0.567535,0.042705,0.02272
electricity,electricity,single-family attached,2000-2499,heat pump,2010s,electricity,0.026685,0.005362,0.010701,0.011999,0.897093,0.035479,0.012681
electricity,electricity,single-family attached,2000-2499,heat pump,2010s,non-electricity,0.350032,0.01108,0.043665,0.024796,0.494963,0.049258,0.026206
electricity,electricity,single-family attached,2000-2499,heat pump,<1940,electricity,0.020793,0.005539,0.011054,0.012395,0.900472,0.036649,0.0131
electricity,electricity,single-family attached,2000-2499,heat pump,<1940,non-electricity,0.294778,0.01237,0.048749,0.027683,0.532169,0.054993,0.029258
electricity,electricity,single-family attached,2000-2499,none,1940s,electricity,0.030743,0.00914,0.043995,0.050917,0.801391,0.042195,0.021618
electricity,electricity,single-family attached,2000-2499,none,1940s,non-electricity,0.323036,0.015131,0.143806,0.084286,0.351028,0.046928,0.035786
electricity,electricity,single-family attached,2000-2499,none,1950s,electricity,0.034127,0.010528,0.055452,0.058648,0.767741,0.048602,0.024901
electricity,electricity,single-family attached,2000-2499,none,1950s,non-electricity,0.330219,0.016049,0.166914,0.089403,0.30968,0.049776,0.037959
electricity,electricity,single-family attached,2000-2499,none,1960s,electricity,0.072549,0.014667,0.045416,0.081706,0.683261,0.067711,0.034691
electricity,electricity,single-family attached,2000-2499,none,1960s,non-electricity,0.496245,0.015806,0.096636,0.088047,0.216861,0.049021,0.037383
electricity,electricity,single-family attached,2000-2499,none,1970s,electricity,0.059905,0.012111,0.019207,0.067466,0.756757,0.05591,0.028645
electricity,electricity,single-family attached,2000-2499,none,1970s,non-electricity,0.497576,0.015848,0.049627,0.088283,0.262029,0.049153,0.037483
electricity,electricity,single-family attached,2000-2499,none,1980s,electricity,0.08202,0.017035,0.078621,0.094898,0.608492,0.078643,0.040292
electricity,electricity,single-family attached,2000-2499,none,1980s,non-electricity,0.499668,0.01635,0.148994,0.091078,0.15453,0.050709,0.03867
electricity,electricity,single-family attached,2000-2499,none,1990s,electricity,0.040517,0.008191,0.031975,0.045631,0.816496,0.037815,0.019374
electricity,electricity,single-family attached,2000-2499,none,1990s,non-electricity,0.40503,0.0129,0.099433,0.071863,0.340251,0.040011,0.030512
electricity,electricity,single-family attached,2000-2499,none,2000s,electricity,0.024437,0.00494,0.01654,0.027521,0.892069,0.022807,0.011685
electricity,electricity,single-family attached,2000-2499,none,2000s,non-electricity,0.320953,0.010223,0.067579,0.056946,0.488417,0.031705,0.024178
electricity,electricity,single-family attached,2000-2499,none,2010s,electricity,0.027863,0.005633,0.021989,0.03138,0.873807,0.026005,0.013323
electricity,electricity,single-family attached,2000-2499,none,2010s,non-electricity,0.339186,0.010803,0.083269,0.060181,0.447503,0.033506,0.025551
electricity,electricity,single-family attached,2000-2499,none,<1940,electricity,0.021714,0.00582,0.022718,0.03242,0.876695,0.026867,0.013765
electricity,electricity,single-family attached,2000-2499,none,<1940,non-electricity,0.284352,0.012007,0.092545,0.066884,0.478576,0.037239,0.028398
electricity,electricity,single-family attached,2000-2499,room air conditioner,1940s,electricity,0.037027,0.008393,0.024322,0.084488,0.794229,0.031691,0.019851
electricity,electricity,single-family attached,2000-2499,room air conditioner,1940s,non-electricity,0.374707,0.013381,0.076566,0.134699,0.335054,0.033945,0.031648
electricity,electricity,single-family attached,2000-2499,room air conditioner,1950s,electricity,0.041144,0.009677,0.030687,0.097415,0.761649,0.03654,0.022888
electricity,electricity,single-family attached,2000-2499,room air conditioner,1950s,non-electricity,0.385297,0.014277,0.089393,0.143718,0.29733,0.036218,0.033767
electricity,electricity,single-family attached,2000-2499,room air conditioner,1960s,electricity,0.085547,0.013186,0.024581,0.132737,0.662971,0.04979,0.031187
electricity,electricity,single-family attached,2000-2499,room air conditioner,1960s,non-electricity,0.54444,0.013221,0.048665,0.133087,0.19578,0.033539,0.031269
electricity,electricity,single-family attached,2000-2499,room air conditioner,1970s,electricity,0.070449,0.010859,0.010368,0.109311,0.732327,0.041003,0.025683
electricity,electricity,single-family attached,2000-2499,room air conditioner,1970s,non-electricity,0.535653,0.013007,0.024522,0.130939,0.232117,0.032997,0.030765
electricity,electricity,single-family attached,2000-2499,room air conditioner,1980s,electricity,0.097375,0.015419,0.042844,0.15522,0.594449,0.058223,0.03647
electricity,electricity,single-family attached,2000-2499,room air conditioner,1980s,non-electricity,0.558746,0.013939,0.076475,0.140318,0.142193,0.035361,0.032968
electricity,electricity,single-family attached,2000-2499,room air conditioner,1990s,electricity,0.04855,0.007483,0.017587,0.075332,0.80509,0.028257,0.0177
electricity,electricity,single-family attached,2000-2499,room air conditioner,1990s,non-electricity,0.456263,0.01108,0.051414,0.111532,0.315399,0.028107,0.026205
electricity,electricity,single-family attached,2000-2499,room air conditioner,2000s,electricity,0.026056,0.004016,0.008095,0.040429,0.896739,0.015165,0.009499
electricity,electricity,single-family attached,2000-2499,room air conditioner,2000s,non-electricity,0.342573,0.008319,0.033109,0.083741,0.49148,0.021103,0.019675
electricity,electricity,single-family attached,2000-2499,room air conditioner,2010s,electricity,0.033527,0.005168,0.012145,0.052022,0.865403,0.019513,0.012223
electricity,electricity,single-family attached,2000-2499,room air conditioner,2010s,non-electricity,0.386608,0.009388,0.043565,0.094505,0.419913,0.023816,0.022204
electricity,electricity,single-family attached,2000-2499,room air conditioner,<1940,electricity,0.026165,0.005347,0.012565,0.053822,0.869267,0.020189,0.012646
electricity,electricity,single-family attached,2000-2499,room air conditioner,<1940,non-electricity,0.328043,0.010561,0.049006,0.106307,0.454316,0.02679,0.024977
electricity,electricity,single-family attached,2500-2999,central air conditioner,1940s,electricity,0.01389,0.003148,0.007538,0.037305,0.918784,0.011888,0.007446
electricity,electricity,single-family attached,2500-2999,central air conditioner,1940s,non-electricity,0.219287,0.007831,0.037023,0.092787,0.604685,0.019865,0.018521
electricity,electricity,single-family attached,2500-2999,central air conditioner,1950s,electricity,0.01583,0.003723,0.009755,0.044117,0.903709,0.014059,0.008806
electricity,electricity,single-family attached,2500-2999,central air conditioner,1950s,non-electricity,0.23645,0.008761,0.045328,0.103814,0.562698,0.022226,0.020722
