,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
12639,2123.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
34894,2367.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12386,2142.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
18159,1472.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
31659,4345.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
30849,1850.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32073,1944.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
17459,1462.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
31605,1202.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27822,1135.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31138,4328.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35690,2795.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
26230,1601.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
20115,1938.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
23111,1505.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
23141,1145.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
17892,2935.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
15544,2461.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
32905,2508.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
11192,2458.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
13900,2281.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
32804,2234.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
17375,1889.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
18783,1814.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
15270,1650.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
4632,1532.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29719,2150.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
27061,1550.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
17720,3251.0,True,True,False,False,False,False,False,False,True,False,False,False,126-199,150.0
22857,1108.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
33993,2998.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
23361,2446.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
10557,4085.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
22280,2111.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
24318,1562.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
25369,1280.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
6970,1060.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
19644,3600.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
34229,2850.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5767,1317.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
30601,2300.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32097,6145.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
10263,2025.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
15184,1718.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,220.0
20280,1376.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
16564,1697.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
24817,933.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
19735,1079.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
12767,1360.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
7536,1718.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
21020,2102.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
31264,2196.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23779,4004.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
16427,2306.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
19732,2000.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
12509,1336.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
35128,2538.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
31175,2424.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
4396,1435.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35176,968.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27624,3209.0,True,True,False,False,False,True,False,False,False,False,False,False,lt_100,90.0
30847,950.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
28421,1745.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
32961,2161.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
33735,960.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20302,2493.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
27075,1920.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
7268,1741.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
25050,1205.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19060,1659.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
10461,2228.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
15309,2096.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
13888,2872.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
26411,800.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
12769,2134.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
32860,1888.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20146,1864.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
15934,1688.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
11635,2038.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
26038,874.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
32331,3216.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35654,2000.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
24832,1925.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
17761,2092.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
29578,1700.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27213,3060.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
35452,3304.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25870,2115.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
25453,1094.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
17470,3113.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
9162,3230.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25399,2161.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
22148,744.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,150.0
35578,2184.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26850,1320.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
3289,2006.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
29350,2011.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
29371,1122.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
31747,2237.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7226,1080.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
6558,1060.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
6834,1687.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
37293,2000.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
14030,2800.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,175.0
7435,1155.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
6934,3495.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
27507,1489.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
30217,1850.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
28033,1126.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
32672,2018.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31983,2128.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
16187,1773.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32761,3669.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
24275,636.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
9632,1196.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29337,1988.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15535,1907.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
7334,2840.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
6905,1255.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
28284,3300.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
32951,1668.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
