Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G26,1.2638552247850099e-06,1.090583646333682e-06,1.685131221709814e-05,5.264009880034241e-07,1.04225021533306e-06,7.332234128006859e-06,1.7444068392461079e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G27,3.73831513570377e-07,2.4922100904691796e-07,3.46832606126125e-06,4.04984315713729e-07,3.53063448174775e-07,1.9106929945931403e-06,2.8037381119027e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G28,5.842470192871901e-06,0.0,3.0517378034602e-06,2.40927095123891e-07,0.0,2.43938785089985e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G29,5.1486533724658006e-06,2.6539501838162e-08,4.72402799914696e-06,1.85776512867134e-07,0.0,4.27284481973764e-06,2.28239050199018e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G30,9.403974786631299e-07,1.66304155775334e-07,1.85340901513004e-06,0.0,0.0,4.24612816632787e-07,1.94092975635333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G31,7.5831434852976e-07,0.0,8.9213502098016e-07,0.0,0.0,4.1633051506416003e-07,2.9737834032672e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G32,3.1480508848221002e-06,1.0939792024623e-07,3.0857250897411e-06,0.0,0.0,1.5685209621009002e-06,2.4624397467710996e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G33,0.0,4.3278235803152e-06,4.3485310301840003e-07,0.0,0.0,1.4702155637792002e-06,4.5556055288720007e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G34,1.11995629443369e-06,1.91637532386268e-06,4.60427420683578e-06,0.0,4.23095544202455e-07,1.30246643178621e-06,7.46638473705521e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G35,4.40056675871318e-06,0.0,5.0742371549201195e-06,0.0,5.86741732142126e-07,2.99891156375954e-06,2.01013022340614e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G36,2.163796121308016e-06,1.1521674335726719e-05,1.019704977179444e-05,3.73730663842624e-07,1.445632510234376e-06,2.886355436499664e-06,8.00723006132896e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G37,2.224374778692318e-05,2.418919405872144e-06,9.57275534489358e-07,6.587709126214861e-07,0.0,3.6026309778101998e-06,2.0483621644480683e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G38,3.9204426573312e-08,0.0,7.579536584448e-07,0.0,0.0,8.2329436940032e-07,1.4374974052224e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G39,5.63094281467767e-06,5.82164757004635e-07,1.0217999080238249e-05,1.104105994989543e-07,2.30857841195772e-07,2.77031038693836e-06,8.2306086965718e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G40,8.7103385812321e-06,9.0284166959928e-08,5.514578185672401e-06,5.4170473289344996e-08,3.1672065694382e-07,2.7439856814904e-06,5.4170473289345e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G41,8.8219604767627e-06,6.308219607858e-07,3.0203018185390002e-06,1.9115899000446e-07,1.9115899000446e-08,5.9259046347701e-07,1.7586578969673999e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G42,5.84673726030438e-06,8.381894114237249e-06,8.77289981030004e-06,7.27984628729913e-07,4.04849110240431e-08,2.630775698777472e-06,1.015503933649899e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G44,9.95957729991e-08,5.643766950315e-07,4.3158103495949997e-07,0.0,7.967658599745e-08,4.44860924985e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G45,1.135907059225725e-05,1.6510302422572502e-06,3.9624661093905e-07,5.173220541708e-07,0.0,1.8711600571935e-06,3.85239311188875e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G46,6.496146889869101e-08,0.0,1.1205852666388899e-06,0.0,0.0,1.68899704154949e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G47,1.17214361833963e-05,3.2162376399885e-07,3.69272342107835e-06,1.19120157821014e-07,0.0,1.5247397857566801e-06,1.01252170932189e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G48,4.758989222666541e-05,1.5391915980090182e-07,1.4689013010306143e-05,9.292800900976385e-07,3.9837957959461285e-07,6.0386013649388974e-06,8.23923828956441e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G49,3.3160098796236e-07,0.0,1.69627078977704e-06,0.0,3.8261789120248e-07,0.0,1.27539212466556e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G50,1.0819026156876e-06,5.198742153752e-07,0.0,0.0,0.0,3.0911530403124e-07,1.2505130326248e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G51,7.946646033584208e-06,2.185322056851324e-06,1.0305810076294727e-06,1.1174963981747375e-07,0.0,1.750745104125e-06,9.809144699195714e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G53,1.33666754565435e-05,5.1050385602762003e-08,2.22919694403315e-06,1.7016772148867402e-07,2.7226780113260005e-07,6.80671231735495e-08,1.13161607403936e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G54,3.9984410223132e-06,4.2741905620758e-07,2.702392014957e-06,0.0,0.0,1.6269503936248e-06,9.3756491289742e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G55,1.0779522298773e-06,3.34013042784765e-07,5.1923846738514e-06,7.59121149694785e-08,1.5182401070484e-07,3.6741445668029997e-06,4.5547203211452e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1950s,G56,0.0,0.0,3.0356557405775998e-06,0.0,0.0,8.095066594223999e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G01,3.19695433604326e-05,7.444732242366e-07,6.1521818048589e-06,7.8777316975224e-07,7.09692412224552e-07,1.5901517456316398e-05,1.03317423522716e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G02,5.735707041998991e-07,4.9326804681847e-06,6.869088324808624e-06,0.0,3.1430202061639996e-09,3.42149890736398e-07,9.27129610104168e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G04,7.00705167466484e-05,6.64852639632866e-07,6.0061712412719996e-05,4.40108899029966e-06,1.8567609160274e-07,1.97167224965174e-05,7.6116927164161606e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G05,2.56234659185438e-05,3.9181161340547604e-07,6.3298225897751e-06,0.0,9.350323414931298e-08,7.4124704102405e-06,4.75493799850311e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G06,0.000104467230274385,5.832743895441815e-06,0.0002808160795148668,2.1104789368179552e-05,4.783094164288085e-06,3.01613859697133e-05,1.810918690302525e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G08,6.4523319182701e-06,3.698057929863244e-08,3.26222913051517e-05,8.62270507959874e-08,0.0,6.66479744036769e-06,3.2749412285811263e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G09,4.850619649968399e-07,5.3963133195076e-06,8.564368234332399e-07,0.0,2.122142048208e-07,2.3040399380544e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G10,2.108388080454e-06,7.480121023307e-06,0.0,0.0,1.6587212350199001e-07,4.1124174261090005e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G12,0.00040266330254705223,1.2433736913190968e-07,8.754675846333274e-06,1.1667466628109887e-05,2.9785488443903747e-07,1.7953114153315563e-05,7.860499093946026e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G13,8.01019977036201e-05,1.30777827241342e-06,6.62974807438887e-06,6.08168304171032e-07,1.37207998713093e-08,1.821695927707173e-05,1.87834846731341e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G15,1.89879984950532e-07,2.7125749530552997e-08,5.153889793171679e-08,2.06155382316196e-07,0.0,4.88262968023276e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G16,1.09845149774839e-05,2.8113914316760003e-07,8.9276099496742e-06,2.7954487750000002e-08,1.0134701915763402e-06,2.95186997865334e-06,4.33038805497256e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G17,1.725834054417862e-05,5.16014972521428e-08,4.946693670427608e-05,2.4686522911542655e-07,1.419041174433927e-07,1.131620103015296e-05,2.664191605700369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G18,1.60880066681816e-05,9.040293027927e-07,3.46879279960694e-05,1.490855345763e-07,0.0,9.5223589589736e-06,3.0603099118713002e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G19,5.9128002089184e-06,0.0,1.4784565659788801e-05,0.0,9.286791636482599e-08,4.43786778804637e-06,1.59690244220972e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G20,2.4281185708806203e-06,0.0,1.66329250351457e-05,0.0,0.0,4.26915177122731e-06,1.12023789776208e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G21,4.57305278276326e-05,3.61580006359814e-06,1.04436827759238e-05,1.9826215760269999e-07,3.4948900144475e-06,1.51667046750499e-05,7.69012470895224e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G22,5.0995437272945e-05,0.0,7.4035297432494e-06,8.29770891706072e-07,0.0,4.1329320727024e-06,5.37656662062232e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G23,6.973891373372e-07,1.6848471199936002e-05,0.0,0.0,2.223058878728e-08,1.9657354755582e-06,2.2889874229181e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G24,4.34984916237375e-06,7.75320386957725e-06,6.076186945627249e-07,1.10948938187475e-07,0.0,2.4658597621187497e-06,6.0433437575005e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G25,1.0463500395539e-06,7.81327179805e-06,3.2500353756659e-06,0.0,1.13454044227415e-06,6.1138445642297e-06,4.5397125035124997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G26,7.11234097377734e-06,3.83707733126276e-06,5.6819737570328204e-05,5.3977484149848e-08,3.8622054150216e-06,3.04259211190198e-05,1.740257975255366e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G27,2.31078634360576e-06,2.39682680836688e-06,1.08474566262399e-05,0.0,1.4399663380821601e-06,1.0138212706041201e-05,4.25073029199533e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G28,1.97296984161562e-05,0.0,4.49901823439735e-06,1.11404422200754e-07,7.1285753188979e-08,1.04958086353233e-05,7.5840393781314e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G29,3.024257742628974e-05,7.304008606226991e-08,8.3132230164254e-06,6.29548059532552e-07,9.32883861242196e-07,1.794639273000034e-05,1.048870502743627e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G30,5.07379387416058e-06,4.805011777035001e-07,1.79160690395958e-05,0.0,4.552553873478e-07,5.4698925027239e-06,5.81161716284816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G31,4.02516500917752e-06,0.0,1.0984726737439101e-05,2.1935225089952e-07,1.23215899754706e-07,3.09716516041742e-06,7.6178890959472e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G32,9.851788160031e-06,5.26730280827e-07,1.9384558951706198e-05,1.0200283096136e-07,4.2980821528389997e-07,3.295616099867e-06,2.211128541785e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G33,6.637396123795e-07,1.7589098631288e-05,6.406502007988001e-07,0.0,9.420007804532001e-08,4.3671298047555e-06,1.7035996902269e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G34,2.15126307596832e-06,1.2174263487896e-05,9.14223803956e-06,3.5326148843135997e-07,3.4485023806847995e-07,3.0481281150884003e-06,5.0471231589024e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G35,1.06188276786065e-05,1.363092588205e-07,2.1876625315717e-05,1.7674722984388e-08,1.384913981958e-06,1.13944408607746e-05,8.33157021632172e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G36,8.239278520702287e-06,5.31612544854018e-05,2.545532128670554e-05,6.586344554050367e-07,2.742136053820076e-06,1.7134047040956158e-05,1.1807099958006305e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G37,0.0001078208660672366,2.14429010439515e-05,4.3047695990258e-06,1.3506878861769479e-06,3.00537103008624e-07,2.2604979315053302e-05,8.27187401864216e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G38,1.00751921469419e-06,4.2647194103650604e-07,3.96516036904981e-06,7.65766498894921e-08,2.7866563319721e-09,2.21854808864139e-06,6.87855579546721e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G39,2.803061268991929e-05,8.44358087271445e-06,5.245901670263861e-05,4.2102975652626657e-07,1.2078365593823778e-06,1.71268050961995e-05,7.763635722854794e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G40,2.1838397060375e-05,9.252572951519401e-08,1.66887922699403e-05,2.87528618461042e-07,1.05553688560735e-06,1.02939384433172e-05,2.8661639569659203e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G41,4.9327389874804e-05,1.8264357431653e-06,1.13958470247026e-05,2.8545009413232e-07,1.08879660694e-06,1.45622742090457e-06,1.04931644039312e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G42,1.57677038322213e-05,5.38636915575812e-05,3.088918050286942e-05,3.06844474554636e-07,2.13005683237635e-06,1.59039351477935e-05,1.099101135389622e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G44,3.31336870164e-07,1.9021234545720002e-06,0.0,3.8042600644799995e-07,0.0,3.190659016266e-07,3.55881438306e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G45,7.4246425319848e-05,4.2039794457577e-06,6.4943743462355005e-06,5.2045002685868e-07,1.6080403689222e-07,8.77381388737594e-06,1.3024851821591e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G46,2.56333647313768e-06,0.0,7.5481212759042e-06,0.0,9.882832481074001e-08,5.239564064921e-06,4.5461065864495997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G47,4.13936300856462e-05,8.435630692076601e-07,7.323358112187101e-06,6.35024224976444e-07,1.111370233141698e-06,4.64846419219384e-06,5.2342744696154e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G48,0.00013062464925443665,6.191634248905686e-07,2.095510038639258e-05,1.960121534903436e-06,3.9564242595880214e-07,2.4639661167520268e-05,2.438740210659344e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G49,3.50436127942564e-06,2.6941656165271804e-07,5.7178639828228204e-06,3.0349234349816796e-08,0.0,8.08249388110704e-07,1.828224516574288e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G50,1.4586589930571398e-07,1.29322014344731e-05,0.0,0.0,3.4275154429652e-07,2.3642978508764e-06,3.8048766428454998e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G51,4.369048353984286e-05,2.0212607020371582e-05,4.51421728319936e-07,2.8155125061036804e-07,4.782305231324856e-07,1.06546799942699e-05,7.14733888870728e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G53,6.70861542304667e-05,1.18368042464111e-06,8.49360549030427e-06,3.9701349472691404e-07,3.45595691765452e-07,4.433919736735123e-06,1.265540002325838e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G54,2.3272292414697e-05,3.3328026931179997e-06,1.71034705662407e-05,0.0,1.3874039916565998e-06,6.3443479308258e-06,6.7944009796749e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G55,2.3159624490941003e-06,9.4989861838274e-07,1.8129057432066998e-05,1.46773822695446e-07,7.2432541468882e-07,1.995264874643e-05,3.87874439335472e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1960s,G56,1.09471761398822e-06,0.0,9.3214828006703e-06,6.475863844460001e-09,8.587884126868e-07,2.6229817482018e-06,4.46423635955887e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1970s,G01,0.000188272240530504,1.0365721540272801e-06,2.16435249921181e-05,1.3346326260063e-06,1.74546599244394e-06,5.4713963648791104e-05,8.2608835290069e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1970s,G02,2.019228046001476e-06,2.7119925795569298e-05,2.6032916075905038e-05,0.0,7.147520570118e-08,8.992040565730301e-07,3.43021458080658e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Home,,,,,,,,,,,,,,,,,,,,,,1970s,G04,0.000257741827505106,1.0590797863299e-06,0.000189506320362045,1.1575410623726599e-05,3.33898027699921e-06,3.65536596872647e-05,2.96388439934878e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
