Dependency=PUMA	Option=In metro area, not/partially in principal city	Option=In metro area, principal city	Option=Not/partially in metro area	source_count	source_weight	sampling_probability
WA, 11611	1	0	0	2448	51815	0.000379986
WA, 11612	1	0	0	2055	52181	0.000389136
WA, 11613	1	0	0	2054	46633	0.000344382
WA, 11614	1	0	0	2263	44145	0.000318296
WA, 11615	1	0	0	2337	47387	0.000343782
WA, 11616	1	0	0	2268	45602	0.000329969
WA, 11701	1	0	0	2252	50143	0.000366504
WA, 11702	1	0	0	2062	52280	0.000367426
WA, 11703	1	0	0	2243	50181	0.000369072
WA, 11704	1	0	0	2311	49030	0.000341574
WA, 11705	1	0	0	2930	50956	0.000370744
WA, 11706	1	0	0	2954	57537	0.000415483
WA, 11801	1	0	0	3642	55057	0.000399749
WA, 11802	1	0	0	2668	57652	0.0004201
WA, 11900	0	0	1	3026	55728	0.000404217
WI, 00100	0	0	1	11854	128321	0.000952178
WI, 00101	1	0	0	1632	56632	0.000405688
WI, 00102	1	0	0	2876	82639	0.000596597
WI, 00103	1	0	0	3158	93653	0.000670254
WI, 00200	1	0	0	1329	44954	0.000343008
WI, 00300	1	0	0	2031	64691	0.000461883
WI, 00600	0	0	1	6495	95871	0.000707199
WI, 00700	0	0	1	8747	93110	0.000685873
WI, 00800	0	0	1	6430	65277	0.000484268
WI, 00900	1	0	0	1813	50304	0.000369679
WI, 01000	0	0	1	3787	57165	0.000421272
WI, 01001	0	0	1	4062	73623	0.000545154
WI, 01300	0	0	1	5625	84674	0.000625174
WI, 01301	0	0	1	2937	46916	0.000349494
WI, 01400	0	0	1	7107	84843	0.000629205
WI, 01401	1	0	0	3429	65918	0.000484628
WI, 01500	1	0	0	2959	77016	0.000564018
WI, 01501	1	0	0	2827	75606	0.000557562
WI, 01600	1	0	0	3389	59335	0.000438072
WI, 01601	0	0	1	6330	98851	0.000728113
WI, 02400	1	0	0	2628	69028	0.000513926
WI, 02500	1	0	0	2342	51075	0.00038015
WI, 10000	1	0	0	1980	70441	0.000522664
WI, 20000	1	0	0	3065	94182	0.000692367
WI, 30000	1	0	0	2484	82755	0.000618041
WI, 40101	1	0	0	1841	55629	0.000412887
WI, 40301	1	0	0	1264	51717	0.000381149
WI, 40701	1	0	0	2527	80252	0.000603698
WI, 41001	0	1	0	1169	44409	0.000334705
WI, 41002	0	1	0	1598	51993	0.000386704
WI, 41003	0	1	0	1666	46544	0.000349651
WI, 41004	0	1	0	1250	37616	0.000282444
WI, 41005	0	1	0	1734	50706	0.00038181
WI, 50000	0	0	1	2285	52379	0.000388123
WI, 55101	0	0	1	6157	68819	0.000509294
WI, 55102	0	0	1	3189	54325	0.000396237
WI, 55103	1	0	0	2815	67594	0.000494739
WI, 70101	1	0	0	1947	47519	0.000348705
WI, 70201	1	0	0	2153	65278	0.000484125
WI, 70301	1	0	0	1663	52867	0.000388798
WV, 00100	1	0	0	3464	61867	0.000467482
WV, 00200	0	0	1	4087	69525	0.000520404
WV, 00300	1	0	0	3115	60078	0.000446089
WV, 00400	0	0	1	4541	108889	0.000792662
WV, 00500	0	0	1	3832	67077	0.000497786
WV, 00600	0	0	1	3145	54919	0.000408316
WV, 00700	0	0	1	2564	46990	0.000351784
WV, 00800	0	0	1	3619	78824	0.0005897
WV, 00900	1	0	0	2098	45325	0.000335044
WV, 01000	1	0	0	4512	97047	0.00072843
WV, 01100	0	0	1	3098	62138	0.000462648
WV, 01200	0	0	1	3763	87670	0.000655733
WV, 01300	0	0	1	2695	51833	0.000385248
WY, 00100	0	0	1	2768	58110	0.000420258
WY, 00200	0	0	1	2298	48165	0.000352601
WY, 00300	0	0	1	2695	62650	0.000452395
WY, 00400	0	0	1	2673	52460	0.000380774
WY, 00500	0	0	1	3324	55461	0.000405651
# Created by: sources\pums\pums2019_5yrs\tsv_maker.py
# Source: 2019-5yrs Public Use Microdata Samples (PUMS). IPUMS USA, University of Minnesota, www.ipums.org.
# Assumption: 'PUMA Metro Status', derived from ACS IPUMS METRO codes, indicates whether the household resided within a metropolitan area and, for households in metropolitan areas, whether the household resided within or outside of a central/principal city. Each PUMA has a unique METRO status in ACS and therefore has a unique PUMA Metro Status. IPUMS derives METRO codes for samples not directly identified based on available geographic information and whether the associated county group or PUMA lies wholly or only partially within metropolitan areas or principal cities.
