Dependency=PUMA	Option=1	Option=2	Option=3	Option=4	Option=5	Option=6	Option=7	Option=8	Option=9	Option=10	Option=11	Option=12	Option=13	Option=14	Option=15	Option=16	Option=None	source_count	source_weight	sampling_probability
CA, 00702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.858230	0.000000	0.000000	0.000000	0.000000	0.141770	0.000000	53.000000	47334.796875	0.000354
CA, 01100	0.000000	0.015123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.840158	0.000000	0.000000	0.000000	0.000000	0.144720	0.000000	84.000000	55427.890625	0.000412
CA, 01301	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.000000	42449.226562	0.000315
CA, 01302	0.000000	0.000000	0.999902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000098	0.000000	0.000000	0.000000	0.000000	0.000000	54.000000	46437.449219	0.000353
CA, 01303	0.000000	0.000000	0.088815	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.911185	0.000000	0.000000	0.000000	0.000000	0.000000	48.000000	52944.562500	0.000397
CA, 01304	0.000000	0.000000	0.001054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.998946	0.000000	0.000000	0.000000	0.000000	0.000000	55.000000	53522.230469	0.000395
CA, 01305	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	41.000000	45958.609375	0.000345
CA, 01306	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.000000	46551.230469	0.000358
CA, 01307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	33.000000	42686.007812	0.000321
CA, 01308	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.000000	37270.238281	0.000282
CA, 01309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	28.000000	38716.582031	0.000288
CA, 01500	0.161439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.838561	0.000000	119.000000	68916.250000	0.000518
CA, 01700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.643591	0.000000	0.000000	0.000000	0.356409	0.000000	97.000000	88849.796875	0.000667
CA, 01901	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.005170	0.994830	0.000000	0.000000	0.000000	0.000000	72.000000	41013.753906	0.000313
CA, 01902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	66.000000	71590.296875	0.000534
CA, 01903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	35.000000	35236.566406	0.000264
CA, 01904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	115.000000	58533.773438	0.000437
CA, 01905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	46.000000	31905.103516	0.000242
CA, 01906	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	48.000000	40658.113281	0.000297
CA, 01907	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.907480	0.000000	0.000000	0.092520	0.000000	70.000000	45285.566406	0.000344
CA, 02300	0.874335	0.125617	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000047	0.000000	82.000000	62675.304688	0.000468
CA, 02500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	61.000000	55789.117188	0.000427
CA, 02901	0.000000	0.000000	0.000000	0.000018	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.916496	0.000000	0.000000	0.083486	0.000000	71.000000	56208.320312	0.000413
CA, 02902	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	52.000000	70638.601562	0.000542
CA, 02903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	54.000000	53320.835938	0.000402
CA, 02904	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	26.000000	31694.082031	0.000237
CA, 02905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.260178	0.418801	0.000000	0.321021	0.000000	81.000000	79585.726562	0.000594
CA, 03100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	44.000000	45002.472656	0.000338
CA, 03300	0.185520	0.814480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	99.000000	76139.570312	0.000574
CA, 03701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.432117	0.000000	0.000000	0.000000	0.000000	0.416184	0.000000	0.151699	0.000000	104.000000	43916.472656	0.000333
CA, 03702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.988127	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011873	0.000000	71.000000	66628.554688	0.000499
CA, 03703	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	50.000000	56492.636719	0.000421
CA, 03704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	51.000000	51057.128906	0.000385
CA, 03705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.000000	61844.562500	0.000462
CA, 03706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	50.000000	42708.203125	0.000319
CA, 03707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000183	0.000000	48.000000	35466.597656	0.000270
CA, 03708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.595968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.404032	0.000000	61.000000	42830.691406	0.000323
CA, 03709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.998051	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.001949	0.000000	43.000000	41385.816406	0.000315
CA, 03710	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	61.000000	48505.585938	0.000365
CA, 03711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999840	0.000160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.000000	58446.421875	0.000441
CA, 03712	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999212	0.000788	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.000000	39983.519531	0.000299
CA, 03713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.000000	34988.164062	0.000260
CA, 03714	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035492	0.964508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.000000	35527.796875	0.000268
CA, 03715	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.000000	33251.070312	0.000252
CA, 03716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	41.000000	26614.685547	0.000197
CA, 03717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	73.000000	68990.382812	0.000514
CA, 03718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	83.000000	59449.332031	0.000444
CA, 03719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	87.000000	75849.609375	0.000570
CA, 03720	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.000000	50775.261719	0.000381
CA, 03721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.000000	56192.359375	0.000420
CA, 03722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	74.000000	63301.601562	0.000464
CA, 03723	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	54.000000	40087.117188	0.000303
CA, 03724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000114	0.000000	0.000000	0.999886	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	62.000000	63261.601562	0.000478
CA, 03725	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	73.000000	64997.382812	0.000488
CA, 03726	0.000000	0.000000	0.000000	0.000000	0.000000	0.428484	0.000000	0.000000	0.571516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.000000	40923.792969	0.000311
CA, 03727	0.000000	0.000000	0.000000	0.000000	0.000000	0.289616	0.000000	0.000000	0.710384	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	80.000000	75734.414062	0.000577
CA, 03728	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.000000	58297.500000	0.000438
CA, 03729	0.000000	0.000000	0.000000	0.000000	0.000000	0.416930	0.000000	0.221818	0.361252	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.000000	94784.187500	0.000708
CA, 03730	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.032582	0.967418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	83.000000	78377.281250	0.000592
CA, 03731	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	55.000000	66105.460938	0.000490
CA, 03732	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	86.000000	85573.851562	0.000647
CA, 03733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	66.000000	49118.117188	0.000362
CA, 03734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000116	0.999884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	101.000000	74809.500000	0.000596
CA, 03735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	82.000000	65288.308594	0.000486
CA, 03736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.000000	43979.691406	0.000332
CA, 03737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	47.000000	40797.316406	0.000307
CA, 03738	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.000000	36948.667969	0.000277
CA, 03739	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012737	0.987263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.000000	53838.609375	0.000406
CA, 03740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	39.000000	39669.433594	0.000299
CA, 03741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.992507	0.007493	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	53.000000	35728.539062	0.000268
CA, 03742	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	48.000000	32658.757812	0.000247
CA, 03743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004434	0.995566	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	32130.386719	0.000243
CA, 03744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.015682	0.984318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	95.000000	67571.695312	0.000480
CA, 03745	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	40.000000	28982.101562	0.000220
CA, 03746	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.781773	0.218227	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	56.000000	33370.234375	0.000253
CA, 03747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.941522	0.058478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	75.000000	65505.367188	0.000483
CA, 03748	0.000000	0.000000	0.000000	0.000000	0.000000	0.690465	0.000000	0.309535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	84.000000	86361.164062	0.000655
CA, 03749	0.000000	0.000000	0.000000	0.000000	0.000000	0.000138	0.000000	0.999862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.000000	40506.847656	0.000296
CA, 03750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	74.000000	55296.304688	0.000418
CA, 03751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.991853	0.008147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.000000	41095.273438	0.000300
CA, 03752	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	51.000000	41326.964844	0.000312
CA, 03753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	37.000000	33908.605469	0.000254
CA, 03754	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	53.000000	40816.179688	0.000306
CA, 03755	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.997849	0.002151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	31.000000	32847.574219	0.000249
CA, 03756	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	34.000000	35667.750000	0.000266
CA, 03757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	60.000000	40987.246094	0.000311
CA, 03758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	64.000000	52795.855469	0.000398
CA, 03759	0.000000	0.000000	0.000000	0.000000	0.000000	0.009372	0.000000	0.990628	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	36.000000	37527.750000	0.000286
CA, 03760	0.000000	0.000000	0.000000	0.000000	0.000000	0.999877	0.000000	0.000123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	45.000000	63442.304688	0.000473
CA, 03761	0.000000	0.000000	0.000000	0.000000	0.000000	0.754710	0.000000	0.245290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.000000	49609.015625	0.000374
CA, 03762	0.000000	0.000000	0.000000	0.000000	0.000000	0.751272	0.000000	0.248728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	43.000000	33312.496094	0.000252
CA, 03763	0.000000	0.000000	0.000000	0.000000	0.000000	0.102741	0.000000	0.897259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	43.000000	45492.214844	0.000346
CA, 03764	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	57.000000	52039.074219	0.000390
CA, 03765	0.000000	0.000000	0.000000	0.000000	0.000000	0.746241	0.000000	0.253759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	66.000000	56032.222656	0.000421
CA, 03766	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	41.000000	38909.750000	0.000272
CA, 03767	0.000000	0.000000	0.000000	0.000000	0.000000	0.999985	0.000000	0.000015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	76.000000	63117.277344	0.000474
CA, 03768	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	49.000000	46381.726562	0.000349
CA, 03769	0.000000	0.000000	0.000000	0.000000	0.000000	0.999976	0.000000	0.000024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	42.000000	37741.308594	0.000298
CA, 03900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000136	0.933694	0.000000	0.000000	0.066169	0.000000	63.000000	49778.832031	0.000374
CA, 04101	0.000000	0.917633	0.082367	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	53.000000	47539.019531	0.000362
CA, 04102	0.000000	0.518128	0.481872	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	63.000000	63982.097656	0.000481
CA, 04701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.997945	0.002055	0.000000	0.000000	0.000000	0.000000	42.000000	33343.625000	0.000251
CA, 04702	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	58.000000	50776.964844	0.000381
CA, 05301	0.000000	0.000000	0.986467	0.013533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	85.000000	75123.859375	0.000567
CA, 05302	0.000000	0.000000	0.999380	0.000620	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	55.000000	46850.324219	0.000348
CA, 05303	0.000000	0.000000	0.227140	0.772747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000113	0.000000	0.000000	0.000000	0.000000	52.000000	36368.003906	0.000274
CA, 05500	0.000000	0.999967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000033	0.000000	0.000000	0.000000	0.000000	0.000000	72.000000	55242.500000	0.000415
CA, 05700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.695926	0.000000	0.000000	0.000000	0.000000	0.304074	0.000000	58.000000	56070.050781	0.000417
CA, 05901	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	55.000000	77605.109375	0.000590
CA, 05902	0.000000	0.000000	0.000000	0.000000	0.000000	0.041681	0.000000	0.958319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	34.000000	39830.531250	0.000295
