Dependency=County and PUMA	Option=No	Option=Yes
G4801370, G48006200	1	0
G4801390, G48002101	1	0
G4801410, G48003301	0.999981	1.9331e-05
G4801410, G48003302	1	0
G4801410, G48003303	0.994577	0.00542269
G4801410, G48003304	1	0
G4801410, G48003305	1	0
G4801410, G48003306	1	0
G4801430, G48002200	1	0
G4801450, G48003700	1	0
G4801470, G48000800	1	0
G4801490, G48005100	1	0
G4801510, G48002600	1	0
G4801530, G48000400	1	0
G4801550, G48000600	1	0
G4801570, G48004901	1	0
G4801570, G48004902	1	0
G4801570, G48004903	1	0
G4801570, G48004904	1	0
G4801570, G48004905	1	0
G4801590, G48001000	1	0
G4801610, G48003700	1	0
G4801630, G48006100	1	0
G4801650, G48003200	1	0
G4801670, G48004701	1	0
G4801670, G48004702	1	0
G4801690, G48000400	1	0
G4801710, G48006000	1	0
G4801730, G48002800	1	0
G4801750, G48005500	1	0
G4801770, G48005500	1	0
G4801790, G48000100	1	0
G4801810, G48000800	1	0
G4801830, G48001600	1	0
G4801850, G48003601	1	0
G4801870, G48005700	1	0
G4801890, G48000400	1	0
G4801910, G48000100	1	0
G4801930, G48003400	1	0
G4801950, G48000100	1	0
G4801970, G48000600	1	0
G4801990, G48004200	1	0
G4802010, G48004601	1	0
G4802010, G48004602	1	0
G4802010, G48004603	1	0
G4802010, G48004604	1	0
G4802010, G48004605	1	0
G4802010, G48004606	1	0
G4802010, G48004607	1	0
G4802010, G48004608	1	0
G4802010, G48004609	1	0
G4802010, G48004610	1	0
G4802010, G48004611	1	0
G4802010, G48004612	1	0
G4802010, G48004613	1	0
G4802010, G48004614	1	0
G4802010, G48004615	1	0
G4802010, G48004616	1	0
G4802010, G48004617	1	0
G4802010, G48004618	1	0
G4802010, G48004619	1	0
G4802010, G48004620	1	0
G4802010, G48004621	1	0
G4802010, G48004622	1	0
G4802010, G48004623	1	0
G4802010, G48004624	1	0
G4802010, G48004625	1	0
G4802010, G48004626	1	0
G4802010, G48004627	1	0
G4802010, G48004628	1	0
G4802010, G48004629	1	0
G4802010, G48004630	1	0
G4802010, G48004631	1	0
G4802010, G48004632	1	0
G4802010, G48004633	1	0
G4802010, G48004634	1	0
G4802010, G48004635	1	0
G4802010, G48004636	1	0
G4802010, G48004637	1	0
G4802010, G48004638	1	0
G4802030, G48001200	1	0
G4802050, G48000100	1	0
G4802070, G48002600	1	0
G4802090, G48005400	1	0
G4802110, G48000100	1	0
G4802130, G48001800	1	0
G4802150, G48006801	1	0
G4802150, G48006802	1	0
G4802150, G48006803	1	0
G4802150, G48006804	1	0
G4802150, G48006805	1	0
G4802150, G48006806	1	0
G4802150, G48006807	1	0
G4802170, G48003700	1	0
G4802190, G48000400	1	0
G4802210, G48002200	1	0
G4802230, G48001000	1	0
G4802250, G48003900	1	0
G4802270, G48002800	1	0
G4802290, G48003200	1	0
G4802310, G48000900	1	0
G4802330, G48000100	1	0
G4802350, G48002800	1	0
G4802370, G48000600	1	0
G4802390, G48005500	1	0
G4802410, G48004100	1	0
G4802430, G48003200	1	0
G4802450, G48004301	1	0
G4802450, G48004302	1	0
G4802470, G48006400	1	0
G4802490, G48006900	1	0
G4802510, G48002102	1	0
G4802530, G48002600	1	0
G4802550, G48005500	1	0
G4802570, G48001400	1	0
G4802590, G48006000	1	0
G4802610, G48006900	1	0
G4802630, G48002600	1	0
G4802650, G48006000	1	0
G4802670, G48002800	1	0
G4802690, G48000400	1	0
G4802710, G48006200	1	0
G4802730, G48006900	1	0
G4802750, G48002600	1	0
G4802770, G48001000	1	0
G4802790, G48000400	1	0
G4802810, G48003400	1	0
G4802830, G48006200	1	0
G4802850, G48005500	1	0
G4802870, G48005100	1	0
G4802890, G48003601	1	0
G4802910, G48004400	1	0
G4802930, G48003700	1	0
G4802950, G48000100	1	0
G4802970, G48006400	1	0
G4802990, G48003400	1	0
G4803010, G48003200	1	0
G4803030, G48000501	1	0
G4803030, G48000502	1	0
G4803050, G48000400	1	0
G4803070, G48002800	1	0
G4803090, G48003801	1	0
G4803090, G48003802	1	0
G4803110, G48006400	1	0
G4803130, G48003601	1	0
G4803150, G48001200	1	0
G4803170, G48002800	1	0
G4803190, G48002800	1	0
G4803210, G48005000	1	0
G4803230, G48006200	0.991489	0.00851069
G4803250, G48006100	1	0
G4803270, G48002800	1	0
G4803290, G48003000	1	0
G4803310, G48003601	1	0
G4803330, G48003400	1	0
G4803350, G48002600	1	0
G4803370, G48000600	1	0
G4803390, G48004501	1	0
G4803390, G48004502	1	0
G4803390, G48004503	1	0
G4803390, G48004504	1	0
G4803410, G48000100	1	0
G4803430, G48001000	1	0
G4803450, G48000400	1	0
G4803470, G48004000	1	0
G4803490, G48003700	1	0
G4803510, G48004100	1	0
G4803530, G48002600	1	0
G4803550, G48006601	1	0
G4803550, G48006602	1	0
G4803550, G48006603	1	0
G4803570, G48000100	1	0
G4803590, G48000100	1	0
G4803610, G48004200	1	0
G4803630, G48002200	1	0
G4803650, G48001700	1	0
G4803670, G48002400	1	0
G4803690, G48000100	1	0
G4803710, G48003200	1	0
G4803730, G48003900	0.989281	0.0107185
G4803750, G48000200	1	0
G4803770, G48003200	1	0
G4803790, G48001300	1	0
G4803810, G48000300	1	0
G4803830, G48002800	1	0
G4803850, G48006200	1	0
G4803870, G48001000	1	0
G4803890, G48003200	1	0
G4803910, G48006500	1	0
G4803930, G48000100	1	0
G4803950, G48003601	1	0
G4803970, G48000900	1	0
G4803990, G48002600	1	0
G4804010, G48001700	1	0
G4804030, G48004100	1	0
G4804050, G48004100	1	0
G4804070, G48003900	1	0
G4804090, G48006500	1	0
G4804110, G48003400	1	0
G4804130, G48002800	1	0
G4804150, G48002600	1	0
G4804170, G48002600	1	0
G4804190, G48004100	1	0
G4804210, G48000100	1	0
G4804230, G48001501	1	0
G4804230, G48001502	1	0
G4804250, G48002200	1	0
G4804270, G48006400	1	0
G4804290, G48002600	1	0
G4804310, G48002800	1	0
G4804330, G48002600	1	0
G4804350, G48002800	1	0
G4804370, G48000100	1	0
G4804390, G48002501	1	0
G4804390, G48002502	1	0
G4804390, G48002503	1	0
G4804390, G48002504	1	0
G4804390, G48002505	1	0
G4804390, G48002506	1	0
G4804390, G48002507	1	0
G4804390, G48002508	1	0
G4804390, G48002509	1	0
G4804390, G48002510	1	0
G4804390, G48002511	1	0
G4804390, G48002512	1	0
G4804390, G48002513	1	0
G4804390, G48002514	1	0
G4804390, G48002515	1	0
G4804390, G48002516	1	0
G4804410, G48002700	1	0
G4804430, G48003200	1	0
G4804450, G48000400	1	0
G4804470, G48002600	1	0
G4804490, G48001000	1	0
G4804510, G48002900	1	0
G4804530, G48005301	1	0
G4804530, G48005302	1	0
G4804530, G48005303	1	0
G4804530, G48005304	1	0
G4804530, G48005305	1	0
G4804530, G48005306	1	0
G4804530, G48005307	1	0
G4804530, G48005308	1	0
G4804530, G48005309	1	0
G4804550, G48003900	1	0
G4804570, G48004100	1	0
G4804590, G48001200	1	0
G4804610, G48002800	1	0
G4804630, G48006200	1	0
G4804650, G48006200	1	0
G4804670, G48001300	1	0
G4804690, G48005600	1	0
G4804710, G48003900	1	0
G4804730, G48005000	1	0
G4804750, G48003200	1	0
G4804770, G48003601	1	0
G4804790, G48006301	1	0
G4804790, G48006302	1	0
G4804810, G48005000	1	0
G4804830, G48000100	1	0
G4804850, G48000700	1	0
G4804870, G48000600	1	0
G4804890, G48006900	1	0
G4804910, G48005201	1	0
G4804910, G48005202	1	0
G4804910, G48005203	1	0
G4804910, G48005204	1	0
G4804930, G48005500	1	0
G4804950, G48003200	1	0
G4804970, G48000600	1	0
G4804990, G48001300	1	0
G4805010, G48000400	1	0
G4805030, G48000600	1	0
G4805050, G48006400	1	0
G4805070, G48006200	1	0
G4900010, G49021001	1	0
G4900030, G49003001	1	0
G4900050, G49005001	1	0
G4900070, G49013001	1	0
G4900090, G49013001	1	0
G4900110, G49011001	1	0
G4900110, G49011002	1	0
G4900130, G49013001	0.01717	0.98283
G4900150, G49013001	1	0
G4900170, G49021001	1	0
G4900190, G49013001	1	0
G4900210, G49021001	0.997934	0.00206591
G4900230, G49021001	0.989432	0.0105681
G4900250, G49021001	1	0
G4900270, G49021001	0.997002	0.0029983
G4900290, G49005001	1	0
G4900310, G49021001	1	0
G4900330, G49005001	1	0
G4900350, G49035001	1	0
G4900350, G49035002	1	0
G4900350, G49035003	1	0
G4900350, G49035004	1	0
G4900350, G49035005	1	0
G4900350, G49035006	1	0
G4900350, G49035007	1	0
G4900350, G49035008	1	0
G4900350, G49035009	1	0
G4900370, G49013001	0.591116	0.408884
G4900390, G49021001	1	0
G4900410, G49021001	0.998111	0.00188908
G4900430, G49005001	1	0
G4900450, G49003001	0.998267	0.00173301
G4900470, G49013001	0.836719	0.163281
G4900490, G49049001	1	0
G4900490, G49049002	1	0
G4900490, G49049003	1	0
G4900490, G49049004	1	0
G4900510, G49013001	0.96872	0.0312804
G4900530, G49053001	0.999545	0.000454965
G4900550, G49021001	1	0
G4900570, G49057001	1	0
G4900570, G49057002	1	0
G5000010, G50000400	1	0
G5000030, G50000400	1	0
G5000050, G50000200	1	0
G5000070, G50000100	1	0
G5000090, G50000200	1	0
G5000110, G50000100	1	0
G5000130, G50000100	1	0
G5000150, G50000200	1	0
G5000170, G50000300	1	0
G5000190, G50000200	1	0
G5000210, G50000400	1	0
G5000230, G50000200	1	0
G5000250, G50000300	1	0
G5000270, G50000300	1	0
G5100010, G51051125	1	0
G5100030, G51051089	1	0
G5100030, G51051090	1	0
G5100050, G51051045	1	0
G5100070, G51051105	1	0
G5100090, G51051095	1	0
G5100110, G51051095	1	0
G5100130, G51001301	1	0
G5100130, G51001302	1	0
G5100150, G51051080	1	0
G5100170, G51051080	1	0
G5100190, G51051095	1	0
G5100210, G51051020	1	0
G5100230, G51051045	1	0
G5100250, G51051105	1	0
G5100270, G51051010	1	0
G5100290, G51051105	1	0
G5100310, G51051096	1	0
G5100330, G51051120	1	0
G5100350, G51051020	1	0
G5100360, G51051215	0.541122	0.458878
G5100370, G51051105	1	0
G5100410, G51004101	1	0
G5100410, G51004102	1	0
G5100410, G51004103	1	0
G5100430, G51051084	1	0
G5100450, G51051045	1	0
G5100470, G51051087	1	0
G5100490, G51051105	1	0
G5100510, G51051010	1	0
G5100530, G51051135	1	0
G5100570, G51051125	1	0
G5100590, G51059301	1	0
G5100590, G51059302	1	0
G5100590, G51059303	1	0
G5100590, G51059304	1	0
G5100590, G51059305	1	0
G5100590, G51059306	1	0
G5100590, G51059307	1	0
G5100590, G51059308	1	0
G5100590, G51059309	1	0
G5100610, G51051087	1	0
G5100630, G51051040	1	0
G5100650, G51051089	1	0
G5100670, G51051045	1	0
G5100690, G51051084	1	0
G5100710, G51051040	1	0
G5100730, G51051125	1	0
G5100750, G51051215	1	0
G5100770, G51051020	1	0
G5100790, G51051090	1	0
G5100810, G51051135	1	0
G5100830, G51051105	1	0
G5100850, G51051215	1	0
G5100870, G51051224	1	0
G5100870, G51051225	1	0
G5100890, G51051097	1	0
G5100910, G51051080	1	0
G5100930, G51051145	1	0
G5100950, G51051206	1	0
G5100970, G51051125	1	0
G5100990, G51051120	1	0
G5101010, G51051215	0.987725	0.0122751
G5101030, G51051125	1	0
G5101050, G51051010	1	0
G5101070, G51010701	1	0
G5101070, G51010702	1	0
G5101070, G51010703	1	0
G5101090, G51051089	1	0
G5101110, G51051105	1	0
G5101130, G51051087	1	0
G5101150, G51051125	1	0
G5101170, G51051105	1	0
G5101190, G51051125	1	0
G5101210, G51051040	1	0
G5101250, G51051089	1	0
G5101270, G51051215	0.989919	0.0100811
G5101310, G51051125	1	0
G5101330, G51051125	1	0
G5101350, G51051105	1	0
G5101370, G51051087	1	0
G5101390, G51051085	1	0
G5101410, G51051097	1	0
G5101430, G51051097	1	0
G5101450, G51051215	1	0
G5101470, G51051105	1	0
G5101490, G51051135	1	0
G5101530, G51051244	1	0
G5101530, G51051245	1	0
G5101530, G51051246	1	0
G5101550, G51051040	1	0
G5101570, G51051087	1	0
G5101590, G51051125	1	0
G5101610, G51051044	1	0
G5101610, G51051045	1	0
G5101630, G51051080	1	0
G5101650, G51051110	1	0
G5101670, G51051010	1	0
G5101690, G51051010	1	0
G5101710, G51051085	1	0
G5101730, G51051020	1	0
G5101750, G51051145	1	0
G5101770, G51051120	1	0
G5101790, G51051115	1	0
G5101810, G51051135	1	0
G5101830, G51051135	1	0
G5101850, G51051010	1	0
G5101870, G51051085	1	0
G5101910, G51051020	1	0
G5101930, G51051125	1	0
G5101950, G51051010	1	0
G5101970, G51051020	1	0
G5101990, G51051206	1	0
G5105100, G51051255	1	0
G5105200, G51051020	1	0
G5105300, G51051080	1	0
G5105400, G51051090	1	0
G5105500, G51055001	1	0
G5105500, G51055002	1	0
G5105700, G51051135	1	0
G5105800, G51051045	1	0
G5105900, G51051097	1	0
G5105950, G51051135	1	0
G5106000, G51059303	1	0
G5106100, G51059308	1	0
G5106200, G51051145	1	0
G5106300, G51051115	1	0
G5106400, G51051020	1	0
G5106500, G51051186	1	0
G5106600, G51051110	1	0
G5106700, G51051135	1	0
G5106780, G51051080	1	0
G5106800, G51051096	1	0
G5106830, G51051245	1	0
G5106850, G51051245	1	0
G5106900, G51051097	1	0
G5107000, G51051175	1	0
G5107100, G51051154	1	0
G5107100, G51051155	1	0
G5107200, G51051010	1	0
G5107300, G51051135	1	0
G5107350, G51051206	1	0
G5107400, G51051155	1	0
G5107500, G51051040	1	0
G5107600, G51051235	1	0
G5107700, G51051044	1	0
G5107750, G51051044	1	0
G5107900, G51051080	1	0
G5108000, G51051145	1	0
G5108100, G51051164	1	0
G5108100, G51051165	1	0
G5108100, G51051167	1	0
G5108200, G51051080	1	0
G5108300, G51051206	1	0
G5108400, G51051084	1	0
G5300010, G53010600	1	0
G5300030, G53010600	1	0
G5300050, G53010701	1	0
G5300050, G53010702	1	0
G5300050, G53010703	1	0
G5300070, G53010300	0.999969	3.0884e-05
G5300090, G53011900	0.973913	0.0260871
G5300110, G53011101	1	0
G5300110, G53011102	1	0
G5300110, G53011103	1	0
G5300110, G53011104	1	0
G5300130, G53010600	1	0
G5300150, G53011200	1	0
G5300170, G53010300	1	0
G5300190, G53010400	0.771779	0.228221
G5300210, G53010701	1	0
G5300210, G53010703	1	0
G5300230, G53010600	1	0
G5300250, G53010800	1	0
G5300270, G53011300	0.982666	0.0173344
G5300290, G53010200	1	0
G5300310, G53011900	0.994731	0.00526878
G5300330, G53011601	1	0
G5300330, G53011602	1	0
G5300330, G53011603	1	0
G5300330, G53011604	1	0
G5300330, G53011605	0.999983	1.6876e-05
G5300330, G53011606	1	0
G5300330, G53011607	1	0
G5300330, G53011608	1	0
G5300330, G53011609	1	0
G5300330, G53011610	1	0
G5300330, G53011611	1	0
G5300330, G53011612	0.999653	0.000347125
G5300330, G53011613	1	0
G5300330, G53011614	0.966352	0.0336482
G5300330, G53011615	0.999888	0.000112288
G5300330, G53011616	1	0
G5300350, G53011801	0.929482	0.0705182
G5300350, G53011802	1	0
G5300370, G53010800	1	0
G5300390, G53011000	0.974539	0.0254611
G5300410, G53011000	1	0
G5300430, G53010600	1	0
G5300450, G53011300	0.986053	0.0139471
G5300470, G53010400	0.887805	0.112195
G5300490, G53011200	0.998003	0.00199674
G5300510, G53010400	0.992997	0.00700346
G5300530, G53011501	0.951726	0.0482741
G5300530, G53011502	1	0
G5300530, G53011503	1	0
G5300530, G53011504	0.995715	0.00428465
G5300530, G53011505	0.652825	0.347175
G5300530, G53011506	0.990567	0.00943326
G5300530, G53011507	0.999976	2.3937e-05
G5300550, G53010200	0	1
G5300570, G53010200	0.756976	0.243024
G5300590, G53011000	1	0
G5300610, G53011701	1	0
G5300610, G53011702	1	0
G5300610, G53011703	1	0
G5300610, G53011704	1	0
G5300610, G53011705	1	0
G5300610, G53011706	0.924787	0.0752131
G5300630, G53010501	1	0
G5300630, G53010502	1	0
G5300630, G53010503	1	0
G5300630, G53010504	0.999957	4.3467e-05
G5300650, G53010400	0.962543	0.0374569
G5300670, G53011401	1	0
G5300670, G53011402	0.994837	0.00516307
G5300690, G53011200	1	0
G5300710, G53010703	1	0
G5300730, G53010100	0.974227	0.0257726
G5300750, G53010600	1	0
G5300770, G53010901	1	0
G5300770, G53010902	0.779437	0.220563
G5400010, G54000500	1	0
G5400030, G54000400	1	0
G5400050, G54000900	1	0
G5400070, G54000600	1	0
G5400090, G54000100	1	0
G5400110, G54000800	1	0
G5400130, G54000600	1	0
G5400150, G54001000	1	0
G5400170, G54000200	1	0
G5400190, G54001200	1	0
G5400210, G54000600	1	0
G5400230, G54000500	1	0
G5400250, G54001100	1	0
G5400270, G54000400	1	0
G5400290, G54000100	1	0
G5400310, G54000500	1	0
G5400330, G54000200	1	0
G5400350, G54000600	1	0
G5400370, G54000400	1	0
G5400390, G54001000	1	0
G5400410, G54000500	1	0
G5400430, G54000900	1	0
G5400450, G54001300	1	0
G5400470, G54001300	1	0
G5400490, G54000200	1	0
G5400510, G54000100	1	0
G5400530, G54000800	1	0
G5400550, G54001200	1	0
G5400570, G54000400	1	0
G5400590, G54001300	1	0
G5400610, G54000300	1	0
G5400630, G54001100	1	0
G5400650, G54000400	1	0
G5400670, G54001100	1	0
G5400690, G54000100	1	0
G5400710, G54000500	1	0
G5400730, G54000700	1	0
G5400750, G54001100	1	0
G5400770, G54000300	1	0
G5400790, G54000900	1	0
G5400810, G54001200	1	0
G5400830, G54000500	1	0
G5400850, G54000600	1	0
G5400870, G54000600	1	0
G5400890, G54001100	1	0
G5400910, G54000200	1	0
G5400930, G54000500	1	0
G5400950, G54000600	1	0
G5400970, G54000500	1	0
G5400990, G54000800	1	0
G5401010, G54001100	1	0
G5401030, G54000600	1	0
G5401050, G54000700	1	0
G5401070, G54000700	1	0
G5401090, G54001300	1	0
G5500010, G55001601	0.999943	5.6903e-05
G5500030, G55000100	0.929042	0.0709576
G5500050, G55055101	0.998031	0.00196878
G5500070, G55000100	0.962554	0.0374459
G5500090, G55000200	0.904625	0.095375
G5500090, G55000300	0.950379	0.0496208
G5500110, G55000700	1	0
G5500130, G55000100	0.989097	0.0109026
G5500150, G55001401	1	0
G5500170, G55055101	1	0
G5500170, G55055103	1	0
G5500190, G55055101	0.999142	0.000857703
G5500210, G55001000	1	0
G5500230, G55000700	0.999326	0.000673618
G5500250, G55000101	1	0
G5500250, G55000102	1	0
G5500250, G55000103	1	0
G5500270, G55001001	1	0
G5500290, G55001300	1	0
G5500310, G55000100	0.999738	0.000261943
G5500330, G55055102	1	0
G5500350, G55055103	0.999976	2.3781e-05
G5500370, G55001300	1	0
G5500390, G55001401	1	0
G5500410, G55000600	0.957069	0.0429314
G5500430, G55000800	1	0
G5500450, G55000800	1	0
G5500470, G55001400	1	0
G5500490, G55000800	1	0
G5500510, G55000100	0.995084	0.00491571
G5500530, G55000700	0.981988	0.0180116
G5500550, G55001001	1	0
G5500570, G55001601	0.996794	0.00320609
G5500590, G55010000	1	0
G5500610, G55001301	1	0
G5500630, G55000900	0.999851	0.000148568
G5500650, G55000800	1	0
G5500670, G55000600	1	0
G5500690, G55000600	1	0
G5500710, G55001301	1	0
G5500730, G55001600	0.999915	8.5229e-05
G5500750, G55001300	1	0
G5500770, G55001400	1	0
G5500780, G55001400	0.573285	0.426715
G5500790, G55040101	1	0
G5500790, G55040301	1	0
G5500790, G55040701	1	0
G5500790, G55041001	1	0
G5500790, G55041002	1	0
G5500790, G55041003	0.99967	0.000329591
G5500790, G55041004	1	0
G5500790, G55041005	1	0
G5500810, G55000700	0.998079	0.00192147
G5500830, G55001300	1	0
G5500850, G55000600	0.999305	0.000694954
G5500870, G55001500	0.978665	0.0213349
G5500890, G55020000	1	0
G5500910, G55000700	1	0
G5500930, G55000700	1	0
G5500950, G55055101	0.99758	0.00242022
G5500970, G55001601	1	0
G5500990, G55000100	1	0
G5501010, G55030000	1	0
G5501030, G55000800	1	0
G5501050, G55002400	1	0
G5501070, G55000100	1	0
G5501090, G55055102	1	0
G5501110, G55001000	0.996728	0.00327191
G5501130, G55000100	0.862547	0.137453
G5501150, G55001400	0.980704	0.0192963
G5501170, G55002500	1	0
G5501190, G55000100	1	0
G5501210, G55000700	1	0
G5501230, G55000700	0.999928	7.2307e-05
G5501250, G55000600	0.846305	0.153695
G5501270, G55050000	1	0
G5501290, G55000100	1	0
G5501310, G55020000	1	0
G5501330, G55070101	1	0
G5501330, G55070201	1	0
G5501330, G55070301	1	0
G5501350, G55001400	1	0
G5501370, G55001400	1	0
G5501390, G55001501	1	0
G5501410, G55001601	0.998308	0.00169246
G5600010, G56000300	1	0
G5600030, G56000100	1	0
G5600050, G56000200	1	0
G5600070, G56000400	1	0
G5600090, G56000400	1	0
G5600110, G56000200	1	0
G5600130, G56000500	0.409874	0.590126
G5600150, G56000200	1	0
G5600170, G56000500	0.967035	0.0329651
G5600190, G56000200	1	0
G5600210, G56000300	1	0
G5600230, G56000100	1	0
G5600250, G56000400	1	0
G5600270, G56000200	1	0
G5600290, G56000100	1	0
G5600310, G56000200	1	0
G5600330, G56000100	1	0
G5600350, G56000500	1	0
G5600370, G56000500	1	0
G5600390, G56000100	1	0
G5600410, G56000500	1	0
G5600430, G56000200	1	0
G5600450, G56000200	1	0
# Created by: sources\spatial\tsv_maker.py
# Description: American Indian/Alaska Native/Native Hawaiian Area that the sample is located.
# Source: 2010 Census Tract to American Indian Area (AIA) Relationship File provides percent housing unit in tract that belongs to AIA.Spatial definitions are from the U.S. Census Bureau as of July 1, 2015.
# Source: Unit counts are from the American Community Survey 5-yr 2016.
# Assumption: (2010) Tract is mapped to (2015) County and PUMA by adjusting for known geographic changes (e.g., renaming of Shannon County to Oglala Lakota County, SD) However, Tract=G3600530940103 (Oneida city, Madison County, NY) could not be mapped to County and PUMA and was removed. The tract contains only 11 units for AIA. 
