Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
AR, 01900	Single-Family Detached	2020s	0.695345	0.000000	0.141207	0.000000	0.098276	0.065173
AR, 02000	Mobile Home	2020s	0.600000	0.000000	0.094576	0.000000	0.033898	0.271525
AR, 02000	Multi-Family with 2 - 4 Units	2020s	0.900261	0.000000	0.092173	0.003262	0.000000	0.004306
AR, 02000	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AR, 02000	Single-Family Attached	2020s	0.742452	0.000000	0.195119	0.036322	0.026107	0.000000
AR, 02000	Single-Family Detached	2020s	0.783588	0.000000	0.216412	0.000000	0.000000	0.000000
AZ, 00100	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00100	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00100	Multi-Family with 5+ Units	2020s	0.941769	0.000000	0.058231	0.000000	0.000000	0.000000
AZ, 00100	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00100	Single-Family Detached	2020s	0.492511	0.000000	0.502789	0.000000	0.000000	0.004700
AZ, 00101	Mobile Home	2020s	0.734054	0.000000	0.105270	0.040541	0.091892	0.028243
AZ, 00101	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00101	Multi-Family with 5+ Units	2020s	0.932487	0.000000	0.000000	0.000000	0.000000	0.067513
AZ, 00101	Single-Family Attached	2020s	0.492857	0.000000	0.371428	0.071429	0.000000	0.064286
AZ, 00101	Single-Family Detached	2020s	0.528026	0.000000	0.471974	0.000000	0.000000	0.000000
AZ, 00102	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00102	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00102	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AZ, 00102	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00102	Single-Family Detached	2020s	0.695019	0.000000	0.268174	0.000000	0.000000	0.036808
AZ, 00103	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00103	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00103	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AZ, 00103	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00103	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00104	Mobile Home	2020s	0.526766	0.000000	0.137732	0.000000	0.000000	0.335502
AZ, 00104	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00104	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00104	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00104	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00105	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00105	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00105	Multi-Family with 5+ Units	2020s	0.878212	0.000000	0.021229	0.100559	0.000000	0.000000
AZ, 00105	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00105	Single-Family Detached	2020s	0.511049	0.000000	0.475000	0.000000	0.000000	0.013951
AZ, 00106	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00106	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00106	Multi-Family with 5+ Units	2020s	0.964815	0.000000	0.035185	0.000000	0.000000	0.000000
AZ, 00106	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00106	Single-Family Detached	2020s	0.798345	0.000000	0.150184	0.000000	0.051471	0.000000
AZ, 00107	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00107	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00107	Multi-Family with 5+ Units	2020s	0.973306	0.000000	0.026694	0.000000	0.000000	0.000000
AZ, 00107	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00107	Single-Family Detached	2020s	0.327295	0.000000	0.672705	0.000000	0.000000	0.000000
AZ, 00108	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00108	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00108	Multi-Family with 5+ Units	2020s	0.970972	0.000000	0.013028	0.016000	0.000000	0.000000
AZ, 00108	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00108	Single-Family Detached	2020s	0.795209	0.000000	0.204791	0.000000	0.000000	0.000000
AZ, 00109	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00109	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00109	Multi-Family with 5+ Units	2020s	0.948761	0.000000	0.042793	0.008446	0.000000	0.000000
AZ, 00109	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00109	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00110	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00110	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00110	Multi-Family with 5+ Units	2020s	0.898881	0.000000	0.057618	0.019495	0.013718	0.010288
AZ, 00110	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00110	Single-Family Detached	2020s	0.690309	0.000000	0.309691	0.000000	0.000000	0.000000
AZ, 00111	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00111	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00111	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00111	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00111	Single-Family Detached	2020s	0.374065	0.000000	0.511720	0.000000	0.057357	0.056857
AZ, 00112	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00112	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00112	Multi-Family with 5+ Units	2020s	0.728219	0.000000	0.271781	0.000000	0.000000	0.000000
AZ, 00112	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00112	Single-Family Detached	2020s	0.395442	0.000000	0.575082	0.000000	0.029476	0.000000
AZ, 00113	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00113	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00113	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00113	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00113	Single-Family Detached	2020s	0.418166	0.000000	0.581834	0.000000	0.000000	0.000000
AZ, 00114	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00114	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00114	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00114	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00114	Single-Family Detached	2020s	0.838538	0.000000	0.161462	0.000000	0.000000	0.000000
AZ, 00115	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00115	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00115	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AZ, 00115	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00115	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00116	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00116	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00116	Multi-Family with 5+ Units	2020s	0.723822	0.000000	0.173822	0.085145	0.000000	0.017210
AZ, 00116	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00116	Single-Family Detached	2020s	0.559635	0.000000	0.440365	0.000000	0.000000	0.000000
AZ, 00117	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00117	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00117	Multi-Family with 5+ Units	2020s	0.787802	0.000000	0.145174	0.067024	0.000000	0.000000
AZ, 00117	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00117	Single-Family Detached	2020s	0.689958	0.000000	0.310042	0.000000	0.000000	0.000000
AZ, 00118	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00118	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00118	Multi-Family with 5+ Units	2020s	0.865818	0.000000	0.099124	0.035058	0.000000	0.000000
AZ, 00118	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00118	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00119	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00119	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00119	Multi-Family with 5+ Units	2020s	0.944415	0.000000	0.055585	0.000000	0.000000	0.000000
AZ, 00119	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00119	Single-Family Detached	2020s	0.729602	0.000000	0.250498	0.000000	0.019900	0.000000
AZ, 00120	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00120	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00120	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AZ, 00120	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00120	Single-Family Detached	2020s	0.430445	0.000000	0.569555	0.000000	0.000000	0.000000
AZ, 00121	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00121	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00121	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00121	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00121	Single-Family Detached	2020s	0.713068	0.000000	0.228043	0.004487	0.054403	0.000000
AZ, 00122	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00122	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00122	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00122	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00122	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00123	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00123	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00123	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00123	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00123	Single-Family Detached	2020s	0.922078	0.000000	0.000000	0.077922	0.000000	0.000000
AZ, 00124	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00124	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00124	Multi-Family with 5+ Units	2020s	0.900627	0.000000	0.099373	0.000000	0.000000	0.000000
AZ, 00124	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00124	Single-Family Detached	2020s	0.770983	0.000000	0.229017	0.000000	0.000000	0.000000
AZ, 00125	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00125	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00125	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00125	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00125	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00126	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00126	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00126	Multi-Family with 5+ Units	2020s	0.853458	0.000000	0.146542	0.000000	0.000000	0.000000
AZ, 00126	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00126	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00127	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00127	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00127	Multi-Family with 5+ Units	2020s	0.923139	0.000000	0.076861	0.000000	0.000000	0.000000
AZ, 00127	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00127	Single-Family Detached	2020s	0.400623	0.000000	0.599377	0.000000	0.000000	0.000000
AZ, 00128	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00128	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00128	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00128	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00128	Single-Family Detached	2020s	0.249824	0.000000	0.750176	0.000000	0.000000	0.000000
AZ, 00129	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00129	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00129	Multi-Family with 5+ Units	2020s	0.810000	0.000000	0.190000	0.000000	0.000000	0.000000
AZ, 00129	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00129	Single-Family Detached	2020s	0.424391	0.000000	0.548439	0.012947	0.009520	0.004703
AZ, 00130	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00130	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00130	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00130	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00130	Single-Family Detached	2020s	0.811448	0.000000	0.167500	0.000000	0.021053	0.000000
AZ, 00131	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00131	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00131	Multi-Family with 5+ Units	2020s	0.868432	0.000000	0.076483	0.055085	0.000000	0.000000
AZ, 00131	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00131	Single-Family Detached	2020s	0.490286	0.000000	0.442600	0.000000	0.000000	0.067114
AZ, 00132	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00132	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00132	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
AZ, 00132	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00132	Single-Family Detached	2020s	0.376808	0.000000	0.561387	0.000000	0.056935	0.004871
AZ, 00133	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00133	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00133	Multi-Family with 5+ Units	2020s	0.859811	0.000000	0.140189	0.000000	0.000000	0.000000
AZ, 00133	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00133	Single-Family Detached	2020s	0.620921	0.000000	0.379079	0.000000	0.000000	0.000000
AZ, 00134	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00134	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00134	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00134	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00134	Single-Family Detached	2020s	0.479115	0.000000	0.464246	0.000000	0.040664	0.015975
AZ, 00201	Mobile Home	2020s	0.248535	0.000000	0.506776	0.000000	0.000000	0.244688
AZ, 00201	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00201	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00201	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00201	Single-Family Detached	2020s	0.262944	0.000000	0.693210	0.000000	0.008883	0.034962
AZ, 00202	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00202	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00202	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00202	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00202	Single-Family Detached	2020s	0.308909	0.000000	0.659896	0.000000	0.019737	0.011458
AZ, 00203	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00203	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00203	Multi-Family with 5+ Units	2020s	0.973555	0.000000	0.026445	0.000000	0.000000	0.000000
AZ, 00203	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00203	Single-Family Detached	2020s	0.335841	0.000000	0.664159	0.000000	0.000000	0.000000
AZ, 00204	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00204	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00204	Multi-Family with 5+ Units	2020s	0.924378	0.000000	0.037811	0.000000	0.000000	0.037811
AZ, 00204	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00204	Single-Family Detached	2020s	0.438790	0.000000	0.561210	0.000000	0.000000	0.000000
AZ, 00205	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00205	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00205	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00205	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00205	Single-Family Detached	2020s	0.390933	0.000000	0.563946	0.012972	0.032149	0.000000
AZ, 00206	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00206	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00206	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00206	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00206	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00207	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00207	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00207	Multi-Family with 5+ Units	2020s	0.882528	0.000000	0.094668	0.014881	0.002133	0.005790
AZ, 00207	Single-Family Attached	2020s	0.592968	0.000000	0.343045	0.012398	0.023247	0.028341
AZ, 00207	Single-Family Detached	2020s	0.482251	0.000000	0.471275	0.005707	0.026974	0.013793
AZ, 00208	Mobile Home	2020s	0.582201	0.000000	0.118722	0.025805	0.042826	0.230445
AZ, 00208	Multi-Family with 2 - 4 Units	2020s	0.875230	0.000000	0.111448	0.000000	0.011307	0.002014
AZ, 00208	Multi-Family with 5+ Units	2020s	0.853640	0.000000	0.058238	0.088123	0.000000	0.000000
