Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
OR, 00200	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00200	Single-Family Attached	1.000000	0.000000
OR, 00200	Single-Family Detached	1.000000	0.000000
OR, 00300	Mobile Home	1.000000	0.000000
OR, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00300	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00300	Single-Family Attached	1.000000	0.000000
OR, 00300	Single-Family Detached	1.000000	0.000000
OR, 00400	Mobile Home	1.000000	0.000000
OR, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00400	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00400	Single-Family Attached	1.000000	0.000000
OR, 00400	Single-Family Detached	1.000000	0.000000
OR, 00500	Mobile Home	1.000000	0.000000
OR, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00500	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00500	Single-Family Attached	1.000000	0.000000
OR, 00500	Single-Family Detached	1.000000	0.000000
OR, 00600	Mobile Home	1.000000	0.000000
OR, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00600	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00600	Single-Family Attached	1.000000	0.000000
OR, 00600	Single-Family Detached	1.000000	0.000000
OR, 00703	Mobile Home	1.000000	0.000000
OR, 00703	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00703	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00703	Single-Family Attached	1.000000	0.000000
OR, 00703	Single-Family Detached	1.000000	0.000000
OR, 00704	Mobile Home	1.000000	0.000000
OR, 00704	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00704	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00704	Single-Family Attached	1.000000	0.000000
OR, 00704	Single-Family Detached	1.000000	0.000000
OR, 00705	Mobile Home	1.000000	0.000000
OR, 00705	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00705	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00705	Single-Family Attached	1.000000	0.000000
OR, 00705	Single-Family Detached	1.000000	0.000000
OR, 00800	Mobile Home	1.000000	0.000000
OR, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00800	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00800	Single-Family Attached	1.000000	0.000000
OR, 00800	Single-Family Detached	1.000000	0.000000
OR, 00901	Mobile Home	1.000000	0.000000
OR, 00901	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00901	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00901	Single-Family Attached	1.000000	0.000000
OR, 00901	Single-Family Detached	1.000000	0.000000
OR, 00902	Mobile Home	1.000000	0.000000
OR, 00902	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 00902	Multi-Family with 5+ Units	1.000000	0.000000
OR, 00902	Single-Family Attached	1.000000	0.000000
OR, 00902	Single-Family Detached	1.000000	0.000000
OR, 01000	Mobile Home	1.000000	0.000000
OR, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01000	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01000	Single-Family Attached	1.000000	0.000000
OR, 01000	Single-Family Detached	1.000000	0.000000
OR, 01103	Mobile Home	1.000000	0.000000
OR, 01103	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01103	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01103	Single-Family Attached	1.000000	0.000000
OR, 01103	Single-Family Detached	1.000000	0.000000
OR, 01104	Mobile Home	1.000000	0.000000
OR, 01104	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01104	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01104	Single-Family Attached	1.000000	0.000000
OR, 01104	Single-Family Detached	1.000000	0.000000
OR, 01105	Mobile Home	1.000000	0.000000
OR, 01105	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01105	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01105	Single-Family Attached	1.000000	0.000000
OR, 01105	Single-Family Detached	1.000000	0.000000
OR, 01200	Mobile Home	1.000000	0.000000
OR, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01200	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01200	Single-Family Attached	1.000000	0.000000
OR, 01200	Single-Family Detached	1.000000	0.000000
OR, 01301	Mobile Home	1.000000	0.000000
OR, 01301	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01301	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01301	Single-Family Attached	1.000000	0.000000
OR, 01301	Single-Family Detached	1.000000	0.000000
OR, 01302	Mobile Home	1.000000	0.000000
OR, 01302	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01302	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01302	Single-Family Attached	1.000000	0.000000
OR, 01302	Single-Family Detached	1.000000	0.000000
OR, 01303	Mobile Home	1.000000	0.000000
OR, 01303	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01303	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01303	Single-Family Attached	1.000000	0.000000
OR, 01303	Single-Family Detached	1.000000	0.000000
OR, 01305	Mobile Home	1.000000	0.000000
OR, 01305	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01305	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01305	Single-Family Attached	1.000000	0.000000
OR, 01305	Single-Family Detached	1.000000	0.000000
OR, 01314	Mobile Home	1.000000	0.000000
OR, 01314	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01314	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01314	Single-Family Attached	1.000000	0.000000
OR, 01314	Single-Family Detached	1.000000	0.000000
OR, 01316	Mobile Home	1.000000	0.000000
OR, 01316	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01316	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01316	Single-Family Attached	1.000000	0.000000
OR, 01316	Single-Family Detached	1.000000	0.000000
OR, 01317	Mobile Home	1.000000	0.000000
OR, 01317	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01317	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01317	Single-Family Attached	1.000000	0.000000
OR, 01317	Single-Family Detached	1.000000	0.000000
OR, 01318	Mobile Home	1.000000	0.000000
OR, 01318	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01318	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01318	Single-Family Attached	1.000000	0.000000
OR, 01318	Single-Family Detached	1.000000	0.000000
OR, 01319	Mobile Home	1.000000	0.000000
OR, 01319	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01319	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01319	Single-Family Attached	1.000000	0.000000
OR, 01319	Single-Family Detached	1.000000	0.000000
OR, 01320	Mobile Home	1.000000	0.000000
OR, 01320	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01320	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01320	Single-Family Attached	1.000000	0.000000
OR, 01320	Single-Family Detached	1.000000	0.000000
OR, 01321	Mobile Home	1.000000	0.000000
OR, 01321	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01321	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01321	Single-Family Attached	1.000000	0.000000
OR, 01321	Single-Family Detached	1.000000	0.000000
OR, 01322	Mobile Home	1.000000	0.000000
OR, 01322	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01322	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01322	Single-Family Attached	1.000000	0.000000
OR, 01322	Single-Family Detached	1.000000	0.000000
OR, 01323	Mobile Home	1.000000	0.000000
OR, 01323	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01323	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01323	Single-Family Attached	1.000000	0.000000
OR, 01323	Single-Family Detached	1.000000	0.000000
OR, 01324	Mobile Home	1.000000	0.000000
OR, 01324	Multi-Family with 2 - 4 Units	1.000000	0.000000
OR, 01324	Multi-Family with 5+ Units	1.000000	0.000000
OR, 01324	Single-Family Attached	1.000000	0.000000
OR, 01324	Single-Family Detached	1.000000	0.000000
PA, 00101	Mobile Home	1.000000	0.000000
PA, 00101	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00101	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00101	Single-Family Attached	1.000000	0.000000
PA, 00101	Single-Family Detached	1.000000	0.000000
PA, 00102	Mobile Home	1.000000	0.000000
PA, 00102	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00102	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00102	Single-Family Attached	1.000000	0.000000
PA, 00102	Single-Family Detached	1.000000	0.000000
PA, 00200	Mobile Home	1.000000	0.000000
PA, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00200	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00200	Single-Family Attached	1.000000	0.000000
PA, 00200	Single-Family Detached	1.000000	0.000000
PA, 00300	Mobile Home	1.000000	0.000000
PA, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00300	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00300	Single-Family Attached	1.000000	0.000000
PA, 00300	Single-Family Detached	1.000000	0.000000
PA, 00400	Mobile Home	1.000000	0.000000
PA, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00400	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00400	Single-Family Attached	1.000000	0.000000
PA, 00400	Single-Family Detached	1.000000	0.000000
PA, 00500	Mobile Home	1.000000	0.000000
PA, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00500	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00500	Single-Family Attached	1.000000	0.000000
PA, 00500	Single-Family Detached	1.000000	0.000000
PA, 00600	Mobile Home	1.000000	0.000000
PA, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00600	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00600	Single-Family Attached	1.000000	0.000000
PA, 00600	Single-Family Detached	1.000000	0.000000
PA, 00701	Mobile Home	1.000000	0.000000
PA, 00701	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00701	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00701	Single-Family Attached	1.000000	0.000000
PA, 00701	Single-Family Detached	1.000000	0.000000
PA, 00702	Mobile Home	1.000000	0.000000
PA, 00702	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00702	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00702	Single-Family Attached	1.000000	0.000000
PA, 00702	Single-Family Detached	1.000000	0.000000
PA, 00801	Mobile Home	1.000000	0.000000
PA, 00801	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00801	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00801	Single-Family Attached	1.000000	0.000000
PA, 00801	Single-Family Detached	1.000000	0.000000
PA, 00802	Mobile Home	1.000000	0.000000
PA, 00802	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00802	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00802	Single-Family Attached	1.000000	0.000000
PA, 00802	Single-Family Detached	1.000000	0.000000
PA, 00803	Mobile Home	1.000000	0.000000
PA, 00803	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00803	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00803	Single-Family Attached	1.000000	0.000000
PA, 00803	Single-Family Detached	1.000000	0.000000
PA, 00900	Mobile Home	1.000000	0.000000
PA, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 00900	Multi-Family with 5+ Units	1.000000	0.000000
PA, 00900	Single-Family Attached	1.000000	0.000000
PA, 00900	Single-Family Detached	1.000000	0.000000
PA, 01000	Mobile Home	1.000000	0.000000
PA, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01000	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01000	Single-Family Attached	1.000000	0.000000
PA, 01000	Single-Family Detached	1.000000	0.000000
PA, 01100	Mobile Home	1.000000	0.000000
PA, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01100	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01100	Single-Family Attached	1.000000	0.000000
PA, 01100	Single-Family Detached	1.000000	0.000000
PA, 01200	Mobile Home	1.000000	0.000000
PA, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01200	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01200	Single-Family Attached	1.000000	0.000000
PA, 01200	Single-Family Detached	1.000000	0.000000
PA, 01300	Mobile Home	1.000000	0.000000
PA, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01300	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01300	Single-Family Attached	1.000000	0.000000
PA, 01300	Single-Family Detached	1.000000	0.000000
PA, 01400	Mobile Home	1.000000	0.000000
PA, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01400	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01400	Single-Family Attached	1.000000	0.000000
PA, 01400	Single-Family Detached	1.000000	0.000000
PA, 01501	Mobile Home	1.000000	0.000000
PA, 01501	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01501	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01501	Single-Family Attached	1.000000	0.000000
PA, 01501	Single-Family Detached	1.000000	0.000000
PA, 01502	Mobile Home	1.000000	0.000000
PA, 01502	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01502	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01502	Single-Family Attached	1.000000	0.000000
PA, 01502	Single-Family Detached	1.000000	0.000000
PA, 01600	Mobile Home	1.000000	0.000000
PA, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01600	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01600	Single-Family Attached	1.000000	0.000000
PA, 01600	Single-Family Detached	1.000000	0.000000
PA, 01701	Mobile Home	1.000000	0.000000
PA, 01701	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01701	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01701	Single-Family Attached	1.000000	0.000000
PA, 01701	Single-Family Detached	1.000000	0.000000
PA, 01702	Mobile Home	1.000000	0.000000
PA, 01702	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01702	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01702	Single-Family Attached	1.000000	0.000000
PA, 01702	Single-Family Detached	1.000000	0.000000
PA, 01801	Mobile Home	1.000000	0.000000
PA, 01801	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01801	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01801	Single-Family Attached	1.000000	0.000000
PA, 01801	Single-Family Detached	1.000000	0.000000
PA, 01802	Mobile Home	1.000000	0.000000
PA, 01802	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01802	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01802	Single-Family Attached	1.000000	0.000000
PA, 01802	Single-Family Detached	1.000000	0.000000
PA, 01803	Mobile Home	1.000000	0.000000
PA, 01803	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01803	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01803	Single-Family Attached	1.000000	0.000000
PA, 01803	Single-Family Detached	1.000000	0.000000
PA, 01804	Mobile Home	1.000000	0.000000
PA, 01804	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01804	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01804	Single-Family Attached	1.000000	0.000000
PA, 01804	Single-Family Detached	1.000000	0.000000
PA, 01805	Mobile Home	1.000000	0.000000
PA, 01805	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01805	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01805	Single-Family Attached	1.000000	0.000000
PA, 01805	Single-Family Detached	1.000000	0.000000
PA, 01806	Mobile Home	1.000000	0.000000
PA, 01806	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01806	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01806	Single-Family Attached	1.000000	0.000000
PA, 01806	Single-Family Detached	1.000000	0.000000
PA, 01807	Mobile Home	1.000000	0.000000
PA, 01807	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01807	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01807	Single-Family Attached	1.000000	0.000000
PA, 01807	Single-Family Detached	1.000000	0.000000
PA, 01900	Mobile Home	1.000000	0.000000
PA, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 01900	Multi-Family with 5+ Units	1.000000	0.000000
PA, 01900	Single-Family Attached	1.000000	0.000000
PA, 01900	Single-Family Detached	1.000000	0.000000
PA, 02001	Mobile Home	1.000000	0.000000
PA, 02001	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02001	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02001	Single-Family Attached	1.000000	0.000000
PA, 02001	Single-Family Detached	1.000000	0.000000
PA, 02002	Mobile Home	1.000000	0.000000
PA, 02002	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02002	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02002	Single-Family Attached	1.000000	0.000000
PA, 02002	Single-Family Detached	1.000000	0.000000
PA, 02003	Mobile Home	1.000000	0.000000
PA, 02003	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02003	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02003	Single-Family Attached	1.000000	0.000000
PA, 02003	Single-Family Detached	1.000000	0.000000
PA, 02100	Mobile Home	1.000000	0.000000
PA, 02100	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02100	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02100	Single-Family Attached	1.000000	0.000000
PA, 02100	Single-Family Detached	1.000000	0.000000
PA, 02200	Mobile Home	1.000000	0.000000
PA, 02200	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02200	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02200	Single-Family Attached	1.000000	0.000000
PA, 02200	Single-Family Detached	1.000000	0.000000
PA, 02301	Mobile Home	1.000000	0.000000
PA, 02301	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02301	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02301	Single-Family Attached	1.000000	0.000000
PA, 02301	Single-Family Detached	1.000000	0.000000
PA, 02302	Mobile Home	1.000000	0.000000
PA, 02302	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02302	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02302	Single-Family Attached	1.000000	0.000000
PA, 02302	Single-Family Detached	1.000000	0.000000
PA, 02401	Mobile Home	1.000000	0.000000
PA, 02401	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02401	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02401	Single-Family Attached	1.000000	0.000000
PA, 02401	Single-Family Detached	1.000000	0.000000
PA, 02402	Mobile Home	1.000000	0.000000
PA, 02402	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02402	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02402	Single-Family Attached	1.000000	0.000000
PA, 02402	Single-Family Detached	1.000000	0.000000
PA, 02500	Mobile Home	1.000000	0.000000
PA, 02500	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02500	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02500	Single-Family Attached	1.000000	0.000000
PA, 02500	Single-Family Detached	1.000000	0.000000
PA, 02600	Mobile Home	1.000000	0.000000
PA, 02600	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02600	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02600	Single-Family Attached	1.000000	0.000000
PA, 02600	Single-Family Detached	1.000000	0.000000
PA, 02701	Mobile Home	1.000000	0.000000
PA, 02701	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02701	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02701	Single-Family Attached	1.000000	0.000000
PA, 02701	Single-Family Detached	1.000000	0.000000
PA, 02702	Mobile Home	1.000000	0.000000
PA, 02702	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02702	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02702	Single-Family Attached	1.000000	0.000000
PA, 02702	Single-Family Detached	1.000000	0.000000
PA, 02703	Mobile Home	1.000000	0.000000
PA, 02703	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02703	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02703	Single-Family Attached	1.000000	0.000000
PA, 02703	Single-Family Detached	1.000000	0.000000
PA, 02801	Mobile Home	1.000000	0.000000
PA, 02801	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02801	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02801	Single-Family Attached	1.000000	0.000000
PA, 02801	Single-Family Detached	1.000000	0.000000
PA, 02802	Mobile Home	1.000000	0.000000
PA, 02802	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02802	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02802	Single-Family Attached	1.000000	0.000000
PA, 02802	Single-Family Detached	1.000000	0.000000
PA, 02803	Mobile Home	1.000000	0.000000
PA, 02803	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02803	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02803	Single-Family Attached	1.000000	0.000000
PA, 02803	Single-Family Detached	1.000000	0.000000
PA, 02901	Mobile Home	1.000000	0.000000
PA, 02901	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02901	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02901	Single-Family Attached	1.000000	0.000000
PA, 02901	Single-Family Detached	1.000000	0.000000
PA, 02902	Mobile Home	1.000000	0.000000
PA, 02902	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 02902	Multi-Family with 5+ Units	1.000000	0.000000
PA, 02902	Single-Family Attached	1.000000	0.000000
PA, 02902	Single-Family Detached	1.000000	0.000000
PA, 03001	Mobile Home	1.000000	0.000000
PA, 03001	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03001	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03001	Single-Family Attached	1.000000	0.000000
PA, 03001	Single-Family Detached	1.000000	0.000000
PA, 03002	Mobile Home	1.000000	0.000000
PA, 03002	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03002	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03002	Single-Family Attached	1.000000	0.000000
PA, 03002	Single-Family Detached	1.000000	0.000000
PA, 03003	Mobile Home	1.000000	0.000000
PA, 03003	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03003	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03003	Single-Family Attached	1.000000	0.000000
PA, 03003	Single-Family Detached	1.000000	0.000000
PA, 03004	Mobile Home	1.000000	0.000000
PA, 03004	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03004	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03004	Single-Family Attached	1.000000	0.000000
PA, 03004	Single-Family Detached	1.000000	0.000000
PA, 03101	Mobile Home	1.000000	0.000000
PA, 03101	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03101	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03101	Single-Family Attached	1.000000	0.000000
PA, 03101	Single-Family Detached	1.000000	0.000000
PA, 03102	Mobile Home	1.000000	0.000000
PA, 03102	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03102	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03102	Single-Family Attached	1.000000	0.000000
PA, 03102	Single-Family Detached	1.000000	0.000000
PA, 03103	Mobile Home	1.000000	0.000000
PA, 03103	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03103	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03103	Single-Family Attached	1.000000	0.000000
PA, 03103	Single-Family Detached	1.000000	0.000000
PA, 03104	Mobile Home	1.000000	0.000000
PA, 03104	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03104	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03104	Single-Family Attached	1.000000	0.000000
PA, 03104	Single-Family Detached	1.000000	0.000000
PA, 03105	Mobile Home	1.000000	0.000000
PA, 03105	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03105	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03105	Single-Family Attached	1.000000	0.000000
PA, 03105	Single-Family Detached	1.000000	0.000000
PA, 03106	Mobile Home	1.000000	0.000000
PA, 03106	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03106	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03106	Single-Family Attached	1.000000	0.000000
PA, 03106	Single-Family Detached	1.000000	0.000000
PA, 03201	Mobile Home	1.000000	0.000000
PA, 03201	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03201	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03201	Single-Family Attached	1.000000	0.000000
PA, 03201	Single-Family Detached	1.000000	0.000000
PA, 03202	Mobile Home	1.000000	0.000000
PA, 03202	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03202	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03202	Single-Family Attached	1.000000	0.000000
PA, 03202	Single-Family Detached	1.000000	0.000000
PA, 03203	Mobile Home	1.000000	0.000000
PA, 03203	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03203	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03203	Single-Family Attached	1.000000	0.000000
PA, 03203	Single-Family Detached	1.000000	0.000000
PA, 03204	Mobile Home	1.000000	0.000000
PA, 03204	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03204	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03204	Single-Family Attached	1.000000	0.000000
PA, 03204	Single-Family Detached	1.000000	0.000000
PA, 03205	Mobile Home	1.000000	0.000000
PA, 03205	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03205	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03205	Single-Family Attached	1.000000	0.000000
PA, 03205	Single-Family Detached	1.000000	0.000000
PA, 03206	Mobile Home	1.000000	0.000000
PA, 03206	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03206	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03206	Single-Family Attached	1.000000	0.000000
PA, 03206	Single-Family Detached	1.000000	0.000000
PA, 03207	Mobile Home	1.000000	0.000000
PA, 03207	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03207	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03207	Single-Family Attached	1.000000	0.000000
PA, 03207	Single-Family Detached	1.000000	0.000000
PA, 03208	Mobile Home	1.000000	0.000000
PA, 03208	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03208	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03208	Single-Family Attached	1.000000	0.000000
PA, 03208	Single-Family Detached	1.000000	0.000000
PA, 03209	Mobile Home	1.000000	0.000000
PA, 03209	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03209	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03209	Single-Family Attached	1.000000	0.000000
PA, 03209	Single-Family Detached	1.000000	0.000000
PA, 03210	Mobile Home	1.000000	0.000000
