Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G0600770005206	0.25	0.25	0.25	0.25	0	0.0
G0600770005207	0.25	0.25	0.25	0.25	0	0.0
G0600770005208	0.25	0.25	0.25	0.25	0	0.0
G0600770005209	0.25	0.25	0.25	0.25	0	0.0
G0600770005210	0.25	0.25	0.25	0.25	0	0.0
G0600770005302	0.25	0.25	0.25	0.25	0	0.0
G0600770005303	0.25	0.25	0.25	0.25	0	0.0
G0600770005305	0.25	0.25	0.25	0.25	0	0.0
G0600770005307	0.25	0.25	0.25	0.25	0	0.0
G0600770005308	0.25	0.25	0.25	0.25	0	0.0
G0600770005403	0.25	0.25	0.25	0.25	0	0.0
G0600770005405	0.25	0.25	0.25	0.25	0	0.0
G0600770005406	0.25	0.25	0.25	0.25	0	0.0
G0600770005501	0.25	0.25	0.25	0.25	0	0.0
G0600770005502	0.25	0.25	0.25	0.25	0	0.0
G0600790010002	0.25	0.25	0.25	0.25	0	0.0
G0600790010016	0.25	0.25	0.25	0.25	0	0.0
G0600790010101	0.25	0.25	0.25	0.25	0	0.0
G0600790010102	0.25	0.25	0.25	0.25	0	0.0
G0600790010201	0.25	0.25	0.25	0.25	0	0.0
G0600790010202	0.25	0.25	0.25	0.25	0	0.0
G0600790010204	0.25	0.25	0.25	0.25	0	0.0
G0600790010205	0.25	0.25	0.25	0.25	0	0.0
G0600790010300	0.25	0.25	0.25	0.25	0	0.0
G0600790010403	0.25	0.25	0.25	0.25	0	0.0
G0600790010404	0.25	0.25	0.25	0.25	0	0.0
G0600790010503	0.25	0.25	0.25	0.25	0	0.0
G0600790010504	0.25	0.25	0.25	0.25	0	0.0
G0600790010602	0.25	0.25	0.25	0.25	0	0.0
G0600790010603	0.25	0.25	0.25	0.25	0	0.0
G0600790010701	0.25	0.25	0.25	0.25	0	0.0
G0600790010703	0.25	0.25	0.25	0.25	0	0.0
G0600790010707	0.25	0.25	0.25	0.25	0	0.0
G0600790010901	0.25	0.25	0.25	0.25	0	0.0
G0600790010902	0.25	0.25	0.25	0.25	0	0.0
G0600790011001	0.25	0.25	0.25	0.25	0	0.0
G0600790011002	0.25	0.25	0.25	0.25	0	0.0
G0600790011101	0.25	0.25	0.25	0.25	0	0.0
G0600790011102	0.25	0.25	0.25	0.25	0	0.0
G0600790011103	0.25	0.25	0.25	0.25	0	0.0
G0600790011200	0.25	0.25	0.25	0.25	0	0.0
G0600790011300	0.25	0.25	0.25	0.25	0	0.0
G0600790011400	0.25	0.25	0.25	0.25	0	0.0
G0600790011501	0.25	0.25	0.25	0.25	0	0.0
G0600790011503	0.25	0.25	0.25	0.25	0	0.0
G0600790011504	0.25	0.25	0.25	0.25	0	0.0
G0600790011600	0.25	0.25	0.25	0.25	0	0.0
G0600790011701	0.25	0.25	0.25	0.25	0	0.0
G0600790011704	0.25	0.25	0.25	0.25	0	0.0
G0600790011800	0.25	0.25	0.25	0.25	0	0.0
G0600790011901	0.25	0.25	0.25	0.25	0	0.0
G0600790011902	0.25	0.25	0.25	0.25	0	0.0
G0600790012000	0.25	0.25	0.25	0.25	0	0.0
G0600790012102	0.25	0.25	0.25	0.25	0	0.0
G0600790012200	0.25	0.25	0.25	0.25	0	0.0
G0600790012302	0.25	0.25	0.25	0.25	0	0.0
G0600790012304	0.25	0.25	0.25	0.25	0	0.0
G0600790012401	0.25	0.25	0.25	0.25	0	0.0
G0600790012402	0.25	0.25	0.25	0.25	0	0.0
G0600790012502	0.25	0.25	0.25	0.25	0	0.0
G0600790012503	0.25	0.25	0.25	0.25	0	0.0
G0600790012505	0.25	0.25	0.25	0.25	0	0.0
G0600790012600	0.25	0.25	0.25	0.25	0	0.0
G0600790012702	0.25	0.25	0.25	0.25	0	0.0
G0600790012704	0.25	0.25	0.25	0.25	0	0.0
G0600790012800	0.25	0.25	0.25	0.25	0	0.0
G0600790012900	0.25	0.25	0.25	0.25	0	0.0
G0600790013000	0.25	0.25	0.25	0.25	0	0.0
G0600790990000	0.25	0.25	0.25	0.25	0	0.0
G0600810600100	0.25	0.25	0.25	0.25	0	0.0
G0600810600200	0.25	0.25	0.25	0.25	0	0.0
G0600810600300	0.25	0.25	0.25	0.25	0	0.0
G0600810600401	0.25	0.25	0.25	0.25	0	0.0
G0600810600402	0.25	0.25	0.25	0.25	0	0.0
G0600810600500	0.25	0.25	0.25	0.25	0	0.0
G0600810600600	0.25	0.25	0.25	0.25	0	0.0
G0600810600700	0.25	0.25	0.25	0.25	0	0.0
G0600810600800	0.25	0.25	0.25	0.25	0	0.0
G0600810600900	0.25	0.25	0.25	0.25	0	0.0
G0600810601000	0.25	0.25	0.25	0.25	0	0.0
G0600810601100	0.25	0.25	0.25	0.25	0	0.0
G0600810601200	0.25	0.25	0.25	0.25	0	0.0
G0600810601300	0.25	0.25	0.25	0.25	0	0.0
G0600810601400	0.25	0.25	0.25	0.25	0	0.0
G0600810601501	0.25	0.25	0.25	0.25	0	0.0
G0600810601502	0.25	0.25	0.25	0.25	0	0.0
G0600810601601	0.25	0.25	0.25	0.25	0	0.0
G0600810601603	0.25	0.25	0.25	0.25	0	0.0
G0600810601604	0.25	0.25	0.25	0.25	0	0.0
G0600810601605	0.25	0.25	0.25	0.25	0	0.0
G0600810601700	0.25	0.25	0.25	0.25	0	0.0
G0600810601800	0.25	0.25	0.25	0.25	0	0.0
G0600810601901	0.25	0.25	0.25	0.25	0	0.0
G0600810601902	0.25	0.25	0.25	0.25	0	0.0
G0600810602000	0.25	0.25	0.25	0.25	0	0.0
G0600810602100	0.25	0.25	0.25	0.25	0	0.0
G0600810602200	0.25	0.25	0.25	0.25	0	0.0
G0600810602300	0.25	0.25	0.25	0.25	0	0.0
G0600810602400	0.25	0.25	0.25	0.25	0	0.0
G0600810602500	0.25	0.25	0.25	0.25	0	0.0
G0600810602600	0.25	0.25	0.25	0.25	0	0.0
G0600810602700	0.25	0.25	0.25	0.25	0	0.0
G0600810602800	0.25	0.25	0.25	0.25	0	0.0
G0600810602900	0.25	0.25	0.25	0.25	0	0.0
G0600810603000	0.25	0.25	0.25	0.25	0	0.0
G0600810603100	0.25	0.25	0.25	0.25	0	0.0
G0600810603200	0.25	0.25	0.25	0.25	0	0.0
G0600810603300	0.25	0.25	0.25	0.25	0	0.0
G0600810603400	0.25	0.25	0.25	0.25	0	0.0
G0600810603700	0.25	0.25	0.25	0.25	0	0.0
G0600810603801	0.25	0.25	0.25	0.25	0	0.0
G0600810603802	0.25	0.25	0.25	0.25	0	0.0
G0600810603900	0.25	0.25	0.25	0.25	0	0.0
G0600810604000	0.25	0.25	0.25	0.25	0	0.0
G0600810604101	0.25	0.25	0.25	0.25	0	0.0
G0600810604102	0.25	0.25	0.25	0.25	0	0.0
G0600810604200	0.25	0.25	0.25	0.25	0	0.0
G0600810604400	0.25	0.25	0.25	0.25	0	0.0
G0600810604500	0.25	0.25	0.25	0.25	0	0.0
G0600810604600	0.25	0.25	0.25	0.25	0	0.0
G0600810604700	0.25	0.25	0.25	0.25	0	0.0
G0600810604800	0.25	0.25	0.25	0.25	0	0.0
G0600810604900	0.25	0.25	0.25	0.25	0	0.0
G0600810605000	0.25	0.25	0.25	0.25	0	0.0
G0600810605100	0.25	0.25	0.25	0.25	0	0.0
G0600810605200	0.25	0.25	0.25	0.25	0	0.0
G0600810605300	0.25	0.25	0.25	0.25	0	0.0
G0600810605400	0.25	0.25	0.25	0.25	0	0.0
G0600810605500	0.25	0.25	0.25	0.25	0	0.0
G0600810605600	0.25	0.25	0.25	0.25	0	0.0
G0600810605700	0.25	0.25	0.25	0.25	0	0.0
G0600810605800	0.25	0.25	0.25	0.25	0	0.0
G0600810605900	0.25	0.25	0.25	0.25	0	0.0
G0600810606000	0.25	0.25	0.25	0.25	0	0.0
G0600810606100	0.25	0.25	0.25	0.25	0	0.0
G0600810606200	0.25	0.25	0.25	0.25	0	0.0
G0600810606300	0.25	0.25	0.25	0.25	0	0.0
G0600810606400	0.25	0.25	0.25	0.25	0	0.0
G0600810606500	0.25	0.25	0.25	0.25	0	0.0
G0600810606600	0.25	0.25	0.25	0.25	0	0.0
G0600810606700	0.25	0.25	0.25	0.25	0	0.0
G0600810606800	0.25	0.25	0.25	0.25	0	0.0
G0600810606900	0.25	0.25	0.25	0.25	0	0.0
G0600810607000	0.25	0.25	0.25	0.25	0	0.0
G0600810607100	0.25	0.25	0.25	0.25	0	0.0
G0600810607200	0.25	0.25	0.25	0.25	0	0.0
G0600810607300	0.25	0.25	0.25	0.25	0	0.0
G0600810607400	0.25	0.25	0.25	0.25	0	0.0
G0600810607500	0.25	0.25	0.25	0.25	0	0.0
G0600810607600	0.25	0.25	0.25	0.25	0	0.0
G0600810607701	0.25	0.25	0.25	0.25	0	0.0
G0600810607702	0.25	0.25	0.25	0.25	0	0.0
G0600810607800	0.25	0.25	0.25	0.25	0	0.0
G0600810607900	0.25	0.25	0.25	0.25	0	0.0
G0600810608001	0.25	0.25	0.25	0.25	0	0.0
G0600810608002	0.25	0.25	0.25	0.25	0	0.0
G0600810608004	0.25	0.25	0.25	0.25	0	0.0
G0600810608013	0.25	0.25	0.25	0.25	0	0.0
G0600810608023	0.25	0.25	0.25	0.25	0	0.0
G0600810608100	0.25	0.25	0.25	0.25	0	0.0
G0600810608200	0.25	0.25	0.25	0.25	0	0.0
G0600810608300	0.25	0.25	0.25	0.25	0	0.0
G0600810608400	0.25	0.25	0.25	0.25	0	0.0
G0600810608501	0.25	0.25	0.25	0.25	0	0.0
G0600810608502	0.25	0.25	0.25	0.25	0	0.0
G0600810608600	0.25	0.25	0.25	0.25	0	0.0
G0600810608700	0.25	0.25	0.25	0.25	0	0.0
G0600810608800	0.25	0.25	0.25	0.25	0	0.0
G0600810608900	0.25	0.25	0.25	0.25	0	0.0
G0600810609000	0.25	0.25	0.25	0.25	0	0.0
G0600810609100	0.25	0.25	0.25	0.25	0	0.0
G0600810609201	0.25	0.25	0.25	0.25	0	0.0
G0600810609202	0.25	0.25	0.25	0.25	0	0.0
G0600810609300	0.25	0.25	0.25	0.25	0	0.0
G0600810609400	0.25	0.25	0.25	0.25	0	0.0
G0600810609500	0.25	0.25	0.25	0.25	0	0.0
G0600810609601	0.25	0.25	0.25	0.25	0	0.0
G0600810609602	0.25	0.25	0.25	0.25	0	0.0
G0600810609603	0.25	0.25	0.25	0.25	0	0.0
G0600810609700	0.25	0.25	0.25	0.25	0	0.0
G0600810609800	0.25	0.25	0.25	0.25	0	0.0
G0600810609900	0.25	0.25	0.25	0.25	0	0.0
G0600810610000	0.25	0.25	0.25	0.25	0	0.0
G0600810610100	0.25	0.25	0.25	0.25	0	0.0
G0600810610201	0.25	0.25	0.25	0.25	0	0.0
G0600810610202	0.25	0.25	0.25	0.25	0	0.0
G0600810610203	0.25	0.25	0.25	0.25	0	0.0
G0600810610302	0.25	0.25	0.25	0.25	0	0.0
G0600810610303	0.25	0.25	0.25	0.25	0	0.0
G0600810610304	0.25	0.25	0.25	0.25	0	0.0
G0600810610400	0.25	0.25	0.25	0.25	0	0.0
G0600810610500	0.25	0.25	0.25	0.25	0	0.0
G0600810610601	0.25	0.25	0.25	0.25	0	0.0
G0600810610602	0.25	0.25	0.25	0.25	0	0.0
G0600810610700	0.25	0.25	0.25	0.25	0	0.0
G0600810610800	0.25	0.25	0.25	0.25	0	0.0
G0600810610900	0.25	0.25	0.25	0.25	0	0.0
G0600810611000	0.25	0.25	0.25	0.25	0	0.0
G0600810611100	0.25	0.25	0.25	0.25	0	0.0
G0600810611200	0.25	0.25	0.25	0.25	0	0.0
G0600810611300	0.25	0.25	0.25	0.25	0	0.0
G0600810611400	0.25	0.25	0.25	0.25	0	0.0
G0600810611500	0.25	0.25	0.25	0.25	0	0.0
G0600810611600	0.25	0.25	0.25	0.25	0	0.0
G0600810611700	0.25	0.25	0.25	0.25	0	0.0
G0600810611800	0.25	0.25	0.25	0.25	0	0.0
G0600810611900	0.25	0.25	0.25	0.25	0	0.0
G0600810612000	0.25	0.25	0.25	0.25	0	0.0
G0600810612100	0.25	0.25	0.25	0.25	0	0.0
G0600810612500	0.25	0.25	0.25	0.25	0	0.0
G0600810612600	0.25	0.25	0.25	0.25	0	0.0
G0600810612700	0.25	0.25	0.25	0.25	0	0.0
G0600810612800	0.25	0.25	0.25	0.25	0	0.0
G0600810612900	0.25	0.25	0.25	0.25	0	0.0
G0600810613000	0.25	0.25	0.25	0.25	0	0.0
G0600810613200	0.25	0.25	0.25	0.25	0	0.0
G0600810613300	0.25	0.25	0.25	0.25	0	0.0
G0600810613400	0.25	0.25	0.25	0.25	0	0.0
G0600810613501	0.25	0.25	0.25	0.25	0	0.0
G0600810613502	0.25	0.25	0.25	0.25	0	0.0
G0600810613600	0.25	0.25	0.25	0.25	0	0.0
G0600810613700	0.25	0.25	0.25	0.25	0	0.0
G0600810613800	0.25	0.25	0.25	0.25	0	0.0
G0600810613900	0.25	0.25	0.25	0.25	0	0.0
G0600810614000	0.25	0.25	0.25	0.25	0	0.0
G0600810984300	0.25	0.25	0.25	0.25	0	0.0
G0600810990100	0.25	0.25	0.25	0.25	0	0.0
G0600830000101	0.25	0.25	0.25	0.25	0	0.0
G0600830000102	0.25	0.25	0.25	0.25	0	0.0
G0600830000103	0.25	0.25	0.25	0.25	0	0.0
G0600830000200	0.25	0.25	0.25	0.25	0	0.0
G0600830000301	0.25	0.25	0.25	0.25	0	0.0
G0600830000302	0.25	0.25	0.25	0.25	0	0.0
G0600830000400	0.25	0.25	0.25	0.25	0	0.0
G0600830000501	0.25	0.25	0.25	0.25	0	0.0
G0600830000502	0.25	0.25	0.25	0.25	0	0.0
G0600830000600	0.25	0.25	0.25	0.25	0	0.0
G0600830000700	0.25	0.25	0.25	0.25	0	0.0
G0600830000801	0.25	0.25	0.25	0.25	0	0.0
G0600830000804	0.25	0.25	0.25	0.25	0	0.0
G0600830000900	0.25	0.25	0.25	0.25	0	0.0
G0600830001000	0.25	0.25	0.25	0.25	0	0.0
G0600830001101	0.25	0.25	0.25	0.25	0	0.0
G0600830001102	0.25	0.25	0.25	0.25	0	0.0
G0600830001203	0.25	0.25	0.25	0.25	0	0.0
G0600830001206	0.25	0.25	0.25	0.25	0	0.0
G0600830001208	0.25	0.25	0.25	0.25	0	0.0
G0600830001304	0.25	0.25	0.25	0.25	0	0.0
G0600830001306	0.25	0.25	0.25	0.25	0	0.0
G0600830001402	0.25	0.25	0.25	0.25	0	0.0
G0600830001500	0.25	0.25	0.25	0.25	0	0.0
G0600830001601	0.25	0.25	0.25	0.25	0	0.0
G0600830001604	0.25	0.25	0.25	0.25	0	0.0
G0600830001704	0.25	0.25	0.25	0.25	0	0.0
G0600830001706	0.25	0.25	0.25	0.25	0	0.0
G0600830001800	0.25	0.25	0.25	0.25	0	0.0
G0600830001901	0.25	0.25	0.25	0.25	0	0.0
G0600830001903	0.25	0.25	0.25	0.25	0	0.0
G0600830001905	0.25	0.25	0.25	0.25	0	0.0
G0600830001906	0.25	0.25	0.25	0.25	0	0.0
G0600830002005	0.25	0.25	0.25	0.25	0	0.0
G0600830002006	0.25	0.25	0.25	0.25	0	0.0
G0600830002007	0.25	0.25	0.25	0.25	0	0.0
G0600830002008	0.25	0.25	0.25	0.25	0	0.0
G0600830002009	0.25	0.25	0.25	0.25	0	0.0
G0600830002010	0.25	0.25	0.25	0.25	0	0.0
G0600830002011	0.25	0.25	0.25	0.25	0	0.0
G0600830002012	0.25	0.25	0.25	0.25	0	0.0
G0600830002013	0.25	0.25	0.25	0.25	0	0.0
G0600830002101	0.25	0.25	0.25	0.25	0	0.0
G0600830002102	0.25	0.25	0.25	0.25	0	0.0
G0600830002103	0.25	0.25	0.25	0.25	0	0.0
G0600830002205	0.25	0.25	0.25	0.25	0	0.0
G0600830002206	0.25	0.25	0.25	0.25	0	0.0
G0600830002209	0.25	0.25	0.25	0.25	0	0.0
G0600830002210	0.25	0.25	0.25	0.25	0	0.0
G0600830002211	0.25	0.25	0.25	0.25	0	0.0
G0600830002303	0.25	0.25	0.25	0.25	0	0.0
G0600830002304	0.25	0.25	0.25	0.25	0	0.0
G0600830002305	0.25	0.25	0.25	0.25	0	0.0
G0600830002306	0.25	0.25	0.25	0.25	0	0.0
G0600830002402	0.25	0.25	0.25	0.25	0	0.0
G0600830002403	0.25	0.25	0.25	0.25	0	0.0
G0600830002404	0.25	0.25	0.25	0.25	0	0.0
G0600830002502	0.25	0.25	0.25	0.25	0	0.0
G0600830002604	0.25	0.25	0.25	0.25	0	0.0
G0600830002606	0.25	0.25	0.25	0.25	0	0.0
G0600830002702	0.25	0.25	0.25	0.25	0	0.0
G0600830002703	0.25	0.25	0.25	0.25	0	0.0
G0600830002705	0.25	0.25	0.25	0.25	0	0.0
G0600830002706	0.25	0.25	0.25	0.25	0	0.0
G0600830002707	0.25	0.25	0.25	0.25	0	0.0
G0600830002708	0.25	0.25	0.25	0.25	0	0.0
G0600830002802	0.25	0.25	0.25	0.25	0	0.0
G0600830002806	0.25	0.25	0.25	0.25	0	0.0
G0600830002808	0.25	0.25	0.25	0.25	0	0.0
G0600830002809	0.25	0.25	0.25	0.25	0	0.0
G0600830002906	0.25	0.25	0.25	0.25	0	0.0
G0600830002907	0.25	0.25	0.25	0.25	0	0.0
G0600830002909	0.25	0.25	0.25	0.25	0	0.0
G0600830002913	0.25	0.25	0.25	0.25	0	0.0
G0600830002914	0.25	0.25	0.25	0.25	0	0.0
G0600830002915	0.25	0.25	0.25	0.25	0	0.0
G0600830002922	0.25	0.25	0.25	0.25	0	0.0
G0600830002924	0.25	0.25	0.25	0.25	0	0.0
G0600830002926	0.25	0.25	0.25	0.25	0	0.0
G0600830002928	0.25	0.25	0.25	0.25	0	0.0
G0600830002930	0.25	0.25	0.25	0.25	0	0.0
G0600830002932	0.25	0.25	0.25	0.25	0	0.0
G0600830003001	0.25	0.25	0.25	0.25	0	0.0
G0600830003004	0.25	0.25	0.25	0.25	0	0.0
G0600830003005	0.25	0.25	0.25	0.25	0	0.0
G0600830003007	0.25	0.25	0.25	0.25	0	0.0
G0600830003102	0.25	0.25	0.25	0.25	0	0.0
G0600830980000	0.25	0.25	0.25	0.25	0	0.0
G0600830980100	0.25	0.25	0.25	0.25	0	0.0
G0600830990000	0.25	0.25	0.25	0.25	0	0.0
G0600850500100	0.25	0.25	0.25	0.25	0	0.0
G0600850500200	0.25	0.25	0.25	0.25	0	0.0
G0600850500300	0.25	0.25	0.25	0.25	0	0.0
G0600850500400	0.25	0.25	0.25	0.25	0	0.0
G0600850500500	0.25	0.25	0.25	0.25	0	0.0
G0600850500600	0.25	0.25	0.25	0.25	0	0.0
G0600850500800	0.25	0.25	0.25	0.25	0	0.0
G0600850500901	0.25	0.25	0.25	0.25	0	0.0
G0600850500902	0.25	0.25	0.25	0.25	0	0.0
G0600850501000	0.25	0.25	0.25	0.25	0	0.0
G0600850501101	0.25	0.25	0.25	0.25	0	0.0
G0600850501102	0.25	0.25	0.25	0.25	0	0.0
G0600850501200	0.25	0.25	0.25	0.25	0	0.0
G0600850501300	0.25	0.25	0.25	0.25	0	0.0
G0600850501401	0.25	0.25	0.25	0.25	0	0.0
G0600850501402	0.25	0.25	0.25	0.25	0	0.0
G0600850501501	0.25	0.25	0.25	0.25	0	0.0
G0600850501502	0.25	0.25	0.25	0.25	0	0.0
G0600850501600	0.25	0.25	0.25	0.25	0	0.0
G0600850501700	0.25	0.25	0.25	0.25	0	0.0
G0600850501800	0.25	0.25	0.25	0.25	0	0.0
G0600850501900	0.25	0.25	0.25	0.25	0	0.0
G0600850502001	0.25	0.25	0.25	0.25	0	0.0
G0600850502002	0.25	0.25	0.25	0.25	0	0.0
G0600850502101	0.25	0.25	0.25	0.25	0	0.0
G0600850502102	0.25	0.25	0.25	0.25	0	0.0
G0600850502201	0.25	0.25	0.25	0.25	0	0.0
G0600850502202	0.25	0.25	0.25	0.25	0	0.0
G0600850502301	0.25	0.25	0.25	0.25	0	0.0
G0600850502302	0.25	0.25	0.25	0.25	0	0.0
G0600850502400	0.25	0.25	0.25	0.25	0	0.0
G0600850502500	0.25	0.25	0.25	0.25	0	0.0
G0600850502601	0.25	0.25	0.25	0.25	0	0.0
G0600850502603	0.25	0.25	0.25	0.25	0	0.0
G0600850502604	0.25	0.25	0.25	0.25	0	0.0
G0600850502701	0.25	0.25	0.25	0.25	0	0.0
G0600850502702	0.25	0.25	0.25	0.25	0	0.0
G0600850502800	0.25	0.25	0.25	0.25	0	0.0
G0600850502901	0.25	0.25	0.25	0.25	0	0.0
G0600850502902	0.25	0.25	0.25	0.25	0	0.0
G0600850502903	0.25	0.25	0.25	0.25	0	0.0
G0600850502906	0.25	0.25	0.25	0.25	0	0.0
G0600850502907	0.25	0.25	0.25	0.25	0	0.0
G0600850502908	0.25	0.25	0.25	0.25	0	0.0
G0600850502909	0.25	0.25	0.25	0.25	0	0.0
G0600850502910	0.25	0.25	0.25	0.25	0	0.0
G0600850503001	0.25	0.25	0.25	0.25	0	0.0
G0600850503002	0.25	0.25	0.25	0.25	0	0.0
G0600850503003	0.25	0.25	0.25	0.25	0	0.0
G0600850503105	0.25	0.25	0.25	0.25	0	0.0
G0600850503108	0.25	0.25	0.25	0.25	0	0.0
G0600850503110	0.25	0.25	0.25	0.25	0	0.0
G0600850503111	0.25	0.25	0.25	0.25	0	0.0
G0600850503112	0.25	0.25	0.25	0.25	0	0.0
G0600850503113	0.25	0.25	0.25	0.25	0	0.0
G0600850503115	0.25	0.25	0.25	0.25	0	0.0
G0600850503116	0.25	0.25	0.25	0.25	0	0.0
G0600850503117	0.25	0.25	0.25	0.25	0	0.0
G0600850503118	0.25	0.25	0.25	0.25	0	0.0
G0600850503121	0.25	0.25	0.25	0.25	0	0.0
G0600850503122	0.25	0.25	0.25	0.25	0	0.0
G0600850503123	0.25	0.25	0.25	0.25	0	0.0
G0600850503204	0.25	0.25	0.25	0.25	0	0.0
G0600850503207	0.25	0.25	0.25	0.25	0	0.0
G0600850503208	0.25	0.25	0.25	0.25	0	0.0
G0600850503210	0.25	0.25	0.25	0.25	0	0.0
G0600850503211	0.25	0.25	0.25	0.25	0	0.0
G0600850503212	0.25	0.25	0.25	0.25	0	0.0
G0600850503213	0.25	0.25	0.25	0.25	0	0.0
G0600850503214	0.25	0.25	0.25	0.25	0	0.0
G0600850503217	0.25	0.25	0.25	0.25	0	0.0
G0600850503218	0.25	0.25	0.25	0.25	0	0.0
G0600850503304	0.25	0.25	0.25	0.25	0	0.0
G0600850503305	0.25	0.25	0.25	0.25	0	0.0
G0600850503306	0.25	0.25	0.25	0.25	0	0.0
G0600850503312	0.25	0.25	0.25	0.25	0	0.0
G0600850503313	0.25	0.25	0.25	0.25	0	0.0
G0600850503315	0.25	0.25	0.25	0.25	0	0.0
G0600850503321	0.25	0.25	0.25	0.25	0	0.0
G0600850503322	0.25	0.25	0.25	0.25	0	0.0
G0600850503323	0.25	0.25	0.25	0.25	0	0.0
G0600850503324	0.25	0.25	0.25	0.25	0	0.0
G0600850503325	0.25	0.25	0.25	0.25	0	0.0
G0600850503326	0.25	0.25	0.25	0.25	0	0.0
G0600850503327	0.25	0.25	0.25	0.25	0	0.0
G0600850503329	0.25	0.25	0.25	0.25	0	0.0
G0600850503330	0.25	0.25	0.25	0.25	0	0.0
G0600850503331	0.25	0.25	0.25	0.25	0	0.0
G0600850503332	0.25	0.25	0.25	0.25	0	0.0
G0600850503333	0.25	0.25	0.25	0.25	0	0.0
G0600850503334	0.25	0.25	0.25	0.25	0	0.0
G0600850503336	0.25	0.25	0.25	0.25	0	0.0
G0600850503337	0.25	0.25	0.25	0.25	0	0.0
G0600850503401	0.25	0.25	0.25	0.25	0	0.0
G0600850503402	0.25	0.25	0.25	0.25	0	0.0
G0600850503504	0.25	0.25	0.25	0.25	0	0.0
G0600850503506	0.25	0.25	0.25	0.25	0	0.0
G0600850503507	0.25	0.25	0.25	0.25	0	0.0
G0600850503508	0.25	0.25	0.25	0.25	0	0.0
G0600850503509	0.25	0.25	0.25	0.25	0	0.0
G0600850503510	0.25	0.25	0.25	0.25	0	0.0
G0600850503511	0.25	0.25	0.25	0.25	0	0.0
G0600850503601	0.25	0.25	0.25	0.25	0	0.0
G0600850503602	0.25	0.25	0.25	0.25	0	0.0
G0600850503703	0.25	0.25	0.25	0.25	0	0.0
G0600850503707	0.25	0.25	0.25	0.25	0	0.0
G0600850503708	0.25	0.25	0.25	0.25	0	0.0
G0600850503709	0.25	0.25	0.25	0.25	0	0.0
G0600850503710	0.25	0.25	0.25	0.25	0	0.0
G0600850503711	0.25	0.25	0.25	0.25	0	0.0
G0600850503712	0.25	0.25	0.25	0.25	0	0.0
G0600850503713	0.25	0.25	0.25	0.25	0	0.0
G0600850503802	0.25	0.25	0.25	0.25	0	0.0
G0600850503803	0.25	0.25	0.25	0.25	0	0.0
G0600850503804	0.25	0.25	0.25	0.25	0	0.0
G0600850503902	0.25	0.25	0.25	0.25	0	0.0
G0600850503903	0.25	0.25	0.25	0.25	0	0.0
G0600850504001	0.25	0.25	0.25	0.25	0	0.0
G0600850504002	0.25	0.25	0.25	0.25	0	0.0
G0600850504101	0.25	0.25	0.25	0.25	0	0.0
G0600850504102	0.25	0.25	0.25	0.25	0	0.0
G0600850504201	0.25	0.25	0.25	0.25	0	0.0
G0600850504202	0.25	0.25	0.25	0.25	0	0.0
G0600850504307	0.25	0.25	0.25	0.25	0	0.0
G0600850504308	0.25	0.25	0.25	0.25	0	0.0
G0600850504311	0.25	0.25	0.25	0.25	0	0.0
G0600850504314	0.25	0.25	0.25	0.25	0	0.0
G0600850504315	0.25	0.25	0.25	0.25	0	0.0
G0600850504316	0.25	0.25	0.25	0.25	0	0.0
G0600850504317	0.25	0.25	0.25	0.25	0	0.0
G0600850504318	0.25	0.25	0.25	0.25	0	0.0
G0600850504319	0.25	0.25	0.25	0.25	0	0.0
G0600850504320	0.25	0.25	0.25	0.25	0	0.0
G0600850504321	0.25	0.25	0.25	0.25	0	0.0
G0600850504322	0.25	0.25	0.25	0.25	0	0.0
G0600850504323	0.25	0.25	0.25	0.25	0	0.0
G0600850504410	0.25	0.25	0.25	0.25	0	0.0
G0600850504411	0.25	0.25	0.25	0.25	0	0.0
G0600850504412	0.25	0.25	0.25	0.25	0	0.0
G0600850504413	0.25	0.25	0.25	0.25	0	0.0
G0600850504414	0.25	0.25	0.25	0.25	0	0.0
G0600850504415	0.25	0.25	0.25	0.25	0	0.0
G0600850504416	0.25	0.25	0.25	0.25	0	0.0
G0600850504417	0.25	0.25	0.25	0.25	0	0.0
G0600850504418	0.25	0.25	0.25	0.25	0	0.0
G0600850504420	0.25	0.25	0.25	0.25	0	0.0
G0600850504421	0.25	0.25	0.25	0.25	0	0.0
G0600850504422	0.25	0.25	0.25	0.25	0	0.0
G0600850504423	0.25	0.25	0.25	0.25	0	0.0
G0600850504504	0.25	0.25	0.25	0.25	0	0.0
G0600850504505	0.25	0.25	0.25	0.25	0	0.0
G0600850504506	0.25	0.25	0.25	0.25	0	0.0
G0600850504507	0.25	0.25	0.25	0.25	0	0.0
G0600850504601	0.25	0.25	0.25	0.25	0	0.0
G0600850504602	0.25	0.25	0.25	0.25	0	0.0
G0600850504700	0.25	0.25	0.25	0.25	0	0.0
G0600850504802	0.25	0.25	0.25	0.25	0	0.0
G0600850504803	0.25	0.25	0.25	0.25	0	0.0
G0600850504805	0.25	0.25	0.25	0.25	0	0.0
G0600850504806	0.25	0.25	0.25	0.25	0	0.0
G0600850504901	0.25	0.25	0.25	0.25	0	0.0
G0600850505001	0.25	0.25	0.25	0.25	0	0.0
G0600850505006	0.25	0.25	0.25	0.25	0	0.0
