occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
0.333,0.0495,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.465,0.072,0.258,0,1,1,1,125
0,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0.0428,0.258,0,1,1,1,125
0,0.0495,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.465,0.0857,0.258,0,1,1,1,125
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0.111,0.319,0,0.149,0.579,0,0.279,0,1,1,1,125
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0.694,0.596,0.417,0.168,0.579,0.0428,0.284,0,1,1,1,125
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0.348,0,0.667,0.186,0.585,0,0.288,0,1,1,1,125
0.333,0.181,0.336,0.336,0,0.467,0.641,0,0,0.384,0,0,0.196,0.591,0,0.284,0,1,1,1,125
0.667,0.311,0.392,0.392,0,0.05,0.641,0,0,0.421,0,0,0.222,0.717,0.0428,0.347,0,1,1,1,125
0.667,0.315,0.433,0.433,0,0,0.641,0,0,0.633,0,0,0.235,0.705,0,0.375,0,1,1,1,125
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0.214,0.321,0,1,1,1,125
0.333,0.234,0.545,0.545,0,0,0.672,0,0,0.0563,0.298,0,0.327,0.61,0.0428,0.354,0,1,1,1,125
0.667,0.548,0.741,0.741,0,0,0.733,0,0,0.537,0,0.817,0.402,0.805,0,0.58,0,1,1,1,125
1,0.979,0.881,0.881,0,0,0.764,0,0,0.912,0,0,0.541,0.993,0.171,0.881,0,1,1,1,125
0.667,0.677,0.937,0.937,0,0,0.733,0,0,0.666,0,0,0.758,0.78,0.0857,0.711,0,1,1,1,125
0.667,0.565,0.993,0.993,0,0,0.718,0,0,0.703,0,0,0.936,0.742,0.0857,0.748,0,1,1,1,125
1,0.621,0.965,0.965,0,0,0.703,0,0,0.799,0,0,0.887,0.843,0.0857,0.965,0,1,1,1,125
1,0.374,0.825,0.825,0,0,0.672,0,0,0.477,0,0,0.536,0.655,0.3,0.636,0,1,1,1,125
1,0.183,0.699,0.699,0,0,0.626,0,0,0.0193,0,0,0.232,0.605,0.128,0.552,0,1,1,1,125
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258,0,1,1,0,125
0.667,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0.127,0.33,0,1,1,0,125
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.0598,0.279,0,1,1,0,125
0,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0,0.258,0,1,1,0,125
0,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0.0428,0.258,0,1,1,0,125
0,0.0495,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.465,0.257,0.258,0,1,1,0,125
0,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0,0.258,0,1,1,0,125
0.333,0.182,0.433,0.433,0,0.967,0.641,0,0,0,0,0,0.235,0.585,0,0.316,0,1,1,0,125
0.667,0.343,0.447,0.447,0,0.317,0.626,0,0,0,0,0,0.263,0.73,0,0.384,0,1,1,0,125
1,0.602,0.545,0.545,0,0,0.672,0,0,0,0,0,0.327,0.899,0.0857,0.545,0,1,1,0,125
1,0.798,0.741,0.741,0,0,0.733,0,0,0,0,0,0.402,0.974,0.257,0.741,0,1,1,0,125
1,0.979,0.881,0.881,0,0.25,0.764,0,0,0,0,0,0.541,0.993,0.171,0.881,0,1,1,0,125
1,0.991,0.937,0.937,0,0,0.733,0,0,0,0,0,0.758,0.937,0.171,0.937,0,1,1,0,125
1,0.823,0.993,0.993,0,0,0.718,0,0,0,0,0,0.936,0.88,0.0428,0.993,0,1,1,0,125
1,0.43,0.965,0.965,0,0,0.703,0,0,0,0,0,0.887,0.717,0.0428,0.729,0,1,1,0,125
1,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.56,0,0.447,0,1,1,0,125
1,0.0495,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0.25,0.55,0,0,0,0,0,0.0464,0.465,0.203,0.258,0,1,1,1,125
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.617,0.118,0.487,0,1,1,1,125
0.667,0.183,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.572,0,0.391,0,1,1,1,125
0.333,0.0495,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.465,0,0.258,0,1,1,1,125
0.333,0.0495,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.465,0.0857,0.258,0,1,1,1,125
0.333,0.0495,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.465,0.0857,0.258,0,1,1,1,125
0.333,0.0495,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.465,0,0.258,0,1,1,1,125
0.333,0.0495,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.465,0,0.258,0,1,1,1,125
0.333,0.0495,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.465,0,0.258,0,1,1,1,125
0.333,0.0495,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.465,0,0.258,0,1,1,1,125
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0.19,0.638,0,0.263,0.597,0,0.321,0,1,1,1,125
0.333,0.234,0.545,0.545,0,0,0.672,0,0,0.704,0.277,0.533,0.327,0.61,0,0.354,0,1,1,1,125
0.333,0.299,0.741,0.741,0,0.967,0.733,0,0,0.19,0,0,0.402,0.635,0,0.419,0,1,1,1,125
0.667,0.669,0.881,0.881,0,0.0667,0.764,0,0,0,0,0,0.541,0.817,0.343,0.673,0,1,1,1,125
0.667,0.677,0.937,0.937,0,0,0.733,0,0,0,0,0,0.758,0.78,0.214,0.711,0,1,1,1,125
1,0.823,0.993,0.993,0,0.25,0.718,0,0,0,0,0,0.936,0.88,0.0857,0.993,0,1,1,1,125
1,0.621,0.965,0.965,0,0,0.703,0,0,0,0,0,0.887,0.843,0.143,0.965,0,1,1,1,125
0.667,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.56,0.383,0.447,0,1,1,1,125
1,0.183,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.605,0,0.552,0,1,1,1,125
1,0.0743,0.559,0.559,0,0,0.611,0,0,0,0,0,0.113,0.529,0,0.358,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0567,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0309,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.0206,0.465,0,0.258,0,1,1,0,125
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0,0.326,0,1,1,0,125
1,0.0833,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0361,0.516,0.0965,0.34,0,1,1,0,125
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0619,0.617,0,0.487,0,1,1,0,125
1,0.316,0.657,0.657,0,0,0.611,0.314,0.333,0,0,0,0.111,0.68,0.191,0.524,0,1,1,0,125
1,0.477,0.475,0.475,0,0.517,0.626,0.355,0.467,0,0,0,0.183,0.806,0.0428,0.475,0,1,1,0,125
0.667,0.343,0.322,0.322,0,0,0.626,0,0,0,0,0,0.242,0.692,0.171,0.3,0,1,1,0,125
0.667,0.334,0.336,0.336,0,0.517,0.611,0,0,0,0,0,0.289,0.692,0.0857,0.31,0,1,1,0,125
0.667,0.322,0.35,0.35,0,0,0.611,0,0,0,0,0,0.317,0.705,0.0428,0.319,0,1,1,0,125
0.333,0.181,0.336,0.336,0,0,0.641,0,0,0,0,0,0.34,0.591,0.128,0.284,0,1,1,0,125
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.402,0.591,0.0428,0.302,0,1,1,0,125
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.459,0.585,0.0428,0.316,0,1,1,0,125
0.667,0.343,0.447,0.447,0,0,0.626,0,0,0.338,0.298,0.567,0.505,0.73,0.0857,0.384,0,1,1,0,125
1,0.602,0.545,0.545,0,0,0.672,0,0,0,0,0.25,0.531,0.899,0.128,0.545,0,1,1,0,125
1,0.798,0.741,0.741,0,0,0.733,0,0,0,0,0,0.549,0.974,0,0.741,0,1,1,0,125
0.667,0.669,0.881,0.881,0,0,0.764,0,0,0,0,0,0.647,0.817,0,0.673,0,1,1,0,125
0.667,0.677,0.937,0.937,0,0,0.733,0,0,0,0,0,0.851,0.78,0.214,0.711,0,1,1,0,125
0.667,0.565,0.993,0.993,0,0,0.718,0,0,0,0,0,1,0.742,0.102,0.748,0,1,1,0,125
0.667,0.43,0.965,0.965,0,0,0.703,0,0,0,0,0,0.923,0.717,0,0.729,0,1,1,0,125
0.333,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.582,0.56,0.0428,0.447,0,1,1,0,125
0.667,0.116,0.699,0.699,0,0,0.626,0,0,0,0,0,0.265,0.535,0,0.405,0,1,1,0,125
0.667,0.0743,0.559,0.559,0,0,0.611,0,0,0,0,0,0.113,0.529,0,0.358,0,1,1,0,125
0.667,0.0578,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0567,0.516,0,0.344,0,1,1,0,125
0.667,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0309,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.0206,0.465,0.0428,0.258,0,1,1,0,125
0.667,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0361,0.465,0,0.258,0,1,1,0,125
1,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0619,0.541,0.0641,0.372,0,1,1,0,125
0.667,0.183,0.657,0.657,0,0,0.611,0,0,0,0,0,0.111,0.572,0.062,0.391,0,1,1,0,125
1,0.334,0.475,0.475,0,0,0.626,0,0,0,0,0,0.183,0.692,0.151,0.403,0,1,1,0,125
1,0.343,0.322,0.322,0,0,0.626,0,0,0,0,0,0.242,0.692,0.294,0.3,0,1,1,0,125
1,0.334,0.336,0.336,0,0,0.611,0,0,0,0,0,0.289,0.692,0.229,0.31,0,1,1,0,125
0.667,0.322,0.35,0.35,0,0,0.611,0,0,0,0,0,0.317,0.705,0.238,0.319,0,1,1,0,125
0.667,0.313,0.336,0.336,0,0,0.641,0,0,0,0,0,0.34,0.717,0.14,0.31,0,1,1,0,125
0.667,0.311,0.392,0.392,0,0,0.641,0,0,0,0,0,0.402,0.717,0.0539,0.347,0,1,1,0,125
0.667,0.315,0.433,0.433,0,0.133,0.641,0,0,0,0,0,0.459,0.705,0.0857,0.375,0,1,1,0,125
1,0.343,0.447,0.447,0,0.633,0.626,0,0,0,0,0,0.505,0.73,0.0857,0.384,0,1,1,0,125
1,0.602,0.545,0.545,0,0,0.672,0,0,0,0,0,0.531,0.899,0.0428,0.545,0,1,1,0,125
1,0.798,0.741,0.741,0,0,0.733,0,0,0,0,0,0.549,0.974,0.3,0.741,0,1,1,0,125
0.667,0.669,0.881,0.881,0,0,0.764,0,0,0,0,0,0.647,0.817,0.171,0.673,0,1,1,0,125
0.667,0.677,0.937,0.937,0,0,0.733,0,0,0,0,0,0.851,0.78,0.214,0.711,0,1,1,0,125
1,0.823,0.993,0.993,0,0,0.718,0,0,0,0,0,1,0.88,0.0428,0.993,0,1,1,0,125
1,0.621,0.965,0.965,0,0,0.703,0,0,0,0,0,0.923,0.843,0,0.965,0,1,1,0,125
1,0.374,0.825,0.825,0,0,0.672,0,0,0,0,0,0.582,0.655,0.214,0.636,0,1,1,0,125
1,0.116,0.699,0.699,0,0,0.626,0,0,0,0,0,0.265,0.535,0.3,0.405,0,1,1,0,125
0.667,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0.0975,0.258,0,1,1,1,125
1,0.0513,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.51,0,0.326,0,1,1,1,125
0.667,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0.173,0.258,0,1,1,1,125
0.667,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0.175,0.372,0,1,1,1,125
0.667,0.183,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.572,0.385,0.391,0,1,1,1,125
0.333,0.192,0.475,0.475,0,0.217,0.626,0,0,0,0,0,0.126,0.579,0,0.33,0,1,1,1,125
0.333,0.196,0.322,0.322,0,1,0.626,0,0,0,0,0,0.149,0.579,0.214,0.279,0,1,1,1,125
0.333,0.192,0.336,0.336,0,0.0667,0.611,0,0,0.431,0.638,0,0.168,0.579,0.0857,0.284,0,1,1,1,125
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0.347,0.277,0.533,0.186,0.585,0.214,0.288,0,1,1,1,125
0.333,0.181,0.336,0.336,0,0,0.641,0,0,0.698,0,0,0.196,0.591,0.0428,0.284,0,1,1,1,125
0.333,0.18,0.392,0.392,0,0.25,0.641,0,0,0.31,0,0,0.222,0.591,0.128,0.302,0,1,1,1,125
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0.214,0.316,0,1,1,1,125
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321,0,1,1,1,125
0,0.0495,0.545,0.545,0,0,0.672,0,0,0,0,0,0.327,0.465,0,0.258,0,1,1,1,125
0,0.0495,0.741,0.741,0,0,0.733,0,0,0,0,0,0.402,0.465,0,0.258,0,1,1,1,125
0.667,0.669,0.881,0.881,0,0,0.764,0.745,0.917,0,0,0,0.541,0.817,0.171,0.673,0,1,1,1,125
0.667,0.677,0.937,0.937,0,0,0.733,0.645,0.15,0,0,0,0.758,0.78,0.0857,0.711,0,1,1,1,125
0.667,0.565,0.993,0.993,0,0,0.718,0.567,0.8,0,0,0,0.936,0.742,0.128,0.748,0,1,1,1,125
0.667,0.24,0.965,0.965,0,0,0.703,0.178,0,0,0,0,0.887,0.591,0,0.493,0,1,1,1,125
1,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.56,0.0428,0.447,0,1,1,1,125
1,0.116,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.535,0,0.405,0,1,1,1,125
1,0.099,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.592,0,0.459,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.465,0,0.258,0,1,1,0,125
1,0.316,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.68,0,0.524,0,1,1,0,125
0.667,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33,0,1,1,0,125
0.667,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0,0.279,0,1,1,0,125
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0.171,0.284,0,1,1,0,125
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.585,0.0857,0.288,0,1,1,0,125
0.333,0.181,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.591,0.128,0.284,0,1,1,0,125
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0,0.302,0,1,1,0,125
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0.0428,0.316,0,1,1,0,125
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0,0.321,0,1,1,0,125
0.333,0.234,0.545,0.545,0,0,0.672,0,0,0,0,0,0.327,0.61,0,0.354,0,1,1,0,125
0.333,0.299,0.741,0.741,0,0,0.733,0.474,0.667,0,0,0,0.402,0.635,0.248,0.419,0,1,1,0,125
1,0.979,0.881,0.881,0,0,0.764,0,0.133,0,0,0,0.541,0.993,0.128,0.881,0,1,1,0,125
1,0.991,0.937,0.937,0,0,0.733,0,0,0,0,0,0.758,0.937,0.214,0.937,0,1,1,0,125
1,0.823,0.993,0.993,0,0,0.718,0,0,0,0,0,0.936,0.88,0,0.993,0,1,1,0,125
0.667,0.24,0.965,0.965,0,0,0.703,0,0,0,0,0,0.887,0.591,0.171,0.493,0,1,1,0,125
0.667,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.56,0.0428,0.447,0,1,1,0,125
1,0.116,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.535,0.0428,0.405,0,1,1,0,125
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0.128,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0.0925,0.258,0,1,1,1,125
0.667,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0.341,0.372,0,1,1,1,125
0.667,0.316,0.657,0.657,0,0.467,0.611,0,0,0,0,0,0.103,0.68,0.0818,0.524,0,1,1,1,125
0.667,0.192,0.475,0.475,0,0.817,0.626,0,0,0,0,0,0.126,0.579,0,0.33,0,1,1,1,125
0.667,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.0857,0.279,0,1,1,1,125
0.667,0.334,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.692,0.128,0.31,0,1,1,1,125
0.667,0.322,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.705,0.214,0.319,0,1,1,1,125
0.667,0.313,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.717,0.23,0.31,0,1,1,1,125
0.667,0.311,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.717,0,0.347,0,1,1,1,125
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0,0.316,0,1,1,1,125
0.333,0.196,0.447,0.447,0,0,0.626,0.557,0.667,0,0,0,0.263,0.597,0.473,0.321,0,1,1,1,125
0.667,0.418,0.545,0.545,0,0,0.672,0,0.4,0,0,0,0.327,0.755,0.0428,0.449,0,1,1,1,125
0.667,0.548,0.741,0.741,0,0.25,0.733,0,0,0,0,0,0.402,0.805,0.0857,0.58,0,1,1,1,125
1,0.979,0.881,0.881,0,0,0.764,0.497,0.667,0,0,0,0.541,0.993,0.385,0.881,0,1,1,1,125
1,0.677,0.937,0.937,0,0,0.733,0,0.133,0,0,0,0.758,0.78,0.171,0.711,0,1,1,1,125
0.667,0.307,0.993,0.993,0,0,0.718,0,0,0,0,0,0.936,0.604,0.343,0.503,0,1,1,1,125
0.667,0.0495,0.965,0.965,0,0,0.703,0,0,0,0,0,0.887,0.465,0.257,0.258,0,1,1,1,125
0.667,0.0495,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,0,125
1,0.151,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.541,0,0.372,0,1,1,0,125
1,0.183,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.572,0.0799,0.391,0,1,1,0,125
0.667,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0.248,0.33,0,1,1,0,125
0.667,0.343,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.692,0.38,0.3,0,1,1,0,125
1,0.477,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.806,0.279,0.336,0,1,1,0,125
0.667,0.322,0.35,0.35,0,0,0.611,0,0,0,0,0,0.186,0.705,0.421,0.319,0,1,1,0,125
0.667,0.313,0.336,0.336,0,0.467,0.641,0,0,0,0,0,0.196,0.717,0.152,0.31,0,1,1,0,125
0.667,0.18,0.392,0.392,0,1,0.641,0,0,0,0,0,0.222,0.591,0.0428,0.302,0,1,1,0,125
0,0.0495,0.433,0.433,0,1,0.641,0,0,0,0,0,0.235,0.465,0.128,0.258,0,1,1,0,125
0,0.0495,0.447,0.447,0,0.383,0.626,0,0,0,0,0,0.263,0.465,0.257,0.258,0,1,1,0,125
0.333,0.234,0.545,0.545,0,0,0.672,0,0,0,0,0,0.327,0.61,0.0857,0.354,0,1,1,0,125
1,0.798,0.741,0.741,0,0,0.733,0,0,0,0,0,0.402,0.974,0,0.741,0,1,1,0,125
1,0.979,0.881,0.881,0,0,0.764,0,0,0,0,0,0.541,0.993,0.128,0.881,0,1,1,0,125
1,0.991,0.937,0.937,0,0,0.733,0,0,0,0,0,0.758,0.937,0.0428,0.937,0,1,1,0,125
1,0.823,0.993,0.993,0,0,0.718,0,0,0,0,0,0.936,0.88,0.128,0.993,0,1,1,0,125
1,0.43,0.965,0.965,0,0,0.703,0,0,0,0,0,0.887,0.717,0.145,0.729,0,1,1,0,125
1,0.212,0.825,0.825,0,0,0.672,0,0,0,0,0,0.536,0.56,0.128,0.447,0,1,1,0,125
1,0.0495,0.699,0.699,0,0,0.626,0,0,0,0,0,0.232,0.465,0.128,0.258,0,1,1,0,125
1,0.0495,0.559,0.559,0,0,0.611,0,0,0,0,0,0.0954,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.596,0,0,0,0,0,0.0464,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.517,0.517,0,0,0.58,0,0,0,0,0,0.0232,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0,0.565,0,0,0,0,0,0.018,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.461,0.461,0,0,0.55,0,0,0,0,0,0.0284,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.503,0.503,0,0,0.55,0,0,0,0,0,0.0464,0.465,0.172,0.258,0,1,1,1,125
1,0.253,0.601,0.601,0,0,0.58,0,0,0,0,0,0.0747,0.617,0.0946,0.487,0,1,1,1,125
0.333,0.0495,0.657,0.657,0,0,0.611,0,0,0,0,0,0.103,0.465,0,0.258,0,1,1,1,125
0.333,0.192,0.475,0.475,0,0,0.626,0,0,0,0,0,0.126,0.579,0,0.33,0,1,1,1,125
0.333,0.196,0.322,0.322,0,0,0.626,0,0,0,0,0,0.149,0.579,0.0428,0.279,0,1,1,1,125
0.333,0.192,0.336,0.336,0,0,0.611,0,0,0,0,0,0.168,0.579,0.0857,0.284,0,1,1,1,125
0.333,0.186,0.35,0.35,0,0,0.611,0,0,0.469,0.617,0.267,0.186,0.585,0.0857,0.288,0,1,1,1,125
0.333,0.181,0.336,0.336,0,0,0.641,0,0,0,0,0,0.196,0.591,0,0.284,0,1,1,1,125
0.333,0.18,0.392,0.392,0,0,0.641,0,0,0,0,0,0.222,0.591,0.214,0.302,0,1,1,1,125
0.333,0.182,0.433,0.433,0,0,0.641,0,0,0,0,0,0.235,0.585,0.0857,0.316,0,1,1,1,125
0.333,0.196,0.447,0.447,0,0,0.626,0,0,0,0,0,0.263,0.597,0.0428,0.321,0,1,1,1,125
0.667,0.418,0.545,0.545,0,0,0.672,0,0,0,0,0,0.327,0.755,0.0428,0.449,0,1,1,1,125
0.667,0.548,0.741,0.741,0,0.967,0.733,0,0,0,0,0,0.402,0.805,0.269,0.58,0,1,1,1,125
1,0.979,0.881,0.881,0,0.0667,0.764,0,0,0,0,0,0.541,0.993,0.357,0.881,0,1,1,1,125
1,0.991,0.937,0.937,0,0,0.733,0,0,0,0,0,0.758,0.937,0,0.937,0,1,1,1,125
1,0.823,0.993,0.993,0,0,0.718,0,0,0,0,0,0.936,0.88,0.251,0.993,0,1,1,1,125
