Dependency=PUMA	Dependency=Geometry Building Type ACS	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Option=<1940	sample_count	sample_weight
OH, 03500	3 or 4 Unit	0.058596	0.128499	0.183616	0.144503	0.099667	0.132316	0.043532	0.003317	0.205954	0.000000	0.000000
OH, 03500	5 to 9 Unit	0.128781	0.088266	0.132286	0.387681	0.113682	0.041119	0.044935	0.004669	0.058580	0.000000	0.000000
OH, 03500	50 or more Unit	0.077249	0.047538	0.261419	0.170354	0.135337	0.045940	0.057666	0.004794	0.199702	0.000000	0.000000
OH, 03500	Mobile Home	0.002154	0.007178	0.113172	0.274974	0.153792	0.263678	0.130444	0.052475	0.002132	0.000000	0.000000
OH, 03500	Single-Family Attached	0.097292	0.115824	0.058062	0.065172	0.035464	0.132738	0.092713	0.000000	0.402734	0.000000	0.000000
OH, 03500	Single-Family Detached	0.088944	0.198665	0.140312	0.117620	0.044156	0.068195	0.050679	0.018536	0.272891	0.000000	0.000000
OH, 03600	10 to 19 Unit	0.010835	0.026484	0.097390	0.428831	0.124602	0.155326	0.156531	0.000000	0.000000	0.000000	0.000000
OH, 03600	2 Unit	0.094658	0.051756	0.120848	0.170609	0.060830	0.052140	0.046604	0.000000	0.402555	0.000000	0.000000
OH, 03600	20 to 49 Unit	0.000000	0.021611	0.099440	0.267152	0.043544	0.235461	0.264660	0.052235	0.015895	0.000000	0.000000
OH, 03600	3 or 4 Unit	0.015217	0.054913	0.100141	0.265892	0.115382	0.113506	0.046409	0.059246	0.229293	0.000000	0.000000
OH, 03600	5 to 9 Unit	0.026380	0.055053	0.050883	0.395092	0.255314	0.021141	0.143245	0.000000	0.052892	0.000000	0.000000
OH, 03600	50 or more Unit	0.000000	0.000000	0.059122	0.323884	0.321216	0.248593	0.047186	0.000000	0.000000	0.000000	0.000000
OH, 03600	Mobile Home	0.004585	0.008254	0.097894	0.193846	0.208840	0.322939	0.141055	0.022587	0.000000	0.000000	0.000000
OH, 03600	Single-Family Attached	0.024046	0.000000	0.169475	0.159204	0.063925	0.250372	0.182506	0.000000	0.150472	0.000000	0.000000
OH, 03600	Single-Family Detached	0.054483	0.124464	0.104668	0.149430	0.072281	0.096507	0.078943	0.040200	0.279024	0.000000	0.000000
OH, 03700	10 to 19 Unit	0.134646	0.000000	0.150908	0.164404	0.121203	0.149780	0.154784	0.000000	0.124276	0.000000	0.000000
OH, 03700	2 Unit	0.017879	0.086841	0.125292	0.116250	0.065357	0.075731	0.059023	0.015412	0.438215	0.000000	0.000000
OH, 03700	20 to 49 Unit	0.035966	0.049668	0.069290	0.252910	0.186432	0.101564	0.123897	0.000000	0.180273	0.000000	0.000000
OH, 03700	3 or 4 Unit	0.020337	0.070196	0.032513	0.197734	0.216368	0.070346	0.203016	0.033429	0.156060	0.000000	0.000000
OH, 03700	5 to 9 Unit	0.064984	0.030373	0.064298	0.320063	0.143449	0.120498	0.119229	0.057305	0.079801	0.000000	0.000000
OH, 03700	50 or more Unit	0.029721	0.061424	0.038077	0.430874	0.000000	0.154520	0.246858	0.038526	0.000000	0.000000	0.000000
OH, 03700	Mobile Home	0.002702	0.012481	0.038074	0.202626	0.188155	0.348779	0.174468	0.023587	0.009127	0.000000	0.000000
OH, 03700	Single-Family Attached	0.078807	0.102544	0.039666	0.044886	0.165374	0.159397	0.153615	0.000000	0.255711	0.000000	0.000000
OH, 03700	Single-Family Detached	0.063467	0.123852	0.108398	0.124639	0.078484	0.093263	0.100157	0.031837	0.275904	0.000000	0.000000
OH, 03800	10 to 19 Unit	0.000000	0.015187	0.186075	0.183008	0.166203	0.314164	0.135364	0.000000	0.000000	0.000000	0.000000
OH, 03800	2 Unit	0.039220	0.078441	0.121694	0.189934	0.101463	0.093008	0.098856	0.024555	0.252830	0.000000	0.000000
OH, 03800	20 to 49 Unit	0.000000	0.050491	0.057430	0.264180	0.094337	0.196806	0.072970	0.223052	0.040735	0.000000	0.000000
OH, 03800	3 or 4 Unit	0.037643	0.043626	0.187252	0.135094	0.124362	0.184214	0.163845	0.056360	0.067606	0.000000	0.000000
OH, 03800	5 to 9 Unit	0.026042	0.047554	0.122715	0.210571	0.114235	0.294755	0.145595	0.000000	0.038532	0.000000	0.000000
OH, 03800	50 or more Unit	0.000000	0.000000	0.180924	0.289974	0.068787	0.259181	0.026301	0.095126	0.079706	0.000000	0.000000
OH, 03800	Mobile Home	0.000000	0.000000	0.055455	0.162630	0.247599	0.305973	0.188450	0.039894	0.000000	0.000000	0.000000
OH, 03800	Single-Family Attached	0.032455	0.015343	0.064289	0.064289	0.112941	0.220629	0.378340	0.010340	0.101373	0.000000	0.000000
OH, 03800	Single-Family Detached	0.052960	0.105279	0.119217	0.141404	0.084853	0.148460	0.141923	0.036797	0.169107	0.000000	0.000000
OH, 03900	10 to 19 Unit	0.000000	0.008085	0.013795	0.164391	0.121380	0.241880	0.338595	0.079901	0.031974	0.000000	0.000000
OH, 03900	2 Unit	0.084621	0.127602	0.058253	0.164254	0.101561	0.079642	0.160158	0.008935	0.214974	0.000000	0.000000
OH, 03900	20 to 49 Unit	0.000000	0.004604	0.008730	0.045831	0.435816	0.235441	0.222157	0.000000	0.047422	0.000000	0.000000
OH, 03900	3 or 4 Unit	0.009332	0.110772	0.059427	0.106161	0.245000	0.303271	0.107835	0.021593	0.036607	0.000000	0.000000
OH, 03900	5 to 9 Unit	0.011845	0.007107	0.082531	0.207730	0.209625	0.288663	0.096032	0.093052	0.003416	0.000000	0.000000
OH, 03900	50 or more Unit	0.015499	0.048220	0.037956	0.062444	0.120846	0.196727	0.392296	0.126013	0.000000	0.000000	0.000000
OH, 03900	Mobile Home	0.000000	0.014113	0.058071	0.323649	0.228386	0.256157	0.112903	0.004704	0.002016	0.000000	0.000000
OH, 03900	Single-Family Attached	0.000000	0.061919	0.070933	0.063466	0.046459	0.182653	0.405213	0.088319	0.081038	0.000000	0.000000
OH, 03900	Single-Family Detached	0.032187	0.095835	0.079444	0.160794	0.087951	0.186236	0.157719	0.042515	0.157319	0.000000	0.000000
OH, 04000	10 to 19 Unit	0.018913	0.027778	0.000000	0.135377	0.085966	0.291624	0.082118	0.312466	0.045758	0.000000	0.000000
OH, 04000	2 Unit	0.000000	0.026368	0.000000	0.191035	0.213364	0.213364	0.153146	0.000000	0.202723	0.000000	0.000000
OH, 04000	20 to 49 Unit	0.000000	0.015832	0.066948	0.103259	0.172979	0.045850	0.219591	0.296401	0.079141	0.000000	0.000000
OH, 04000	3 or 4 Unit	0.001641	0.008066	0.031983	0.112441	0.132629	0.363925	0.224072	0.074898	0.050345	0.000000	0.000000
OH, 04000	5 to 9 Unit	0.009241	0.000000	0.033778	0.100140	0.137213	0.320772	0.278083	0.078276	0.042497	0.000000	0.000000
OH, 04000	50 or more Unit	0.000000	0.000000	0.023625	0.084875	0.000000	0.121334	0.186717	0.502081	0.081369	0.000000	0.000000
OH, 04000	Mobile Home	0.000000	0.000000	0.034496	0.303329	0.189961	0.284433	0.106918	0.063792	0.017071	0.000000	0.000000
OH, 04000	Single-Family Attached	0.000000	0.025508	0.005883	0.034488	0.072990	0.217562	0.550792	0.080417	0.012359	0.000000	0.000000
OH, 04000	Single-Family Detached	0.011865	0.027002	0.048279	0.070953	0.093066	0.240834	0.328794	0.099304	0.079902	0.000000	0.000000
OH, 04101	10 to 19 Unit	0.000000	0.000000	0.064076	0.195787	0.100648	0.282605	0.141517	0.215367	0.000000	0.000000	0.000000
OH, 04101	2 Unit	0.054646	0.157107	0.135946	0.199534	0.216578	0.081217	0.035179	0.051158	0.068636	0.000000	0.000000
OH, 04101	20 to 49 Unit	0.000000	0.088255	0.012591	0.186348	0.091409	0.225102	0.082949	0.313347	0.000000	0.000000	0.000000
OH, 04101	3 or 4 Unit	0.035240	0.127404	0.088755	0.190273	0.090531	0.167311	0.088623	0.111990	0.099872	0.000000	0.000000
OH, 04101	5 to 9 Unit	0.000000	0.013212	0.021407	0.272231	0.117889	0.277468	0.102708	0.091833	0.103253	0.000000	0.000000
OH, 04101	50 or more Unit	0.000000	0.179938	0.000000	0.226916	0.033620	0.282202	0.095189	0.182135	0.000000	0.000000	0.000000
OH, 04101	Mobile Home	0.000000	0.000000	0.000000	0.336978	0.183502	0.183502	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04101	Single-Family Attached	0.000000	0.000000	0.047024	0.151150	0.050524	0.305259	0.340245	0.075652	0.030145	0.000000	0.000000
OH, 04101	Single-Family Detached	0.060530	0.156370	0.132620	0.145040	0.081979	0.157326	0.090937	0.044311	0.130888	0.000000	0.000000
OH, 04102	10 to 19 Unit	0.000000	0.067151	0.044329	0.184390	0.268358	0.067920	0.214660	0.074906	0.078286	0.000000	0.000000
OH, 04102	2 Unit	0.015917	0.123092	0.111167	0.136452	0.266847	0.135812	0.064309	0.000000	0.146405	0.000000	0.000000
OH, 04102	20 to 49 Unit	0.000000	0.109125	0.101254	0.177194	0.082120	0.034853	0.092549	0.378462	0.024442	0.000000	0.000000
OH, 04102	3 or 4 Unit	0.066951	0.068366	0.078256	0.126681	0.256236	0.087636	0.012246	0.203835	0.099794	0.000000	0.000000
OH, 04102	5 to 9 Unit	0.000000	0.040189	0.072493	0.248049	0.267764	0.139334	0.076656	0.112689	0.042827	0.000000	0.000000
OH, 04102	50 or more Unit	0.000000	0.032152	0.115248	0.220260	0.179386	0.174733	0.169799	0.081957	0.026465	0.000000	0.000000
OH, 04102	Mobile Home	0.000000	0.000000	0.000000	0.336978	0.367004	0.000000	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04102	Single-Family Attached	0.009992	0.043297	0.053072	0.164858	0.378247	0.145742	0.132761	0.072033	0.000000	0.000000	0.000000
OH, 04102	Single-Family Detached	0.056497	0.157952	0.120588	0.156140	0.151558	0.060114	0.115262	0.044065	0.137824	0.000000	0.000000
OH, 04103	10 to 19 Unit	0.000000	0.000000	0.000000	0.140790	0.170250	0.197283	0.184785	0.306892	0.000000	0.000000	0.000000
OH, 04103	2 Unit	0.135527	0.000000	0.095688	0.297079	0.010216	0.088070	0.023971	0.037406	0.312042	0.000000	0.000000
OH, 04103	20 to 49 Unit	0.121202	0.000000	0.159738	0.085441	0.123496	0.139374	0.152195	0.218553	0.000000	0.000000	0.000000
OH, 04103	3 or 4 Unit	0.051377	0.000000	0.063551	0.267139	0.235931	0.101673	0.062569	0.102098	0.115664	0.000000	0.000000
OH, 04103	5 to 9 Unit	0.059494	0.034254	0.012018	0.293002	0.224898	0.205873	0.070843	0.099617	0.000000	0.000000	0.000000
OH, 04103	50 or more Unit	0.000000	0.128553	0.013432	0.080594	0.130136	0.220296	0.195932	0.231056	0.000000	0.000000	0.000000
OH, 04103	Mobile Home	0.000000	0.000000	0.168489	0.168489	0.209469	0.157535	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04103	Single-Family Attached	0.000000	0.000000	0.000000	0.220350	0.188399	0.142142	0.300636	0.148474	0.000000	0.000000	0.000000
OH, 04103	Single-Family Detached	0.041423	0.184702	0.084857	0.192482	0.136247	0.102317	0.086944	0.030825	0.140203	0.000000	0.000000
OH, 04104	10 to 19 Unit	0.045199	0.037169	0.083124	0.227102	0.282669	0.111097	0.106088	0.094541	0.013011	0.000000	0.000000
OH, 04104	2 Unit	0.049640	0.080707	0.136654	0.130191	0.125510	0.089007	0.025623	0.160128	0.202541	0.000000	0.000000
OH, 04104	20 to 49 Unit	0.007244	0.022535	0.064553	0.151847	0.059192	0.260606	0.141860	0.281630	0.010532	0.000000	0.000000
OH, 04104	3 or 4 Unit	0.046692	0.105725	0.090060	0.176461	0.207422	0.146648	0.014104	0.078293	0.134594	0.000000	0.000000
OH, 04104	5 to 9 Unit	0.003652	0.034855	0.093263	0.199234	0.306485	0.171307	0.093669	0.066764	0.030771	0.000000	0.000000
OH, 04104	50 or more Unit	0.008184	0.017186	0.061910	0.202887	0.052513	0.087253	0.265855	0.304211	0.000000	0.000000	0.000000
OH, 04104	Mobile Home	0.000000	0.000000	0.168489	0.168489	0.000000	0.367004	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04104	Single-Family Attached	0.004982	0.040585	0.053390	0.167405	0.225627	0.193436	0.237522	0.040646	0.036406	0.000000	0.000000
OH, 04104	Single-Family Detached	0.049531	0.185354	0.160710	0.121899	0.129437	0.075877	0.084226	0.049593	0.143374	0.000000	0.000000
OH, 04105	10 to 19 Unit	0.017057	0.067981	0.145945	0.177871	0.128079	0.232816	0.090304	0.093118	0.046829	0.000000	0.000000
OH, 04105	2 Unit	0.068072	0.102305	0.172045	0.122303	0.153308	0.135103	0.032539	0.000000	0.214325	0.000000	0.000000
OH, 04105	20 to 49 Unit	0.006510	0.060493	0.102321	0.126573	0.169250	0.261877	0.133211	0.108384	0.031380	0.000000	0.000000
OH, 04105	3 or 4 Unit	0.073910	0.075587	0.184729	0.158849	0.192371	0.113674	0.016646	0.061204	0.123029	0.000000	0.000000
OH, 04105	5 to 9 Unit	0.021009	0.054049	0.217822	0.156120	0.163463	0.194764	0.051766	0.087445	0.053562	0.000000	0.000000
OH, 04105	50 or more Unit	0.010381	0.015927	0.091007	0.066025	0.136755	0.151429	0.175823	0.325819	0.026834	0.000000	0.000000
OH, 04105	Mobile Home	0.000000	0.000000	0.168489	0.168489	0.000000	0.367004	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04105	Single-Family Attached	0.047870	0.038843	0.029012	0.165914	0.268878	0.113578	0.197867	0.062510	0.075528	0.000000	0.000000
OH, 04105	Single-Family Detached	0.124970	0.115941	0.207302	0.094573	0.144867	0.049309	0.082136	0.041111	0.139792	0.000000	0.000000
OH, 04106	10 to 19 Unit	0.006052	0.042113	0.125486	0.160380	0.099981	0.156947	0.078556	0.282536	0.047947	0.000000	0.000000
OH, 04106	2 Unit	0.023113	0.160830	0.166419	0.162665	0.094718	0.054759	0.041577	0.089918	0.206001	0.000000	0.000000
OH, 04106	20 to 49 Unit	0.010067	0.028523	0.098914	0.206276	0.204334	0.134719	0.063913	0.253254	0.000000	0.000000	0.000000
OH, 04106	3 or 4 Unit	0.020018	0.115468	0.123064	0.115769	0.152684	0.232965	0.122750	0.000000	0.117283	0.000000	0.000000
OH, 04106	5 to 9 Unit	0.007548	0.057974	0.075742	0.158056	0.125123	0.268261	0.115825	0.151941	0.039532	0.000000	0.000000
OH, 04106	50 or more Unit	0.010259	0.017954	0.124688	0.200501	0.227293	0.194447	0.128099	0.085146	0.011611	0.000000	0.000000
OH, 04106	Mobile Home	0.000000	0.000000	0.027735	0.309243	0.367004	0.000000	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04106	Single-Family Attached	0.042017	0.072679	0.081185	0.104663	0.241105	0.267129	0.086150	0.000000	0.105071	0.000000	0.000000
OH, 04106	Single-Family Detached	0.050027	0.150554	0.169617	0.106734	0.105433	0.124243	0.120200	0.051745	0.121447	0.000000	0.000000
OH, 04107	10 to 19 Unit	0.034728	0.048831	0.125521	0.218273	0.229258	0.101010	0.138252	0.000000	0.104128	0.000000	0.000000
OH, 04107	2 Unit	0.022312	0.077659	0.107150	0.090429	0.193156	0.092743	0.050013	0.265436	0.101102	0.000000	0.000000
OH, 04107	20 to 49 Unit	0.040225	0.077981	0.194374	0.199039	0.038131	0.343176	0.061497	0.000000	0.045578	0.000000	0.000000
OH, 04107	3 or 4 Unit	0.036771	0.075907	0.200476	0.085868	0.252324	0.106948	0.075942	0.104958	0.060808	0.000000	0.000000
OH, 04107	5 to 9 Unit	0.012274	0.024155	0.102400	0.137358	0.183962	0.134653	0.156175	0.196578	0.052445	0.000000	0.000000
OH, 04107	50 or more Unit	0.017528	0.009811	0.095859	0.161849	0.152591	0.211498	0.117966	0.197863	0.035034	0.000000	0.000000
OH, 04107	Mobile Home	0.000000	0.000000	0.047388	0.289590	0.336976	0.030028	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04107	Single-Family Attached	0.044710	0.053111	0.129388	0.135013	0.172206	0.249820	0.132420	0.000000	0.083332	0.000000	0.000000
OH, 04107	Single-Family Detached	0.051955	0.159265	0.212935	0.057123	0.124269	0.096507	0.114796	0.056308	0.126841	0.000000	0.000000
OH, 04108	10 to 19 Unit	0.009999	0.019372	0.095940	0.160425	0.216348	0.240783	0.085969	0.105275	0.065890	0.000000	0.000000
OH, 04108	2 Unit	0.000000	0.106681	0.087923	0.170646	0.271316	0.264714	0.004746	0.039777	0.054198	0.000000	0.000000
OH, 04108	20 to 49 Unit	0.000000	0.000000	0.147186	0.222155	0.134470	0.121984	0.161119	0.213086	0.000000	0.000000	0.000000
OH, 04108	3 or 4 Unit	0.027432	0.038493	0.090477	0.190558	0.190695	0.118382	0.111021	0.122453	0.110489	0.000000	0.000000
OH, 04108	5 to 9 Unit	0.013073	0.099185	0.066162	0.218157	0.128107	0.163692	0.088466	0.162439	0.060719	0.000000	0.000000
OH, 04108	50 or more Unit	0.000000	0.106570	0.027610	0.153040	0.121183	0.159190	0.172918	0.259488	0.000000	0.000000	0.000000
OH, 04108	Mobile Home	0.000000	0.000000	0.160830	0.176147	0.317071	0.049933	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04108	Single-Family Attached	0.000000	0.038777	0.045486	0.168340	0.183948	0.318334	0.194396	0.000000	0.050719	0.000000	0.000000
OH, 04108	Single-Family Detached	0.022794	0.189884	0.159018	0.116918	0.098702	0.122477	0.108134	0.053458	0.128614	0.000000	0.000000
OH, 04109	10 to 19 Unit	0.000000	0.072434	0.035822	0.105077	0.035765	0.312018	0.130824	0.265152	0.042909	0.000000	0.000000
OH, 04109	2 Unit	0.031536	0.048055	0.147294	0.273546	0.016619	0.164916	0.097641	0.020235	0.200157	0.000000	0.000000
OH, 04109	20 to 49 Unit	0.000000	0.000000	0.139750	0.063523	0.108255	0.114816	0.170514	0.250963	0.152180	0.000000	0.000000
OH, 04109	3 or 4 Unit	0.013858	0.088922	0.138494	0.138494	0.207927	0.125838	0.138181	0.078452	0.069835	0.000000	0.000000
OH, 04109	5 to 9 Unit	0.040581	0.047074	0.113724	0.194001	0.174807	0.170661	0.067797	0.156297	0.035058	0.000000	0.000000
OH, 04109	50 or more Unit	0.000000	0.018460	0.094672	0.000000	0.380647	0.211277	0.027784	0.267161	0.000000	0.000000	0.000000
OH, 04109	Mobile Home	0.000000	0.000000	0.069783	0.267195	0.149798	0.217206	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04109	Single-Family Attached	0.053363	0.127398	0.058866	0.088299	0.076823	0.235928	0.220013	0.125253	0.014058	0.000000	0.000000
OH, 04109	Single-Family Detached	0.030911	0.163947	0.158363	0.120885	0.053684	0.193004	0.109056	0.041254	0.128897	0.000000	0.000000
OH, 04110	10 to 19 Unit	0.004658	0.069018	0.163398	0.058511	0.265254	0.259409	0.067184	0.108713	0.003856	0.000000	0.000000
OH, 04110	2 Unit	0.027357	0.166994	0.170352	0.165102	0.031468	0.045992	0.019039	0.000000	0.373696	0.000000	0.000000
OH, 04110	20 to 49 Unit	0.007486	0.019130	0.229869	0.143881	0.017662	0.224313	0.248315	0.095878	0.013465	0.000000	0.000000
OH, 04110	3 or 4 Unit	0.044893	0.077639	0.163810	0.137049	0.137394	0.219269	0.131769	0.000000	0.088178	0.000000	0.000000
OH, 04110	5 to 9 Unit	0.013235	0.052162	0.165228	0.235091	0.189577	0.202803	0.101859	0.019037	0.021007	0.000000	0.000000
OH, 04110	50 or more Unit	0.002820	0.012846	0.053561	0.031110	0.063210	0.097144	0.087656	0.620584	0.031069	0.000000	0.000000
OH, 04110	Mobile Home	0.000000	0.000000	0.180046	0.156932	0.126682	0.240322	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04110	Single-Family Attached	0.060094	0.105165	0.161910	0.131138	0.089991	0.174194	0.155852	0.000000	0.121655	0.000000	0.000000
OH, 04110	Single-Family Detached	0.062949	0.133874	0.138215	0.128433	0.078923	0.171467	0.113422	0.052726	0.119991	0.000000	0.000000
OH, 04111	10 to 19 Unit	0.000000	0.110560	0.037645	0.132296	0.057398	0.272015	0.127270	0.262816	0.000000	0.000000	0.000000
OH, 04111	2 Unit	0.000000	0.301129	0.162870	0.292614	0.161038	0.082349	0.000000	0.000000	0.000000	0.000000	0.000000
OH, 04111	20 to 49 Unit	0.000000	0.000000	0.174732	0.184439	0.053894	0.279927	0.072454	0.234554	0.000000	0.000000	0.000000
OH, 04111	3 or 4 Unit	0.018612	0.116323	0.045100	0.269488	0.108806	0.218347	0.086268	0.056361	0.080696	0.000000	0.000000
OH, 04111	5 to 9 Unit	0.000000	0.038773	0.052946	0.233733	0.082450	0.262666	0.104943	0.164330	0.060158	0.000000	0.000000
OH, 04111	50 or more Unit	0.000000	0.077617	0.028461	0.046961	0.223578	0.199994	0.100564	0.000000	0.322826	0.000000	0.000000
OH, 04111	Mobile Home	0.000000	0.000000	0.000000	0.336978	0.172969	0.194035	0.272030	0.000000	0.023988	0.000000	0.000000
OH, 04111	Single-Family Attached	0.000000	0.021701	0.059988	0.254178	0.053772	0.358949	0.170185	0.081226	0.000000	0.000000	0.000000
OH, 04111	Single-Family Detached	0.033117	0.175999	0.104739	0.160442	0.051287	0.186088	0.112813	0.044659	0.130856	0.000000	0.000000
OH, 04200	10 to 19 Unit	0.000000	0.000000	0.061477	0.110958	0.265418	0.472683	0.063113	0.018291	0.008060	0.000000	0.000000
OH, 04200	2 Unit	0.047437	0.118592	0.108671	0.073118	0.128748	0.028018	0.076470	0.030394	0.388551	0.000000	0.000000
OH, 04200	20 to 49 Unit	0.000000	0.098817	0.095229	0.115930	0.247045	0.267632	0.068983	0.075761	0.030604	0.000000	0.000000
OH, 04200	3 or 4 Unit	0.030493	0.032620	0.144000	0.149616	0.147988	0.201839	0.106928	0.000000	0.186516	0.000000	0.000000
OH, 04200	5 to 9 Unit	0.000000	0.028141	0.129047	0.266622	0.262882	0.147553	0.130609	0.000000	0.035144	0.000000	0.000000
OH, 04200	50 or more Unit	0.000000	0.156672	0.078281	0.103391	0.019095	0.214447	0.132109	0.296005	0.000000	0.000000	0.000000
OH, 04200	Mobile Home	0.013733	0.000000	0.041210	0.209826	0.275989	0.251615	0.114056	0.090813	0.002757	0.000000	0.000000
OH, 04200	Single-Family Attached	0.026363	0.041794	0.048423	0.135925	0.116428	0.200226	0.256493	0.071035	0.103312	0.000000	0.000000
OH, 04200	Single-Family Detached	0.028693	0.079635	0.086234	0.122497	0.075498	0.162919	0.187336	0.058749	0.198439	0.000000	0.000000
OH, 04300	10 to 19 Unit	0.011858	0.022925	0.158188	0.261585	0.137512	0.126053	0.178492	0.015881	0.087505	0.000000	0.000000
OH, 04300	2 Unit	0.027692	0.037823	0.043792	0.104195	0.049652	0.022378	0.023953	0.048561	0.641953	0.000000	0.000000
OH, 04300	20 to 49 Unit	0.000000	0.075680	0.307173	0.169206	0.054250	0.102471	0.118368	0.051705	0.121146	0.000000	0.000000
OH, 04300	3 or 4 Unit	0.039693	0.077819	0.206682	0.174570	0.115724	0.063270	0.072235	0.014910	0.235097	0.000000	0.000000
OH, 04300	5 to 9 Unit	0.085675	0.045418	0.191552	0.289059	0.151233	0.088175	0.008542	0.044748	0.095596	0.000000	0.000000
OH, 04300	50 or more Unit	0.000000	0.136664	0.090740	0.305553	0.178381	0.053171	0.154702	0.036782	0.044007	0.000000	0.000000
OH, 04300	Mobile Home	0.001980	0.024891	0.089952	0.315518	0.218935	0.238838	0.094050	0.015835	0.000000	0.000000	0.000000
OH, 04300	Single-Family Attached	0.071162	0.021704	0.073637	0.079684	0.136185	0.133796	0.106661	0.019184	0.357987	0.000000	0.000000
OH, 04300	Single-Family Detached	0.084879	0.196257	0.179040	0.126356	0.039499	0.084911	0.050705	0.007247	0.231106	0.000000	0.000000
OH, 04400	10 to 19 Unit	0.000000	0.000000	0.156561	0.129440	0.227521	0.170016	0.148973	0.118744	0.048745	0.000000	0.000000
OH, 04400	2 Unit	0.104533	0.037039	0.181365	0.149709	0.086275	0.146466	0.026230	0.000000	0.268383	0.000000	0.000000
OH, 04400	20 to 49 Unit	0.000000	0.148419	0.256343	0.058140	0.222433	0.109876	0.026276	0.000000	0.178513	0.000000	0.000000
OH, 04400	3 or 4 Unit	0.040384	0.037370	0.056988	0.165170	0.213532	0.141538	0.098994	0.069780	0.176244	0.000000	0.000000
OH, 04400	5 to 9 Unit	0.028418	0.041680	0.196583	0.201896	0.207817	0.126230	0.032509	0.143610	0.021258	0.000000	0.000000
OH, 04400	50 or more Unit	0.000000	0.000000	0.145756	0.257503	0.216785	0.211858	0.000000	0.000000	0.168098	0.000000	0.000000
OH, 04400	Mobile Home	0.000000	0.000000	0.217152	0.292903	0.108327	0.220741	0.120658	0.021938	0.018282	0.000000	0.000000
OH, 04400	Single-Family Attached	0.042452	0.034905	0.012203	0.143384	0.089363	0.259317	0.132708	0.114664	0.171005	0.000000	0.000000
OH, 04400	Single-Family Detached	0.054788	0.135541	0.132578	0.140499	0.058228	0.106745	0.085723	0.033026	0.252872	0.000000	0.000000
OH, 04500	10 to 19 Unit	0.005826	0.006658	0.037645	0.154615	0.344136	0.273544	0.079394	0.000000	0.098182	0.000000	0.000000
OH, 04500	2 Unit	0.058703	0.065327	0.124722	0.077859	0.189707	0.160646	0.054666	0.011670	0.256700	0.000000	0.000000
OH, 04500	20 to 49 Unit	0.000000	0.079016	0.228700	0.289865	0.093085	0.148354	0.000000	0.000000	0.160980	0.000000	0.000000
OH, 04500	3 or 4 Unit	0.028117	0.047754	0.105262	0.147799	0.216877	0.175079	0.094859	0.007601	0.176653	0.000000	0.000000
OH, 04500	5 to 9 Unit	0.000000	0.019453	0.039011	0.410701	0.100755	0.170691	0.102161	0.000000	0.157227	0.000000	0.000000
OH, 04500	50 or more Unit	0.078782	0.033483	0.000000	0.410446	0.055686	0.299313	0.000000	0.000000	0.122290	0.000000	0.000000
OH, 04500	Mobile Home	0.000000	0.000000	0.090707	0.320535	0.148859	0.277837	0.120228	0.021884	0.019951	0.000000	0.000000
OH, 04500	Single-Family Attached	0.057833	0.096607	0.058147	0.134985	0.172727	0.114089	0.140463	0.098496	0.126653	0.000000	0.000000
OH, 04500	Single-Family Detached	0.055722	0.113164	0.107710	0.165624	0.070634	0.110130	0.082278	0.019058	0.275680	0.000000	0.000000
OH, 04601	10 to 19 Unit	0.047111	0.121497	0.086534	0.248724	0.169712	0.152361	0.042409	0.073243	0.058408	0.000000	0.000000
OH, 04601	2 Unit	0.069736	0.183057	0.125164	0.073012	0.000000	0.124378	0.013977	0.000000	0.410676	0.000000	0.000000
OH, 04601	20 to 49 Unit	0.000000	0.000000	0.165934	0.361334	0.183651	0.289080	0.000000	0.000000	0.000000	0.000000	0.000000
OH, 04601	3 or 4 Unit	0.035415	0.201499	0.109958	0.295535	0.127782	0.155421	0.009399	0.000000	0.064992	0.000000	0.000000
OH, 04601	5 to 9 Unit	0.000000	0.095643	0.121386	0.278883	0.243057	0.138889	0.044370	0.000000	0.077772	0.000000	0.000000
OH, 04601	50 or more Unit	0.000000	0.148532	0.101867	0.173391	0.389761	0.103382	0.083067	0.000000	0.000000	0.000000	0.000000
OH, 04601	Mobile Home	0.000000	0.000000	0.061350	0.169862	0.211063	0.394765	0.162960	0.000000	0.000000	0.000000	0.000000
OH, 04601	Single-Family Attached	0.033740	0.174834	0.061419	0.208064	0.139072	0.162384	0.097413	0.035971	0.087102	0.000000	0.000000
OH, 04601	Single-Family Detached	0.072869	0.238229	0.172722	0.136200	0.054125	0.082838	0.052805	0.010682	0.179530	0.000000	0.000000
OH, 04602	10 to 19 Unit	0.000000	0.147066	0.198189	0.340165	0.069517	0.112599	0.054439	0.000000	0.078024	0.000000	0.000000
