name,_id,run_start_time,run_end_time,status,status_message,build_existing_models.building_id,build_existing_models_energyplus.always_run,building_characteristics_report.Clothes Dryer,building_characteristics_report.Clothes Washer,building_characteristics_report.Cooking Range,building_characteristics_report.Cooling Setpoint,building_characteristics_report.Dishwasher,building_characteristics_report.Door Area,building_characteristics_report.Doors,building_characteristics_report.Ducts,building_characteristics_report.Eaves,building_characteristics_report.Exterior Finish,building_characteristics_report.Floor Covering,building_characteristics_report.Floor Sheathing,building_characteristics_report.Geometry Foundation Type,building_characteristics_report.Geometry Garage,building_characteristics_report.Geometry Heated Basement,building_characteristics_report.Geometry House Size,building_characteristics_report.Geometry Stories,building_characteristics_report.HVAC System Combined,building_characteristics_report.HVAC System Cooling,building_characteristics_report.HVAC System Heating Electricity,building_characteristics_report.HVAC System Heating Fuel Oil,building_characteristics_report.HVAC System Heating Natural Gas,building_characteristics_report.HVAC System Heating Propane,building_characteristics_report.HVAC System Heating Wood,building_characteristics_report.HVAC System Is Combined,building_characteristics_report.Heating Fuel,building_characteristics_report.Heating Setpoint,building_characteristics_report.Hot Water Distribution,building_characteristics_report.Hot Water Fixtures,building_characteristics_report.Infiltration,building_characteristics_report.Insulation Crawlspace,building_characteristics_report.Insulation Finished Basement,building_characteristics_report.Insulation Interzonal Floor,building_characteristics_report.Insulation Interzonal Wall,building_characteristics_report.Insulation Slab,building_characteristics_report.Insulation Unfinished Attic,building_characteristics_report.Insulation Unfinished Basement,building_characteristics_report.Insulation Wall,building_characteristics_report.Lighting,building_characteristics_report.Location Cooling Region,building_characteristics_report.Location EPW,building_characteristics_report.Location Heating Region,building_characteristics_report.Mechanical Ventilation,building_characteristics_report.Misc Extra Refrigerator,building_characteristics_report.Misc Freezer,building_characteristics_report.Misc Gas Fireplace,building_characteristics_report.Misc Gas Grill,building_characteristics_report.Misc Gas Lighting,building_characteristics_report.Misc Hot Tub Spa,building_characteristics_report.Misc Pool,building_characteristics_report.Misc Well Pump,building_characteristics_report.Natural Ventilation,building_characteristics_report.Neighbors,building_characteristics_report.Occupants,building_characteristics_report.Orientation,building_characteristics_report.Overhangs,building_characteristics_report.Plug Loads,building_characteristics_report.Refrigerator,building_characteristics_report.Roof Material,building_characteristics_report.Roof Sheathing,building_characteristics_report.Thermal Mass Ceiling,building_characteristics_report.Thermal Mass Exterior Wall,building_characteristics_report.Thermal Mass Floor,building_characteristics_report.Thermal Mass Furniture,building_characteristics_report.Thermal Mass Partition Wall,building_characteristics_report.Uninsulated Surfaces,building_characteristics_report.Usage Level,building_characteristics_report.Vintage,building_characteristics_report.Wall Sheathing,building_characteristics_report.Water Heater,building_characteristics_report.Window Areas,building_characteristics_report.Windows,simulation_output_report.Electricity Cooling kWh,simulation_output_report.Electricity Exterior Lighting kWh,simulation_output_report.Electricity Fans kWh,simulation_output_report.Electricity Heating kWh,simulation_output_report.Electricity Interior Equipment kWh,simulation_output_report.Electricity Interior Lighting kWh,simulation_output_report.Electricity Pumps kWh,simulation_output_report.Electricity Water Systems kWh,simulation_output_report.HVAC Cooling Capacity W,simulation_output_report.HVAC Heating Capacity W,simulation_output_report.Hours Cooling Setpoint Not Met,simulation_output_report.Hours Heating Setpoint Not Met,simulation_output_report.Natural Gas Heating therm,simulation_output_report.Natural Gas Interior Equipment therm,simulation_output_report.Natural Gas Water Systems therm,simulation_output_report.Other Fuel Heating MBtu,simulation_output_report.Other Fuel Interior Equipment MBtu,simulation_output_report.Other Fuel Water Systems MBtu,simulation_output_report.Total Site Electricity kWh,simulation_output_report.Total Site Energy MBtu,simulation_output_report.Total Site Natural Gas therm,simulation_output_report.Total Site Other Fuel MBtu
diag Autogenerated 310,cd36b68f-3230-4ac2-831a-865a6b993314,2016-12-02T19:31:42Z,2016-12-02T19:34:00Z,completed,completed normal,310.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,1500-2499,1,None,None,None,None,"Gas Furnace, 96% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,286.11111111111114,0.0,4697.222222222222,1772.2222222222222,0.0,0.0,,5281.775854487249,0.0,7388.5,209.7519287253371,35.63792372378073,183.21304935656423,0.0,0.0,0.0,7105.555555555557,67.10545211818285,428.60290180568205,0.0
diag Autogenerated 461,cd93e598-bcb3-4c7c-9a51-18c53cc9936e,2016-12-02T19:27:14Z,2016-12-02T19:29:24Z,completed,completed normal,461.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Uninsulated, Unvented",None,Uninsulated,Uninsulated,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,333.3333333333333,0.0,5258.333333333333,1055.5555555555554,0.0,3383.3333333333335,,5533.184073455357,0.0,54.33,301.7849711077602,6.160811282036562,0.0,0.0,0.0,0.0,10205.555555555557,65.61737923929095,307.9457823897968,0.0
diag Autogenerated 373,ce64261e-4ee4-4d10-9602-229c31c38176,2016-12-02T19:29:44Z,2016-12-02T19:32:04Z,completed,completed normal,373.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,2+,None,None,Electric Baseboard,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,25 ACH50,"Ceiling R-13, Vented",None,Uninsulated,R-7,None,"Ceiling R-13, Vented",None,"Wood Stud, R-7",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1960s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,91.66666666666667,0.0,9344.444444444443,4811.111111111111,580.5555555555555,0.0,3172.222222222222,,6953.359431974244,0.0,45.0,0.0,6.160811282036562,0.0,0.0,0.0,0.0,18000.0,62.03463052450661,6.160811282036562,0.0
diag Autogenerated 28,ce704090-2c61-4fbd-8096-46143076f8ce,2016-12-02T19:39:32Z,2016-12-02T19:41:23Z,completed,completed normal,28.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,Electric Baseboard,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1980s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,175.0,0.0,3744.444444444445,4811.111111111111,1055.5555555555554,0.0,3047.222222222222,,4603.811466848138,0.0,43.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,12830.555555555557,44.39575391547578,6.160811282036562,0.0
diag Autogenerated 309,ce77e4a2-f7b8-42bd-9d0e-73348a66da84,2016-12-02T19:31:47Z,2016-12-02T19:34:39Z,completed,completed normal,309.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 68% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,"Ceiling R-30, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,527.7777777777777,0.0,4697.222222222222,1772.2222222222222,0.0,0.0,,15171.48607521859,0.0,32.0,809.2462573235102,35.63792372378073,181.22263340390626,0.0,0.0,0.0,7347.222222222222,127.68044427740696,1026.1068144511971,0.0
diag Autogenerated 848,cf56f3d7-60a6-4431-9105-b11c2c69f147,2016-12-02T19:15:50Z,2016-12-02T19:18:29Z,completed,completed normal,848.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,None,Electric Furnace,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Uninsulated, Vented",None,R-13,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,497.2222222222223,10536.111111111111,5402.777777777778,1772.2222222222222,0.0,3408.3333333333335,,8525.98081079965,0.0,58.5,0.0,7.108628402349879,0.0,0.0,0.0,0.0,21961.111111111113,75.64528437220585,7.108628402349879,0.0
diag Autogenerated 820,cf8f4b3f-8c83-4632-978d-1d59b8908832,2016-12-02T19:16:00Z,2016-12-02T19:18:45Z,completed,completed normal,820.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,1500-2499,2+,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,20 ACH50,None,Uninsulated,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,666.6666666666666,0.0,4697.222222222222,1705.5555555555554,0.0,0.0,,9073.083525821883,0.0,6958.5,521.2994161723244,35.63792372378073,182.36001394828224,0.0,0.0,0.0,7422.222222222222,99.25540883921057,739.2973538443874,0.0
diag Autogenerated 673,cfb13f81-fac6-4db2-98ff-7c83272dc8ca,2016-12-02T19:20:59Z,2016-12-02T19:23:45Z,completed,completed normal,673.0,1.0,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,2500-3499,1,None,"AC, SEER 10",None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",50%,4 ACH50,None,Wall R-15,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% CFL,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",958.3333333333334,277.77777777777777,394.44444444444446,0.0,4986.111111111111,1291.6666666666667,0.0,2527.777777777778,5980.056221973902,10092.132383890455,0.83,3179.5,216.9553388397183,8.625135794851186,0.0,0.0,0.0,0.0,10433.333333333334,58.15805850242515,225.5804746345695,0.0
diag Autogenerated 982,cfc3cd34-1fe4-4bc6-86b1-bd7b45b1ad47,2016-12-02T19:12:09Z,2016-12-02T19:15:29Z,completed,completed normal,982.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,FIXME GSHP,None,None,None,None,None,None,Yes,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Ceiling R-30, Vented",None,Uninsulated,Uninsulated,None,"Uninsulated, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",677.7777777777777,175.0,1291.6666666666667,7011.111111111111,4811.111111111111,1055.5555555555554,0.0,3166.6666666666665,8721.244405296378,8721.244405296378,0.0,41.33,0.0,6.160811282036562,0.0,0.0,0.0,0.0,18188.88888888889,62.6886243375228,6.160811282036562,0.0
diag Autogenerated 512,cfcb6903-157d-4365-97d3-b1dff21844a7,2016-12-02T19:26:11Z,2016-12-02T19:28:14Z,completed,completed normal,512.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,Electric Furnace,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,6 ACH50,"Ceiling R-19, Vented",None,R-13,R-7,None,"Ceiling R-13, Vented",None,"Wood Stud, R-7",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1980s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,91.66666666666667,236.11111111111114,4875.0,4811.111111111111,561.1111111111111,0.0,3158.3333333333335,,4201.490707297466,0.0,109.33,0.0,6.160811282036562,0.0,0.0,0.0,0.0,13733.333333333334,47.47615955649406,6.160811282036562,0.0
diag Autogenerated 407,cfd5ee59-79ea-486a-a73a-babdf48a20fa,2016-12-02T19:29:05Z,2016-12-02T19:32:03Z,completed,completed normal,407.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",80F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Slab,3 Car,No,3500+,2+,None,"AC, SEER 10",None,None,None,None,FIXME Wood Stove,No,Wood,75F w/setback,"Uninsulated, TrunkBranch, Copper",200%,6 ACH50,None,None,R-19,R-19,Uninsulated,"Ceiling R-60, Vented",None,"Wood Stud, R-19",100% Incandescent,C1,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1970s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",216.66666666666666,786.1111111111111,50.0,0.0,9466.666666666666,3430.5555555555557,0.0,7113.888888888889,2773.6159689649357,,130.33,0.0,0.0,9.95207976328983,0.0,0.0,0.0,0.0,21063.888888888887,72.86818020968782,9.95207976328983,0.0
diag Autogenerated 729,d06163f3-cbfe-4331-bbe5-8e019b9a1bf8,2016-12-02T19:19:27Z,2016-12-02T19:22:37Z,completed,completed normal,729.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"53% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,2+,None,None,Electric Furnace,None,None,None,None,No,Electricity,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,25 ACH50,"Wall R-13, Unvented",None,Uninsulated,Uninsulated,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,816.6666666666666,21319.444444444445,6758.333333333333,1091.6666666666667,0.0,5166.666666666667,,16492.780169536687,0.0,0.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,35330.555555555555,121.16894066085447,6.160811282036562,0.0
diag Autogenerated 163,d0d897e0-b87d-44fd-a297-77a06c473945,2016-12-02T19:35:32Z,2016-12-02T19:37:55Z,completed,completed normal,163.0,1.0,"Electric, 100% Usage","Standard, 120% Usage","Electric, 100% Usage",78F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,"ASHP, SEER 10.3, 7.0 HSPF",None,None,None,None,None,None,Yes,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",200%,8 ACH50,"Wall R-13, Unvented",None,Uninsulated,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% Incandescent,C2,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",580.5555555555555,175.0,455.5555555555556,2608.3333333333335,6802.777777777778,1055.5555555555554,0.0,5966.666666666667,6385.562253355764,6385.562253355764,5.0,14.33,0.0,6.160811282036562,0.0,0.0,0.0,0.0,17644.444444444445,60.82142461050557,6.160811282036562,0.0
diag Autogenerated 846,d1431730-a7c7-4092-ba8b-b437f8f24561,2016-12-02T19:15:50Z,2016-12-02T19:19:06Z,completed,completed normal,846.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,1500-2499,1,None,"FIXME Room AC, EER 9.8, 20% Conditioned",None,None,"Gas Furnace, 96% AFUE",None,None,No,Natural Gas,70F,"Uninsulated, TrunkBranch, Copper",100%,6 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",180.55555555555557,350.0,436.11111111111114,0.0,5155.555555555556,1705.5555555555554,0.0,0.0,2959.247080914132,2849.4266817556413,2.33,7206.5,238.84991431895594,7.108628402349879,195.25032678454335,0.0,0.0,0.0,7827.777777777778,70.83037340101419,441.2088695058492,0.0
diag Autogenerated 215,d14df006-1bba-48df-bb29-e4df245e6c1f,2016-12-02T19:34:15Z,2016-12-02T19:36:34Z,completed,completed normal,215.0,1.0,"Gas, 100% Usage","EnergyStar, 120% Usage","Propane, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,1,None,None,None,None,"Gas Boiler, 76% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",200%,8 ACH50,"Uninsulated, Unvented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C2,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1960s,1/2 in. OSB,Gas Tankless,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,0.0,102.77777777777779,5980.555555555556,1705.5555555555554,250.0,63.88888888888889,,9131.63326828422,0.0,51.17,576.0832457264343,43.789150958475254,283.2077555496192,0.0,2.8529295321430848,0.0,8452.777777777777,122.00301972673019,903.0801522345287,2.8529295321430848
diag Autogenerated 516,d1ece80f-7fd8-4dbd-831f-3913bde11569,2016-12-02T19:25:56Z,2016-12-02T19:28:15Z,completed,completed normal,516.0,1.0,"Electric, 100% Usage","EnergyStar, 80% Usage","Gas, 100% Usage",65F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,1500-2499,2+,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,60F w/setback,"Uninsulated, TrunkBranch, Copper",50%,10 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,186.11111111111111,152.77777777777777,0.0,3572.222222222222,908.3333333333334,0.0,0.0,,2554.066529225028,0.0,4263.0,118.47714003916465,35.63792372378073,125.30142330542054,0.0,0.0,0.0,4819.444444444444,44.386275744272645,279.41648706836594,0.0
